case_id,model_finding_id,initial_adjudicator_type,initial_codeql_relation,initial_matched_reference_ids,initial_relation_confidence,initial_relation_rationale,final_codeql_relation,final_matched_reference_ids,human_review_status,final_decision_source,reviewer_role,source_row_sha256
case-0dae88f83e73408565ec,mf-c5570dda1d5e03ec19cb,LLM_assistant,no_match,,high,The missing exception handling in the separate user-tool routine is not the same as any preserved empty-except alert.,no_match,,author_confirmed,author_manual_review,author,e2ecd9a6d154fc417300fd18684a39fdf830387d9e8096e83577d006e609ef1b
case-0dae88f83e73408565ec,mf-d6722b19f81a982f2986,LLM_assistant,no_match,,high,The termination-reason string mismatch is not represented by the empty-except CodeQL alerts.,no_match,,author_confirmed,author_manual_review,author,603b1bac7dfb2ae471a1a739eee405cbab98032c31f4bc9a5b85ae29478358ca
case-0dae88f83e73408565ec,mf-43743f3e5252cd1b0613,LLM_assistant,no_match,,high,The incomplete completion-state predicate is not represented by the empty-except CodeQL alerts.,no_match,,author_confirmed,author_manual_review,author,00aea3c26e603f3129c2ddc2c620ba4a613b327ae5b1701ef1738cadd80935d4
case-0dae88f83e73408565ec,mf-c3c8abcdd1f4b92e913c,LLM_assistant,related_distinct,,medium,"The missing success field and CodeQL's empty handler at line 398 (sf-b31a79845c369ac2913e) occur in the same execution-record block, but describe separate omissions with different remedies.",related_distinct,,author_confirmed,author_manual_review,author,264901891cd179db440b1b26732a36cb14937c7c8b0b6e1d9dd18830af3f618b
case-0dae88f83e73408565ec,mf-ff972ce8a98ad0a24e0f,LLM_assistant,no_match,,high,The inconsistent user_llm default is not represented by the empty-except CodeQL alerts.,no_match,,author_confirmed,author_manual_review,author,76b3f018e220209b04cf09421106a6c4a7268de7821660e291ba617658f4fc3a
case-0dae88f83e73408565ec,mf-b2dbbc289b95e8442ca9,LLM_assistant,no_match,,high,Removal of defensive copying is not represented by the empty-except CodeQL alerts.,no_match,,author_confirmed,author_manual_review,author,ed8e92e6422fd4e3213c35e1648d87ca8234b86a7eb4c3fde695f91e3216af81
case-0dae88f83e73408565ec,mf-9d778a1a83577ec85287,LLM_assistant,related_distinct,,high,"The reviewer identifies database calls guarded by empty if bodies; CodeQL reports nearby empty exception handlers at lines 366, 380, and 398. These are similar cleanup smells in the same blocks but not the same syntactic defects.",related_distinct,,author_confirmed,author_manual_review,author,8075e1338626cce1dbbd69bfb9d56fea55a9055847408f7f72c9bbb3fb944ad6
case-0dae88f83e73408565ec,mf-e9bac22440465113a35a,LLM_assistant,related_distinct,,high,The hot-path import and CodeQL's empty exception handler at line 188 (sf-fbcc3b3246ac3dd063ff) share a small block but are independent maintainability issues.,related_distinct,,author_confirmed,author_manual_review,author,cb20c4f47efab75a4f804c82d8008c196470fe8f53ff794276477660b06b09aa
case-0eb420b020d66fb3faa1,mf-85d2981fc84a1e524ab9,LLM_assistant,same_issue,sf-2c733e4a3cb6f3cfffdb,high,Both findings identify the same too-many-arguments call to bytes_to_int and the resulting TypeError.,same_issue,sf-2c733e4a3cb6f3cfffdb,author_confirmed,author_manual_review,author,0428dd7f37ad3b4f41363571cdf07b88f9f9aac8eac942665187c1c78c0caba5
case-0eb420b020d66fb3faa1,mf-9b342b283b237bd86087,LLM_assistant,no_match,,high,The conditional guid initialization is distinct from CodeQL's too-many-arguments call to bytes_to_int.,no_match,,author_confirmed,author_manual_review,author,4a086f28be3b53396b5ad6c09c17561da3aa3e755d0a1549cc046b43f78674d4
case-0eb420b020d66fb3faa1,mf-45bddb953c4c4f8ecf9e,LLM_assistant,no_match,,high,Whitespace splitting inconsistency is distinct from CodeQL's too-many-arguments call to bytes_to_int.,no_match,,author_confirmed,author_manual_review,author,514146ff5162b65b10a9343f83892e4149211282d3593eee82381edbcc160c17
case-14a8d97497657e19a2a9,mf-1584bc29182327047e25,LLM_assistant,related_distinct,,high,"The missing interface method and CodeQL's unused Callable import (sf-3718e1b6ba25d3c965a4) occur in BaseLLM, but are independent API and cleanup issues.",related_distinct,,author_confirmed,author_manual_review,author,5783797418d152501bc003708ab201109d5e6351e7641a7b168fad62eb6803ae
case-14a8d97497657e19a2a9,mf-759134fc4a45bd54da11,LLM_assistant,no_match,,high,"AISuiteLLM message normalization is not represented by the missing-super-init, cyclic-import, or unused-import alerts.",no_match,,author_confirmed,author_manual_review,author,8912025ff799717500875cbc60376058ead90410b6612c5dd69629d6205d1488
case-14a8d97497657e19a2a9,mf-002c45b89e03ae42a5e5,LLM_assistant,no_match,,high,Missing error handling in AISuiteLLM is not represented by the preserved CodeQL alerts.,no_match,,author_confirmed,author_manual_review,author,5005e9dfc6c2c771ec16e4a635590c2d80a31dcb38593beaae15bd01b1e90127
case-14a8d97497657e19a2a9,mf-e003c0e0b7ea76d693db,LLM_assistant,no_match,,high,Passing unsupported kwargs to BaseLLM is distinct from CodeQL's missing BaseLLM.__init__ call in another class.,no_match,,author_confirmed,author_manual_review,author,6afb0819af8510f6be20dc5c65f63d73386be184293c744f5346a7fb4cdb25a4
case-14a8d97497657e19a2a9,mf-bef4d058fb04982516ae,LLM_assistant,same_issue,sf-5a09e1a2d28efe386a3d,high,Both identify that LLM.__init__ omits the BaseLLM initializer.,same_issue,sf-5a09e1a2d28efe386a3d,author_confirmed,author_manual_review,author,4d0a9b59a210893e19cc9b24929a9ae5876103cc3213540a66b4cfa1fc1e6bb7
case-14a8d97497657e19a2a9,mf-458ef4d7b219eb87de09,LLM_assistant,related_distinct,,high,The stale field type and CodeQL's unused imports in crew.py share the changed module but are independent issues.,related_distinct,,author_confirmed,author_manual_review,author,5e9b423f243c0aa50d38d39c21b20eae47c66282e88903223871318d19272db3
case-14a8d97497657e19a2a9,mf-20743a909b0aead2fdda,LLM_assistant,same_issue,sf-5bb7ae43a0f3de4f0bf1,high,Both identify the unused TypeVar import.,same_issue,sf-5bb7ae43a0f3de4f0bf1,author_confirmed,author_manual_review,author,ba8bd1044825c353a7e28ecdfc3dee0344d4128e5934e21557f487ab447a48cb
case-14a8d97497657e19a2a9,mf-848ccbd52eba84289d44,LLM_assistant,same_issue,sf-4115a5324be6b1af3373,high,Both identify the unused LangchainBaseTool import.,same_issue,sf-4115a5324be6b1af3373,author_confirmed,author_manual_review,author,b071989b98bee08009456589feadc5feb0a94e2cdab132e7d35d1d1b64488d4c
case-14a8d97497657e19a2a9,mf-0a7299df8d10cd259ec9,LLM_assistant,same_issue,sf-3718e1b6ba25d3c965a4,high,Both identify the unused Callable import.,same_issue,sf-3718e1b6ba25d3c965a4,author_confirmed,author_manual_review,author,7197f7d97effb0cb3e24e50eda6c570162304e5950ba1fcd81c49b0de5c8bd4b
case-15fca550df7f9ba029d9,mf-7adaea530994e3f42ca5,LLM_assistant,no_match,,high,"The out-of-scope instance identifier compile error is not represented by CodeQL's Javadoc, integer-overflow, override-annotation, or parameter-tag alerts.",no_match,,author_confirmed,author_manual_review,author,c2fc1b4347db6246d7130b5e972299e06221b429112d49a69cb4b7f145389f38
case-162c30563cd0fe89d803,mf-e8db48f2af5ead4d6a88,LLM_assistant,no_match,,high,Failure to reverse an overridden tool name is unrelated to CodeQL's import-style and complex-destructor alerts.,no_match,,author_confirmed,author_manual_review,author,1e2a9b119838cca123932b534e3b6bd4fccb3d132d27fb059c1dc6b5cb9af449
case-162c30563cd0fe89d803,mf-fbe7f4d6aa8f1263b106,LLM_assistant,related_distinct,,medium,"The missing renamed-tool collision validation and CodeQL's overly complex destructor (sf-083c0b3979c2515b475e) occur in McpWorkbench, but concern different lifecycle phases and fixes.",related_distinct,,author_confirmed,author_manual_review,author,019c0477205a3a9e4b74ae13ccbec5c1c74a4f0097295ca54ee4c60653578586
case-1aaea7ba84a2f17638de,mf-32faa127c21ee46b8576,LLM_assistant,no_match,,high,The hardcoded encryption fallback is unrelated to CodeQL's always-true userId condition.,no_match,,author_confirmed,author_manual_review,author,7e00907ab92c72968625ed5f16f80555521495b5bc34a2c9b7b13096943e12cd
case-1aaea7ba84a2f17638de,mf-c64c255f6d32b442cf9e,LLM_assistant,no_match,,high,The missing API-key deletion path is unrelated to CodeQL's always-true userId condition.,no_match,,author_confirmed,author_manual_review,author,8b58b6006f56d7bdc818c0a3ad5b900779efe00fd814e92e324aa69d6a6db6d7
case-1aaea7ba84a2f17638de,mf-225b92a408748a3354be,LLM_assistant,no_match,,high,Failure to check the save response is unrelated to CodeQL's always-true userId condition.,no_match,,author_confirmed,author_manual_review,author,1cbc4ba55e7cf6944ebae5a4da5a30aa74ad4153f808ab6e69263cafe2f51c50
case-1aaea7ba84a2f17638de,mf-f42c575a62d38aeb8144,LLM_assistant,related_distinct,,high,The dynamic import and CodeQL's always-true userId condition (sf-c324591f264f7ae7bf0e) are adjacent in the same request branch but are independent performance and logic issues.,related_distinct,,author_confirmed,author_manual_review,author,674c6ddcf1ca2abd914ee7ddbc80170e82194446370afa001b0d980816c11e0f
case-1aaea7ba84a2f17638de,mf-6d23b560bffd109c41bb,LLM_assistant,no_match,,high,The unused exported helper is unrelated to CodeQL's always-true userId condition.,no_match,,author_confirmed,author_manual_review,author,838a442f5b62f9a593f13f5c40f88b005d68db5bd0d2933f725dc94e7cdae62a
case-232a78570fb9941423b0,mf-e200c346c7b807021d2b,LLM_assistant,same_issue,sf-99d33280d90d77022b8f,high,"The automatic same-line candidate was the unrelated unused getAgentTypeSchema import, but the same case also contains a call-to-non-callable alert for getAvailableAgentTypes. That alert and the reviewer finding arise from the same missing function export.",same_issue,sf-99d33280d90d77022b8f,author_confirmed,author_manual_review,author,ee4b35803a25de9a8509dc35fe38e061c66cdd29f03e2054a180a7a5fdf1b7fb
case-232a78570fb9941423b0,mf-6e3da8ea4296d9fbde09,LLM_assistant,no_match,,high,Iterating a Promise due to a missing await is distinct from CodeQL's invocation of an undefined function inside createClaudeFlowTools.,no_match,,author_confirmed,author_manual_review,author,efd0a4b8188c568b6806957c4a98324b3f7eb8dd326bcda1f028a7dfb73c73b9
case-232a78570fb9941423b0,mf-53f571875b8fdf013688,LLM_assistant,no_match,,high,Iterating a Promise due to a missing await is distinct from CodeQL's invocation of an undefined function inside createClaudeFlowTools.,no_match,,author_confirmed,author_manual_review,author,0efc0853547278e42b1b5b0608b5cf445e037097c5120768cb11bc725ba70199
case-232a78570fb9941423b0,mf-af1095b097280de30b98,LLM_assistant,no_match,,high,"The removed VALID_AGENT_TYPES export is distinct from the preserved invocation, temporary-file, injection, and unused-variable alerts.",no_match,,author_confirmed,author_manual_review,author,0b9d41a319a8c17ab8e2027047cfbe7be8edc000ce40e308ca81458409a86873
case-232a78570fb9941423b0,mf-54a9048da5d6ede7e4f0,LLM_assistant,same_issue,sf-06dad8760318bfbe188c,high,The reviewer traces untrusted command-line arguments into a shell command passed to execSync; CodeQL reports that exact indirect command-line-injection flow three lines later.,same_issue,sf-06dad8760318bfbe188c,author_confirmed,author_manual_review,author,8404ddeae8172ce9cb9ef43a1354a4c4cef2346fdf2e307d7bc718dfe7e8e9f6
case-232a78570fb9941423b0,mf-a1829cb8275af9d94aed,LLM_assistant,related_distinct,,high,Passing the internal timeout option and CodeQL's insecure temp-file creation (sf-710d2bf83749539401ca) occur in the same safeGhCommand implementation but are separate CLI-option and filesystem-security defects.,related_distinct,,author_confirmed,author_manual_review,author,fccae86a85547177cedeb250fbd951127307957b13d155fbbd973c20e22b294b
case-232a78570fb9941423b0,mf-b3189321367563375784,LLM_assistant,related_distinct,,high,The reviewer identifies incorrect handling of a missing body value. CodeQL reports insecure temporary-file creation at the same statement (sf-9bba98a964ff2b00f3a9); the failure conditions and remedies differ.,related_distinct,,author_confirmed,author_manual_review,author,97603e55c85dc12ff8df3a57610185789a1cf892b41a3b27b4d0f0c2833de14d
case-232a78570fb9941423b0,mf-7aab980e1a48df578bed,LLM_assistant,no_match,,high,The silently swallowed slash-command error is not represented by the preserved CodeQL alerts.,no_match,,author_confirmed,author_manual_review,author,6a27ec75f5a392af946c5af4c5e1b9c5c3adf8e35f60f642d55b97c6eb8134a0
case-232a78570fb9941423b0,mf-24c237b1d74e3967c0ca,LLM_assistant,no_match,,high,The silently swallowed init-flow error is not represented by the preserved CodeQL alerts.,no_match,,author_confirmed,author_manual_review,author,2e6244709197c5426a902a615c374cb7f9a1fede61d8d2997adfcbcc5f886139
case-244800b3cbf68e43bdd2,mf-f3441526862df288a2ec,LLM_assistant,related_distinct,,medium,"The cost-filter value mismatch and CodeQL's cyclic imports occur in block_cost_config.py, but have different runtime causes and fixes.",related_distinct,,author_confirmed,author_manual_review,author,af7e106750a8984822795073de5e1e9cef07098d592356ab133c73001260bf00
case-244800b3cbf68e43bdd2,mf-bbecd28bb0ab339ce42e,LLM_assistant,no_match,,high,The documentation output-name mismatch is unrelated to the cyclic-import alerts.,no_match,,author_confirmed,author_manual_review,author,245946d4721ff515236bbe90654f76855d3804f6fea15bc0f7ed03e48052b28c
case-244800b3cbf68e43bdd2,mf-65d679f6791681c8e6d3,LLM_assistant,no_match,,high,Passing a null optional API parameter is unrelated to the cyclic-import alerts.,no_match,,author_confirmed,author_manual_review,author,d77eefea4c8b0bf72f78c25596411118770c0676395c300b9c2c8cc57f9cc9a8
case-244800b3cbf68e43bdd2,mf-d203a5cd8555d2dfca68,LLM_assistant,no_match,,high,The incorrect test credential title is unrelated to the cyclic-import alerts.,no_match,,author_confirmed,author_manual_review,author,e5b1794cc373d20fa986e85242f3a333650af21d7beae3c826f04bc8b0e5a88a
case-244866c4d24233d35c00,mf-e2ca3438984357511f85,LLM_assistant,no_match,,high,The lost synchronization in cached-client initialization is unrelated to CodeQL's unclosed files in operation and client code.,no_match,,author_confirmed,author_manual_review,author,da5309a26f22b016042c723dc349690ad926e352584c98589b74b2fd4694ed2d
case-244866c4d24233d35c00,mf-be6cb07e7523d0eabc5e,LLM_assistant,no_match,,high,The incorrect contributor instruction is unrelated to CodeQL's unclosed-file alerts.,no_match,,author_confirmed,author_manual_review,author,bdee5e4f8b203b0228d0c7d853e77cb04e5d6f57fcbfc8c8786138037bbbb9d1
case-244866c4d24233d35c00,mf-2a0c5319572942ff71a8,LLM_assistant,no_match,,high,The test's missing environment skip is unrelated to CodeQL's unclosed-file alerts.,no_match,,author_confirmed,author_manual_review,author,fe92b74f15a726082c81bfe68df4145faad69e04f7545d88cb065304a82469b2
case-244866c4d24233d35c00,mf-0b76ab78ce7b416fec04,LLM_assistant,no_match,,high,The misleading redundant client guard is unrelated to CodeQL's unclosed-file alerts.,no_match,,author_confirmed,author_manual_review,author,aaea6b3f92a6291c341a85b27c9a701134e5d26f06ae905a2df74744818c3990
case-244866c4d24233d35c00,mf-dd579c832f0c9e80f3d2,LLM_assistant,no_match,,high,The redundant caplog configuration is unrelated to CodeQL's unclosed-file alerts.,no_match,,author_confirmed,author_manual_review,author,360ff8a0cd3b675c252d2b111f4c075395f8de3afc0a6cee91e2743fe98d8cad
case-2480a35206f87bbbe5d3,mf-d53390406f684581eee3,LLM_assistant,related_distinct,,medium,The cost-filter mismatch and CodeQL's cyclic import (sf-d1fb24e84649b392744e) occur in block_cost_config.py but have distinct triggers and fixes.,related_distinct,,author_confirmed,author_manual_review,author,5a37286363af0cb8a5a88f57f5e1e3307c68cbb65d02bd601fb3b9ce35432a7f
case-251cb80f6be4da1148b5,mf-9bf7b1b61ecbe8ec3526,LLM_assistant,no_match,,high,The empty polyfill import is unrelated to CodeQL's constant conditions in other modules.,no_match,,author_confirmed,author_manual_review,author,addb169c3508dda1d4b92d0460a3609089810b16f44946f56298dc2e91dfea6f
case-251cb80f6be4da1148b5,mf-092fe9abe0094300bda7,LLM_assistant,no_match,,high,The empty polyfill import is unrelated to CodeQL's constant conditions in other modules.,no_match,,author_confirmed,author_manual_review,author,3f7c1fdc9d402cefa00aa817c6cd4a32ca9f5c06bf6fadfe1f2bbf3be4b6ea4f
case-251cb80f6be4da1148b5,mf-0dc550631651f5112e62,LLM_assistant,no_match,,high,The empty polyfill import is unrelated to CodeQL's constant conditions in other modules.,no_match,,author_confirmed,author_manual_review,author,3c771a2821fc9d3d2a19892e1b63ef4dfd244fab30a35ad9b8e59b6fb232407d
case-251cb80f6be4da1148b5,mf-28f49fef550f1ff744fe,LLM_assistant,no_match,,high,The empty polyfill import is unrelated to CodeQL's constant conditions in other modules.,no_match,,author_confirmed,author_manual_review,author,712f766bb6d0f4b4652d47b0c0fb42b9a1248452787a445b6f403bcfd1ab541d
case-251cb80f6be4da1148b5,mf-38822110cf36dea53a81,LLM_assistant,no_match,,high,The empty polyfill import is unrelated to CodeQL's constant conditions in other modules.,no_match,,author_confirmed,author_manual_review,author,ec5187935078f0ad1cfa872d9668310aa3bc37f6f51b5f0e98fc437e1e0da589
case-297b8514fd048d20c40e,mf-12c59df1e2dc57908e0f,LLM_assistant,no_match,,high,The nil ZipTaxRate lookup is distinct from CodeQL's potentially uninitialized temp_file.,no_match,,author_confirmed,author_manual_review,author,c4c85d90e0237978aa6e229ade0bf9fc85d39109767a7152bf3ba1def2a480f4
case-297b8514fd048d20c40e,mf-b95ad39514ee73bd620f,LLM_assistant,same_issue,sf-d1115807d6e72d59553a,high,Both identify that Tempfile.new can fail before temp_file is assigned and that the ensure block then uses the uninitialized local variable.,same_issue,sf-d1115807d6e72d59553a,author_confirmed,author_manual_review,author,d74e47f6537054817d0621588aa1af534013073b4cfc632d8529d566add8fa88
case-297b8514fd048d20c40e,mf-d190254c30e37a054b0b,LLM_assistant,no_match,,high,Using pre-refund monetary fields is distinct from CodeQL's potentially uninitialized temp_file.,no_match,,author_confirmed,author_manual_review,author,5a02ebccae5d83c4710f81faff9e971bcbded63a39370abcbf67616ee69a9635
case-297b8514fd048d20c40e,mf-92d243906c6c2406b0c9,LLM_assistant,no_match,,high,Live S3 use in tests is distinct from CodeQL's potentially uninitialized temp_file in production code.,no_match,,author_confirmed,author_manual_review,author,26f4d92b55c8e8eb0869fe44f1b35082e2618afbca6d174ac8d92837ba8f82b3
case-297b8514fd048d20c40e,mf-0605adbe3868c443f818,LLM_assistant,no_match,,high,The overly broad purchase-state filter is distinct from CodeQL's potentially uninitialized temp_file.,no_match,,author_confirmed,author_manual_review,author,a1634cf6293db1deded23d062b9a58f1b996c4eee47e4f2a1d7941483997314a
case-2d29c8266ee4ae3326fa,mf-ee7558d569faf7b8730c,LLM_assistant,related_distinct,,high,The empty-string validation and CodeQL's override-signature mismatch (sf-bbf3052aba77e3404899) concern the same SMTP provider method but different API contract defects.,related_distinct,,author_confirmed,author_manual_review,author,4749e07bb0148a6c6ab237237f4b53886d970619dffa956604c0088f277add46
case-2d29c8266ee4ae3326fa,mf-790979632e281052fd98,LLM_assistant,no_match,,high,Unescaped SMTP settings in an HTML test body are not represented by the override-signature alert.,no_match,,author_confirmed,author_manual_review,author,01cd0b90ea0f09215dc6028931377d2f957c3228cdb7d9cd9861a3496332bf2b
case-2d29c8266ee4ae3326fa,mf-069ae915857800fb7d56,LLM_assistant,related_distinct,,high,The inconsistent return shape and CodeQL's override-signature mismatch concern the same SMTP provider method but different implementation and inheritance contracts.,related_distinct,,author_confirmed,author_manual_review,author,bdbff8817a3216e879ee26d6b832d961f19aec67e19809476fc4cc278d019c7c
case-2d93edefa9bf78e1efb4,mf-baa7ab4723e2bf317723,LLM_assistant,no_match,,high,The duplicate-submit race is unrelated to CodeQL's nullable dereference in CommentsFragment.,no_match,,author_confirmed,author_manual_review,author,970587138cd90c3c06cec528dcce586b0e0fc5ca33242ce47100c85458fff9ef
case-2d93edefa9bf78e1efb4,mf-f171342f0e8e0c95fc20,LLM_assistant,no_match,,high,The nullable HTTP response body is a different value and component from CodeQL's nullable dereference in CommentsFragment.,no_match,,author_confirmed,author_manual_review,author,b0e6cd9b714a4d22c9d179b404c6ad7be49efc5576a3e73bcd80f76e92fde04a
case-2d93edefa9bf78e1efb4,mf-65c060400023c6b17038,LLM_assistant,no_match,,high,The unclosed HTTP response is unrelated to CodeQL's nullable dereference.,no_match,,author_confirmed,author_manual_review,author,22c703c5a86808d11b609e0fd5199f639224c4b01f2d72ead0c25e2334841e0c
case-2d93edefa9bf78e1efb4,mf-fdc96b066a9023e408ef,LLM_assistant,no_match,,high,The unclosed sink on exception is unrelated to CodeQL's nullable dereference.,no_match,,author_confirmed,author_manual_review,author,40fc0e67e302c893a041ffa5b12b483b70b656984748b93af4decdc7ab69a869
case-2d93edefa9bf78e1efb4,mf-97aea8ef0b2f12177151,LLM_assistant,related_distinct,,high,The premature loop break and CodeQL's nullable dereference (sf-2415746867738a4452bb) occur in the same updateUserTags loop but describe independent control-flow and null-safety defects.,related_distinct,,author_confirmed,author_manual_review,author,939f97642d2967b8aacc10eb5b980ab27f62aa167332ef358b4e7438cb0034e9
case-2f0bf603687d1eee9d5c,mf-c34117da37c451c9edaa,LLM_assistant,no_match,,high,"Duplicate user messages are not represented by CodeQL's base-exception, empty-handler, or unused-import alerts.",no_match,,author_confirmed,author_manual_review,author,ebcc255dc9be1114b91c2cbab01c910aa35663f4fe06f747200728e670bf8f98
case-2f0bf603687d1eee9d5c,mf-d2ab2e3e4f54ef70ad77,LLM_assistant,no_match,,high,Deleted test coverage is not represented by the preserved CodeQL alerts.,no_match,,author_confirmed,author_manual_review,author,36b39d8e3fcfad475b4a8b6befbb574ea2f2dc8dd5ba4ef8a9484fbb394a852a
case-2f0bf603687d1eee9d5c,mf-21753054a7b1debbd94d,LLM_assistant,no_match,,high,The invalid SLIP39 share-length heuristic is not represented by the preserved CodeQL alerts.,no_match,,author_confirmed,author_manual_review,author,28d332454be833cbe361bea647626f81b9209b2de54a8bf46dd8e87b1bb2a820
case-2f0bf603687d1eee9d5c,mf-8079437fb98c15834c7b,LLM_assistant,no_match,,high,Missing informational output is not represented by the preserved CodeQL alerts.,no_match,,author_confirmed,author_manual_review,author,b1d948fc7243b46bdbe1485f0baa0b25c2a896a2c601caf2adcf56d026e20548
case-2f0bf603687d1eee9d5c,mf-049aefde522deb214fa5,LLM_assistant,no_match,,high,The hot-loop Share import is a different import from CodeQL's unused import at line 121 and is not the same issue.,no_match,,author_confirmed,author_manual_review,author,2bb911d59d5ced97ea82b0e77cdff990001cd6e6012249288d0d8d7501941b21
case-31359bc417febbc38cfc,mf-40598673adf56e3f376b,LLM_assistant,no_match,,high,The falsy-zero websocket setting is unrelated to CodeQL's method first-parameter naming alert in truss_config.py.,no_match,,author_confirmed,author_manual_review,author,7b2b24bdcddbb4bbd50b9441872eedf89ed9d08bef652ac1ff2387d28ff248a4
case-31359bc417febbc38cfc,mf-8af7d3a0e5bbb385db55,LLM_assistant,no_match,,high,The falsy-zero websocket setting is unrelated to CodeQL's method first-parameter naming alert.,no_match,,author_confirmed,author_manual_review,author,3d5f86042ce5ac4b8469a02409b25b864830e65aaec5de7d4ac1868ac59ef87e
case-31359bc417febbc38cfc,mf-405ed915ba99a8903464,LLM_assistant,no_match,,high,Use of assert for production validation is unrelated to CodeQL's method first-parameter naming alert.,no_match,,author_confirmed,author_manual_review,author,4144b9b56fa75817d7e0e8260e337a6d199b8dacefd6f3823d4fc6d826ee0e51
case-315d6ae6a9b8cfaf69af,mf-2dfdcd58da3741126d7e,LLM_assistant,no_match,,high,Unbounded tracemalloc state is not represented by CodeQL's broad/empty handlers or unused imports.,no_match,,author_confirmed,author_manual_review,author,fd0d1d97a2dbbd734a16da8fda7656b17accc359fa158aa26a6594902240088d
case-315d6ae6a9b8cfaf69af,mf-429351e2c9471c144603,LLM_assistant,no_match,,high,The missing output-directory initialization is not represented by the preserved CodeQL handlers at other lines.,no_match,,author_confirmed,author_manual_review,author,d1f6108e2759ec00706333274425c65fc16f77ec3c543064081584315ea2f379
case-315d6ae6a9b8cfaf69af,mf-d274fd50ca5fa1c69337,LLM_assistant,no_match,,high,"The cleanup glob omits detailed-analysis files; the preserved CodeQL alerts concern exception handlers and imports, not filename retention.",no_match,,author_confirmed,author_manual_review,author,2d633ce2397c61e6fd76e9e699cdce6368c2e921f3d4b9bd7b103fb60766bf18
case-315d6ae6a9b8cfaf69af,mf-54149849285b7d6f7854,LLM_assistant,related_distinct,,medium,"The duplicated object scan is near CodeQL's broad empty handler at line 226 (sf-2a026153bb37163cb108 and sf-7d836c22dbb5f775cca9) in the same monitoring routine, but performance duplication and exception swallowing are separate defects.",related_distinct,,author_confirmed,author_manual_review,author,319f984c66e869a4f00ed045b975c4ee83cdf05e83f750e6aa3cdfcf9da9f323
case-315d6ae6a9b8cfaf69af,mf-0217923431cd129563c5,LLM_assistant,related_distinct,,medium,"The discarded tracemalloc snapshot occurs near broad exception handlers in the same memory-analysis implementation, but the ineffective analysis and handler breadth are different issues.",related_distinct,,author_confirmed,author_manual_review,author,b8f762fa8671110d2cbb0062fd88f60bdf54e6f05d76aa6aa72af32d52181deb
case-315d6ae6a9b8cfaf69af,mf-4ce3a87d1affe05bac75,LLM_assistant,same_issue,sf-670658b6035afcb2b7f1,high,Both identify the unused os import introduced by the PR.,same_issue,sf-670658b6035afcb2b7f1,author_confirmed,author_manual_review,author,4c6be6b4444d522d5dbd451d978dd00caa279219cf837f8e2f5cd29375d6a5d4
case-36ffe6b241bac7e92bef,mf-a9fbc368dfcc1c57fceb,LLM_assistant,no_match,,high,The empty webhook event list is unrelated to CodeQL's model-registry cyclic imports.,no_match,,author_confirmed,author_manual_review,author,5f2c457697577f920a7c68610565d72d9964ac83cd3e55e24eadf8ce6f922817
case-37aad921cd746c69ff61,mf-ea5a0598f7507b6d1bd2,LLM_assistant,no_match,,high,"The dropped chain-of-thought prompt is not represented by CodeQL's mixed-return, ineffectual-statement, redundant-assignment, or unused-import alerts.",no_match,,author_confirmed,author_manual_review,author,80b956a68525cb67a72a45b05da0904c26177244cde673a12a7a6f5956700472
case-37aad921cd746c69ff61,mf-c608d1ae996fc5125dd3,LLM_assistant,no_match,,high,In-place mutation of training_chat is not represented by the preserved CodeQL alerts.,no_match,,author_confirmed,author_manual_review,author,92583e328fe2010c81928d1ca67bf3eedfdf5c874324a15609f435640fd54c98
case-37aad921cd746c69ff61,mf-0747eb5279913add22c6,LLM_assistant,no_match,,high,The stale enum name in an error message is not represented by the mixed-return alert in chat_formatter or other preserved alerts.,no_match,,author_confirmed,author_manual_review,author,42ed6eca498f1a3964738b0a6f18aedcad115543808d50c53c055139eb555c4d
case-37aad921cd746c69ff61,mf-54c14eef8773cab6043a,LLM_assistant,no_match,,high,The removed backend guard is not represented by the preserved CodeQL alerts.,no_match,,author_confirmed,author_manual_review,author,cc7835d844735195e9dc2f0da2b5498b8757a8c76c26061c18a8708fd2cc0a02
case-3a0f70a817d7306d446f,mf-04ce9e2d2e419b78d709,LLM_assistant,related_distinct,,medium,"The ineffective retry exception types and CodeQL's mixed return paths (sf-7e87ec7b0f5350b9e7e6) occur in ddns/util/http.py, but concern different control-flow defects.",related_distinct,,author_confirmed,author_manual_review,author,55757dbcbea934a4a8120050d892a87a0ba50680410f52aad16cc6056728551e
case-3a0f70a817d7306d446f,mf-e7fea018c5e755d093c0,LLM_assistant,no_match,,high,The test's incorrect logger name is not represented by the mixed-return alerts.,no_match,,author_confirmed,author_manual_review,author,1abe29d4ff7f1e04a9be899d6ddf5255600321451112559edbf4a21395742a62
case-3a0f70a817d7306d446f,mf-ed4bb5620eaab50f8128,LLM_assistant,no_match,,high,The reduced error log level is not represented by the mixed-return alerts.,no_match,,author_confirmed,author_manual_review,author,1596efd08a8a57f5c5dce35131bfa932e34196683a5d2170528f09f9d9f7c755
case-3b5889bf8c2dda15fe1f,mf-6f293a252dd9597a03d2,LLM_assistant,no_match,,high,The stale dedupQueries return-shape consumer is distinct from CodeQL's semicolon-style alert.,no_match,,author_confirmed,author_manual_review,author,974ccef6633ea50e748984d95b56cce3792ba0e8b4247168fd430a58d128bb42
