case_id,group,repo_name,pr_number,language,task_type,reference_id,alert_id,rule_id,rule_name,quality_category,semantic_recovered,analysis_tier,rq1_mechanism_category,rq1_mechanism_label,mechanism_subcategory,root_cause_cluster_id,mapping_source,mapping_status,mapping_confidence,mapping_rationale
case-9f4690cc7d4420be0c68,ai,mendableai/firecrawl,1676,TypeScript,feat,sf-2093911c47d6ba072532,qalert-9d4a1cddfd7e362dc372aa6e,js/unreachable-statement,Unreachable statement,correctness_reliability,1,strict_primary_114,control_state_or_dataflow_miscomposition,"Control-, state-, or data-flow miscomposition",invalid_or_trivial_control_path,rccluster-e9b212549907727cfdc2,frozen_rq1_root_cause_cluster,frozen_existing_rq1_decision,high,"The crawler's external-link branch now returns unconditionally before its allowSubdomains check, making that later filtering statement unreachable."
case-aafc976b852cd121ef7e,ai,keephq/keep,5074,Python,feat,sf-834cae4b17d638baefbd,qalert-6b341ca368e53064f491dbc4,py/inheritance/signature-mismatch,Signature mismatch in overriding method,correctness_reliability,0,strict_primary_114,interface_or_contract_mismatch,Interface or contract mismatch,override_or_type_contract_mismatch,rccluster-48c5f9b21a8db14b02fc,frozen_rq1_root_cause_cluster,frozen_existing_rq1_decision,high,"The new OpenShift provider made command_type and action required positional parameters in _query and _notify, narrowing both override signatures relative to BaseProvider."
case-aafc976b852cd121ef7e,ai,keephq/keep,5074,Python,feat,sf-ad2642f4d4410485c8ab,qalert-23b167d4dfd8d91e9a947efd,py/inheritance/signature-mismatch,Signature mismatch in overriding method,correctness_reliability,0,strict_primary_114,interface_or_contract_mismatch,Interface or contract mismatch,override_or_type_contract_mismatch,rccluster-48c5f9b21a8db14b02fc,frozen_rq1_root_cause_cluster,frozen_existing_rq1_decision,high,"The new OpenShift provider made command_type and action required positional parameters in _query and _notify, narrowing both override signatures relative to BaseProvider."
case-bd5b217579b468056361,ai,airbytehq/airbyte,55005,Python,feat,sf-9bd12a3a7915c4b27d1d,qalert-816ccf27568f029e27695127,py/commented-out-code,Commented-out code,maintainability,1,strict_primary_114,redundant_or_locally_inconsistent_construction,Redundant or locally inconsistent construction,local_syntax_style_or_annotation_inconsistency,rccluster-3f9bbed4e65485bcf498,frozen_rq1_root_cause_cluster,frozen_existing_rq1_decision,high,The new migration pipeline retained a complete _has_subdirectory conditional as disabled source text instead of executable behavior or an explanatory comment.
case-bf504bf40300ad6e13d5,ai,airbytehq/airbyte,54164,Python,refactor,sf-48dde9094c4f29556039,qalert-6776aaa0fbed6b8da1f895eb,py/side-effect-in-assert,An assert statement has a side-effect,correctness_reliability,0,strict_primary_114,control_state_or_dataflow_miscomposition,"Control-, state-, or data-flow miscomposition",invalid_expression_or_value_composition,rccluster-4a784fa8c8c1f2cd10cc,frozen_rq1_root_cause_cluster,frozen_existing_rq1_decision,high,"The component test moved responses.pop(0) into the assert expression, coupling the required list mutation to assertion execution so optimized runs skip both the check and the state transition."
case-cdcb44d35c9fd57cf181,ai,robinkarlberg/transfer.zip-web,36,JavaScript,feat,sf-9f72acadf2941537d39f,qalert-e31755b8be4c9f2d9724586b,js/automatic-semicolon-insertion,Semicolon insertion,maintainability,0,strict_primary_114,redundant_or_locally_inconsistent_construction,Redundant or locally inconsistent construction,local_syntax_style_or_annotation_inconsistency,rccluster-006ef37f856c6a467e36,frozen_rq1_root_cause_cluster,frozen_existing_rq1_decision,high,The new zip-file helper omits an explicit semicolon on one statement despite the enclosing function's prevailing explicit-semicolon convention.
case-dd8a6cbe3c950793b3a1,ai,TobikoData/sqlmesh,4667,Python,feat,sf-80a69a188f9920e6084e,qalert-42032d2b96d373c0ed3511dc,py/empty-except,Empty except,correctness_reliability,1,strict_primary_114,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",missing_or_overbroad_failure_handling,rccluster-6d9022adede7f615bf88,frozen_rq1_root_cause_cluster,frozen_existing_rq1_decision,high,"The new get_macros completion path caught every Exception and discarded it with an empty handler, suppressing failures without documenting an expected exception."
case-e17525ec35113f1fa642,ai,crewAIInc/crewAI,1818,Python,fix,sf-9707ddc44025d43b9420,qalert-8e2774906111c18a9cb9ce3d,py/unused-import,Unused import,maintainability,1,extended_additional_73,incomplete_change_coordination,Incomplete change coordination,unintegrated_element_in_new_code,rccluster-1ce7b7fc832c74d3fa35,frozen_rq1_root_cause_cluster,frozen_existing_rq1_decision,high,The planning-handler implementation added json but performs its new parsing and model work without calling the module.
case-e7abb649407ce2a06e66,ai,liam-hq/liam,1880,TypeScript,feat,sf-b794be683db37af787fa,qalert-d1cd618e418c4ecb7d8be980,js/trivial-conditional,Useless conditional,correctness_reliability,0,strict_primary_114,control_state_or_dataflow_miscomposition,"Control-, state-, or data-flow miscomposition",invalid_or_trivial_control_path,rccluster-f6fc658f86c819f96f31,frozen_rq1_root_cause_cluster,frozen_existing_rq1_decision,high,"RecentsSection returns early whenever isExpanded is false and then tests isExpanded again in its expanded layout classes, making that later condition invariably true."
case-eb632a8157027d4e78d3,ai,SimonHalvdansson/Harmonic-HN,220,Java,feat,sf-66f43337977775ee9dbe,qalert-9e15ed31fd679eb58617b81b,java/uncaught-number-format-exception,Missing catch of NumberFormatException,correctness_reliability,1,strict_primary_114,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",missing_or_overbroad_failure_handling,rccluster-76ee4701a764b7ebf4ec,frozen_rq1_root_cause_cluster,frozen_existing_rq1_decision,high,The cached-story loader parses both fields of persisted delimiter-separated data as numeric values without handling malformed or stale cache entries that raise NumberFormatException.
case-eb632a8157027d4e78d3,ai,SimonHalvdansson/Harmonic-HN,220,Java,feat,sf-d1d49c96d7e500dfccb1,qalert-f662cd37d5af9692b7c60e33,java/uncaught-number-format-exception,Missing catch of NumberFormatException,correctness_reliability,1,strict_primary_114,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",missing_or_overbroad_failure_handling,rccluster-76ee4701a764b7ebf4ec,frozen_rq1_root_cause_cluster,frozen_existing_rq1_decision,high,The cached-story loader parses both fields of persisted delimiter-separated data as numeric values without handling malformed or stale cache entries that raise NumberFormatException.
case-ed5b3f75ec8a328974da,ai,OpenHFT/Chronicle-Wire,1058,Java,refactor,sf-057ce80955fd5d689429,qalert-6e236a60a4bc73b4c7dc0927,java/unknown-javadoc-parameter,Spurious Javadoc @param tags,maintainability,0,strict_primary_114,interface_or_contract_mismatch,Interface or contract mismatch,export_documentation_or_metadata_mismatch,rccluster-f5760f63afac089f39dd,frozen_rq1_root_cause_cluster,frozen_existing_rq1_decision,high,"The parameter-naming cleanup changed the write(CharSequence) declaration from key to fieldName without changing its @param tag, while changing the writeEventName documentation to fieldName without renaming that method's key parameter."
case-ed5b3f75ec8a328974da,ai,OpenHFT/Chronicle-Wire,1058,Java,refactor,sf-8fc2e9e5ea02382479e5,qalert-05eca8093b7e52f050c8bf27,java/unknown-javadoc-parameter,Spurious Javadoc @param tags,maintainability,0,strict_primary_114,interface_or_contract_mismatch,Interface or contract mismatch,export_documentation_or_metadata_mismatch,rccluster-f5760f63afac089f39dd,frozen_rq1_root_cause_cluster,frozen_existing_rq1_decision,high,"The parameter-naming cleanup changed the write(CharSequence) declaration from key to fieldName without changing its @param tag, while changing the writeEventName documentation to fieldName without renaming that method's key parameter."
case-f81566b1a6263aebc2fc,ai,getsentry/sentry,93304,Python,feat,sf-0a5f7c84800d35700fe7,qalert-b41a3c0a32b462d3617a5987,py/cyclic-import,Cyclic import,correctness_reliability,0,strict_primary_114,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",dependency_cycle_or_duplicate_path,rccluster-13aca7f93fc27a24c916,frozen_rq1_root_cause_cluster,frozen_existing_rq1_decision,high,"The language_parsers change added runtime dependencies on feature and organization-layer types, closing reverse paths through modules that already import language_parsers and producing the five reported cycle entry points."
case-f81566b1a6263aebc2fc,ai,getsentry/sentry,93304,Python,feat,sf-4c0c6f3691cb21d43fc5,qalert-3da699dc2b7e3863a568d57f,py/cyclic-import,Cyclic import,correctness_reliability,0,strict_primary_114,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",dependency_cycle_or_duplicate_path,rccluster-13aca7f93fc27a24c916,frozen_rq1_root_cause_cluster,frozen_existing_rq1_decision,high,"The language_parsers change added runtime dependencies on feature and organization-layer types, closing reverse paths through modules that already import language_parsers and producing the five reported cycle entry points."
case-f81566b1a6263aebc2fc,ai,getsentry/sentry,93304,Python,feat,sf-710bee413d6815cb9e25,qalert-d7152ad98309ae721ab6bc49,py/cyclic-import,Cyclic import,correctness_reliability,0,strict_primary_114,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",dependency_cycle_or_duplicate_path,rccluster-13aca7f93fc27a24c916,frozen_rq1_root_cause_cluster,frozen_existing_rq1_decision,high,"The language_parsers change added runtime dependencies on feature and organization-layer types, closing reverse paths through modules that already import language_parsers and producing the five reported cycle entry points."
case-f81566b1a6263aebc2fc,ai,getsentry/sentry,93304,Python,feat,sf-cb2e9f7893b8ec70c3d7,qalert-2a28be833e51cd48cf0d8435,py/cyclic-import,Cyclic import,correctness_reliability,0,strict_primary_114,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",dependency_cycle_or_duplicate_path,rccluster-13aca7f93fc27a24c916,frozen_rq1_root_cause_cluster,frozen_existing_rq1_decision,high,"The language_parsers change added runtime dependencies on feature and organization-layer types, closing reverse paths through modules that already import language_parsers and producing the five reported cycle entry points."
case-f81566b1a6263aebc2fc,ai,getsentry/sentry,93304,Python,feat,sf-e7fef5a22435acc614d1,qalert-0ff4d4b4165a380dabce3591,py/cyclic-import,Cyclic import,correctness_reliability,0,strict_primary_114,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",dependency_cycle_or_duplicate_path,rccluster-13aca7f93fc27a24c916,frozen_rq1_root_cause_cluster,frozen_existing_rq1_decision,high,"The language_parsers change added runtime dependencies on feature and organization-layer types, closing reverse paths through modules that already import language_parsers and producing the five reported cycle entry points."
case-ff75976eee40d72f7511,ai,openai/openai-agents-python,729,Python,feat,sf-d3d6e563ba3e01cc9766,qalert-18b0b429e999b63c3c0c2664,py/unsafe-cyclic-import,Module-level cyclic import,correctness_reliability,0,strict_primary_114,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",dependency_cycle_or_duplicate_path,rccluster-5dadc583cef1f7ca0b2a,frozen_rq1_root_cause_cluster,frozen_existing_rq1_decision,high,"The tracing refactor made util import GLOBAL_TRACE_PROVIDER from setup while setup, traces, and spans already import util or each other, closing one cycle that exposes the provider and Trace/Span definitions before initialization completes."
case-144b11f4f95ea43bdd29,human,marimo-team/marimo,3628,Python,fix,sf-6e19b9f7eb86c2c72264,qalert-ac7a9f1ffd0c79656e8690b1,py/unsafe-cyclic-import,Module-level cyclic import,correctness_reliability,0,strict_primary_114,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",dependency_cycle_or_duplicate_path,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The introduced or redirected import edges create a cycle or an unsafe module-initialization order.
case-144b11f4f95ea43bdd29,human,marimo-team/marimo,3628,Python,fix,sf-a1f407c79d4ebd255972,qalert-162256a15d09942a24e0b6f2,py/unsafe-cyclic-import,Module-level cyclic import,correctness_reliability,0,strict_primary_114,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",dependency_cycle_or_duplicate_path,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The introduced or redirected import edges create a cycle or an unsafe module-initialization order.
case-144b11f4f95ea43bdd29,human,marimo-team/marimo,3628,Python,fix,sf-b88440482a716f01940e,qalert-28b97724d16b74a30e3b6856,py/cyclic-import,Cyclic import,correctness_reliability,0,strict_primary_114,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",dependency_cycle_or_duplicate_path,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The introduced or redirected import edges create a cycle or an unsafe module-initialization order.
case-144b11f4f95ea43bdd29,human,marimo-team/marimo,3628,Python,fix,sf-d8fcb756ef98a2e626eb,qalert-52e401beb2cb05062671b215,py/cyclic-import,Cyclic import,correctness_reliability,0,strict_primary_114,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",dependency_cycle_or_duplicate_path,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The introduced or redirected import edges create a cycle or an unsafe module-initialization order.
case-1882b202ff282a7c3526,human,getsentry/sentry,88748,Python,fix,sf-90307157d41b602c5768,qalert-4d6f871aef271c364b0f5224,py/cyclic-import,Cyclic import,correctness_reliability,0,strict_primary_114,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",dependency_cycle_or_duplicate_path,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The introduced or redirected import edges create a cycle or an unsafe module-initialization order.
case-1882b202ff282a7c3526,human,getsentry/sentry,88748,Python,fix,sf-a77b5099a874523b393e,qalert-1d4bc8d576386f57f6643573,py/cyclic-import,Cyclic import,correctness_reliability,0,strict_primary_114,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",dependency_cycle_or_duplicate_path,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The introduced or redirected import edges create a cycle or an unsafe module-initialization order.
case-1bd23fd02f55f8ceb10d,human,bespokelabsai/curator,445,Python,feat,sf-b7c7ccaad7e70cbd1bb5,qalert-3e6fa96abc5a35d484c91929,py/mixed-returns,Explicit returns mixed with implicit (fall through) returns,correctness_reliability,0,strict_primary_114,control_state_or_dataflow_miscomposition,"Control-, state-, or data-flow miscomposition",invalid_or_trivial_control_path,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,"The introduced return or branch structure creates an implicit return, unreachable statement, or trivial condition."
case-1bd23fd02f55f8ceb10d,human,bespokelabsai/curator,445,Python,feat,sf-f213c0c7f7e42983170e,qalert-d9979875379e4345c9458a06,py/multiple-definition,Variable defined multiple times,maintainability,0,extended_additional_73,redundant_or_locally_inconsistent_construction,Redundant or locally inconsistent construction,,,explicit_author_confirmed_codebook_transfer,author_confirmed_transferred_codebook,high,"The assignment writes a value that is overwritten before any read, or writes terminal state after its final read. The central anomaly is therefore an effect-free or redundant operation rather than an unintegrated definition."
case-1cee12de60b9ec498450,human,Azure/azure-storage-azcopy,3010,Go,feat,sf-b3da3dd41a305635db10,qalert-07c69066ab9a43840b0ad6ac,go/missing-error-check,Missing error check,correctness_reliability,1,strict_primary_114,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",missing_or_overbroad_failure_handling,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The returned error is not checked before the result is dereferenced.
case-1cee12de60b9ec498450,human,Azure/azure-storage-azcopy,3010,Go,feat,sf-c3b547f75b876dd13bb0,qalert-1a332b3576ea105cb2fc2ea8,go/missing-error-check,Missing error check,correctness_reliability,1,strict_primary_114,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",missing_or_overbroad_failure_handling,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The returned error is not checked before the result is dereferenced.
case-2306add458da3672e85f,human,prebid/Prebid.js,12909,JavaScript,fix,sf-7c90d856fdd4ae1be025,qalert-607a3e357b544da5ca67cfc8,js/useless-assignment-to-local,Useless assignment to local variable,maintainability,0,extended_additional_73,redundant_or_locally_inconsistent_construction,Redundant or locally inconsistent construction,,,explicit_author_confirmed_codebook_transfer,author_confirmed_transferred_codebook,high,"The assignment writes a value that is overwritten before any read, or writes terminal state after its final read. The central anomaly is therefore an effect-free or redundant operation rather than an unintegrated definition."
case-376baaaedc0c65b1cc07,human,onlook-dev/onlook,1366,TypeScript,fix,sf-b0fedc69e9185c94f17c,qalert-90f2394e923dfe8fcb3a0015,js/unreachable-statement,Unreachable statement,correctness_reliability,1,strict_primary_114,control_state_or_dataflow_miscomposition,"Control-, state-, or data-flow miscomposition",invalid_or_trivial_control_path,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,"The introduced return or branch structure creates an implicit return, unreachable statement, or trivial condition."
case-3fb516ef59e99ebefe90,human,SimonHalvdansson/Harmonic-HN,210,Java,feat,sf-19c58094c5014824ced4,qalert-f798a98117dbc0650be49b5b,java/local-variable-is-never-read,Unread local variable,maintainability,1,extended_additional_73,incomplete_change_coordination,Incomplete change coordination,,,explicit_author_confirmed_codebook_transfer,author_confirmed_transferred_codebook,high,"The PR introduced or retained an import, binding, or computed value without an active consumer. Under the frozen codebook boundary, a merely unused element is incomplete change coordination unless duplication is the central mechanism."
case-4095aca83f88f54e46ec,human,bytebot-ai/bytebot,7,TypeScript,feat,sf-6020d2e77925fa8a3e4b,qalert-ff53491904646e7240c7fd06,js/automatic-semicolon-insertion,Semicolon insertion,maintainability,0,strict_primary_114,redundant_or_locally_inconsistent_construction,Redundant or locally inconsistent construction,local_syntax_style_or_annotation_inconsistency,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The added statement relies on automatic semicolon insertion despite the explicit-semicolon convention in its local context.
case-4095aca83f88f54e46ec,human,bytebot-ai/bytebot,7,TypeScript,feat,sf-ca27176930fe910842ed,qalert-aca3f8031ce66acfd959acc5,js/automatic-semicolon-insertion,Semicolon insertion,maintainability,0,strict_primary_114,redundant_or_locally_inconsistent_construction,Redundant or locally inconsistent construction,local_syntax_style_or_annotation_inconsistency,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The added statement relies on automatic semicolon insertion despite the explicit-semicolon convention in its local context.
case-40fa8beab703be9d9368,human,prebid/Prebid.js,12648,JavaScript,feat,sf-387d82e5f92d48d5088a,qalert-cea99066827c7edc14683bf2,js/automatic-semicolon-insertion,Semicolon insertion,maintainability,0,strict_primary_114,redundant_or_locally_inconsistent_construction,Redundant or locally inconsistent construction,local_syntax_style_or_annotation_inconsistency,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The added statement relies on automatic semicolon insertion despite the explicit-semicolon convention in its local context.
case-40fa8beab703be9d9368,human,prebid/Prebid.js,12648,JavaScript,feat,sf-4820a4eb7a9084d10c41,qalert-330c2abde20f7c4b12361f2c,js/automatic-semicolon-insertion,Semicolon insertion,maintainability,0,strict_primary_114,redundant_or_locally_inconsistent_construction,Redundant or locally inconsistent construction,local_syntax_style_or_annotation_inconsistency,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The added statement relies on automatic semicolon insertion despite the explicit-semicolon convention in its local context.
case-40fa8beab703be9d9368,human,prebid/Prebid.js,12648,JavaScript,feat,sf-7c5c09c17caa9e01aba2,qalert-3b736b73b350a10ce0b3afb4,js/automatic-semicolon-insertion,Semicolon insertion,maintainability,0,strict_primary_114,redundant_or_locally_inconsistent_construction,Redundant or locally inconsistent construction,local_syntax_style_or_annotation_inconsistency,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The added statement relies on automatic semicolon insertion despite the explicit-semicolon convention in its local context.
case-4161a92d63b830e8d25b,human,tegnike/aituber-kit,360,TypeScript,feat,sf-075790b3eed54c41032a,qalert-98451e1687a3eb34a2e76965,js/useless-assignment-to-local,Useless assignment to local variable,maintainability,0,extended_additional_73,redundant_or_locally_inconsistent_construction,Redundant or locally inconsistent construction,,,explicit_author_confirmed_codebook_transfer,author_confirmed_transferred_codebook,high,"The assignment writes a value that is overwritten before any read, or writes terminal state after its final read. The central anomaly is therefore an effect-free or redundant operation rather than an unintegrated definition."
case-4161a92d63b830e8d25b,human,tegnike/aituber-kit,360,TypeScript,feat,sf-8e0bbc80ab04726bb4a9,qalert-5a09df8c99b9244bf841ee18,js/trivial-conditional,Useless conditional,correctness_reliability,0,strict_primary_114,control_state_or_dataflow_miscomposition,"Control-, state-, or data-flow miscomposition",invalid_or_trivial_control_path,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,"The introduced return or branch structure creates an implicit return, unreachable statement, or trivial condition."
case-4161a92d63b830e8d25b,human,tegnike/aituber-kit,360,TypeScript,feat,sf-afa4245d46a5c13ad5ea,qalert-c9da13f98f77b326a7114529,js/unused-local-variable,"Unused variable, import, function or class",maintainability,1,extended_additional_73,incomplete_change_coordination,Incomplete change coordination,,,explicit_author_confirmed_codebook_transfer,author_confirmed_transferred_codebook,high,"The PR introduced or retained an import, binding, or computed value without an active consumer. Under the frozen codebook boundary, a merely unused element is incomplete change coordination unless duplication is the central mechanism."
case-4161a92d63b830e8d25b,human,tegnike/aituber-kit,360,TypeScript,feat,sf-cad2473cc8a3c26738d6,qalert-64f8065a2f13e5ff3e3bd7b7,js/useless-assignment-to-local,Useless assignment to local variable,maintainability,0,extended_additional_73,redundant_or_locally_inconsistent_construction,Redundant or locally inconsistent construction,,,explicit_author_confirmed_codebook_transfer,author_confirmed_transferred_codebook,high,"The assignment writes a value that is overwritten before any read, or writes terminal state after its final read. The central anomaly is therefore an effect-free or redundant operation rather than an unintegrated definition."
case-43645709b6ff2623e8d8,human,bentoml/BentoML,5317,Python,fix,sf-471463243d8df2be389f,qalert-331028366c0bb5ad0c0591c3,py/unsafe-cyclic-import,Module-level cyclic import,correctness_reliability,0,strict_primary_114,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",dependency_cycle_or_duplicate_path,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The introduced or redirected import edges create a cycle or an unsafe module-initialization order.
case-4cf1ca9870497fac9821,human,Kiln-AI/Kiln,205,Python,refactor,sf-634667cf130d5adfb5c8,qalert-d28ec19d35749d40066a0f1b,py/unused-import,Unused import,maintainability,1,extended_additional_73,incomplete_change_coordination,Incomplete change coordination,,,explicit_author_confirmed_codebook_transfer,author_confirmed_transferred_codebook,high,"The PR introduced or retained an import, binding, or computed value without an active consumer. Under the frozen codebook boundary, a merely unused element is incomplete change coordination unless duplication is the central mechanism."
case-4cf1ca9870497fac9821,human,Kiln-AI/Kiln,205,Python,refactor,sf-e4c6992e4969b77357c8,qalert-77fd26b00cdbd40e47e46338,py/import-and-import-from,Module is imported with 'import' and 'import from',maintainability,0,strict_primary_114,redundant_or_locally_inconsistent_construction,Redundant or locally inconsistent construction,duplicate_or_redundant_operation,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,"The changed code introduces duplicate import forms, identical operands, or an unnecessary guard around an operation that already accepts the guarded value."
case-4e52a2d6c64a01088271,human,prebid/Prebid.js,13372,JavaScript,feat,sf-0914c9349825e576e1f2,qalert-c451b97c204f9c9f12f3c8ba,js/automatic-semicolon-insertion,Semicolon insertion,maintainability,0,strict_primary_114,redundant_or_locally_inconsistent_construction,Redundant or locally inconsistent construction,local_syntax_style_or_annotation_inconsistency,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The added statement relies on automatic semicolon insertion despite the explicit-semicolon convention in its local context.
case-4e52a2d6c64a01088271,human,prebid/Prebid.js,13372,JavaScript,feat,sf-a95909603e7698c823ef,qalert-7af9c69a1b1306401aa599ae,js/automatic-semicolon-insertion,Semicolon insertion,maintainability,0,strict_primary_114,redundant_or_locally_inconsistent_construction,Redundant or locally inconsistent construction,local_syntax_style_or_annotation_inconsistency,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The added statement relies on automatic semicolon insertion despite the explicit-semicolon convention in its local context.
case-5692e89beef2e6430372,human,liam-hq/liam,1677,TypeScript,feat,sf-35dbb6281bd0ccb0378c,qalert-18e0725d6012ca45891ec409,js/trivial-conditional,Useless conditional,correctness_reliability,0,strict_primary_114,control_state_or_dataflow_miscomposition,"Control-, state-, or data-flow miscomposition",invalid_or_trivial_control_path,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,"The introduced return or branch structure creates an implicit return, unreachable statement, or trivial condition."
case-58063cca6b2b2e55d6c8,human,Kanaries/graphic-walker,437,TypeScript,fix,sf-f532ccac6a5f28e305cc,qalert-2c68f3196395a88a1bae4847,js/automatic-semicolon-insertion,Semicolon insertion,maintainability,1,strict_primary_114,redundant_or_locally_inconsistent_construction,Redundant or locally inconsistent construction,local_syntax_style_or_annotation_inconsistency,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The added statement relies on automatic semicolon insertion despite the explicit-semicolon convention in its local context.
case-5c4295a4e29dfd518b81,human,microsoft/HydraLab,698,Java,feat,sf-b7e7fa6c62e810b95037,qalert-b603e0ef28939be08a9bb6d7,java/unsafe-double-checked-locking-init-order,Race condition in double-checked locking object initialization,correctness_reliability,0,strict_primary_114,control_state_or_dataflow_miscomposition,"Control-, state-, or data-flow miscomposition",state_initialization_or_liveness_gap,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,"The singleton is published before its client field is initialized, permitting another thread to observe partial state."
case-5d259ad82985046d8794,human,Kiln-AI/Kiln,210,Python,feat,sf-b9b203e35c45a50c76c8,qalert-f3642a25f3d3eec76fbb21b9,py/unsafe-cyclic-import,Module-level cyclic import,correctness_reliability,0,strict_primary_114,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",dependency_cycle_or_duplicate_path,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The introduced or redirected import edges create a cycle or an unsafe module-initialization order.
case-5d259ad82985046d8794,human,Kiln-AI/Kiln,210,Python,feat,sf-b9f257b196fb325642b0,qalert-bddf1abe4f2c7d81b3084120,py/unreachable-statement,Unreachable code,maintainability,1,extended_additional_73,control_state_or_dataflow_miscomposition,"Control-, state-, or data-flow miscomposition",,,explicit_author_confirmed_codebook_transfer,author_confirmed_transferred_codebook,high,An unconditional early return introduced immediately before the validation block makes that block unreachable; the central anomaly is invalid control-flow composition.
case-6941800e5dad967c8891,human,Skyvern-AI/skyvern,2231,Python,feat,sf-0af8563aeefe4da0dd58,qalert-3275088abdc695a8a9dad00d,py/unsafe-cyclic-import,Module-level cyclic import,correctness_reliability,0,strict_primary_114,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",dependency_cycle_or_duplicate_path,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The introduced or redirected import edges create a cycle or an unsafe module-initialization order.
case-6941800e5dad967c8891,human,Skyvern-AI/skyvern,2231,Python,feat,sf-3706f6d71d896d91d4b4,qalert-f630fd5fcbd16a53409169bb,py/unsafe-cyclic-import,Module-level cyclic import,correctness_reliability,0,strict_primary_114,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",dependency_cycle_or_duplicate_path,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The introduced or redirected import edges create a cycle or an unsafe module-initialization order.
case-6941800e5dad967c8891,human,Skyvern-AI/skyvern,2231,Python,feat,sf-c52d6000b898f8b9a6c6,qalert-67d491d915b4fc6c871833d9,py/unsafe-cyclic-import,Module-level cyclic import,correctness_reliability,0,strict_primary_114,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",dependency_cycle_or_duplicate_path,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The introduced or redirected import edges create a cycle or an unsafe module-initialization order.
case-6941800e5dad967c8891,human,Skyvern-AI/skyvern,2231,Python,feat,sf-e62ca46ec6f0c25458c8,qalert-0fc2a1b7171e95d1e734dad7,py/unsafe-cyclic-import,Module-level cyclic import,correctness_reliability,0,strict_primary_114,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",dependency_cycle_or_duplicate_path,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The introduced or redirected import edges create a cycle or an unsafe module-initialization order.
