alert_id,duplicate_ordinal,case_id,group,repo_name,pr_number,pr_id,language,task_type,base_sha,head_sha,issue_domain,is_quality_alert,rule_id,rule_name,problem_severity,precision,quality_category,rule_tags,file_path,start_line,message,fingerprint,fingerprint_method,fingerprint_ambiguity_n,source_group,source_row_number,batch_id,attempt,execution_sha256,condition_present,valid_issue,introduced_by_pr,actionability,confidence,evidence_json,rationale,model_supported_introduced_issue,model_supported_actionable_issue,is_security_alert,human_status,human_disposition,human_condition_present,human_introduced_by_pr,human_valid_issue,human_actionability,human_confidence,human_notes,human_revision,human_source_set,human_source_disposition,human_independent_rereview_disposition,human_consensus_disposition,human_resolution_basis
qalert-512f75ddb5427fbcea3d12e7,1,adjcase-b1006ad61c17cbbc8a963dfc,human,microsoft/ApplicationInsights-JS,2493,2418025347,TypeScript,feat,864441d1b55e207bbd52200f3108ab9b46efcbf4,3097337f5df484870bf332339dad5859e11a030b,quality,true,js/automatic-semicolon-insertion,Semicolon insertion,recommendation,very-high,maintainability,quality|maintainability|readability|language-features|statistical|non-attributable,channels/offline-channel-js/Tests/Unit/src/offlinebatchhandler.tests.ts,54,Avoid automated semicolon insertion (91% of all statements in [the enclosing function](1) have an explicit semicolon).,"{""primaryLocationLineHash"": ""b718a6fd279762b9:1"", ""primaryLocationStartColumnFingerprint"": ""-16""}",fingerprint,1,human,1632,adjbatch-79a3b49df97be9830e0819df,1,44cf68e82c8d5f8868ae46ac61b5d5b354b4838346d4973fdf177d6e8805b069,yes,yes,yes,should_fix,high,"[{""explanation"":""Line 54 ends with a closing brace without a semicolon after 'endpoint:DEFAULT_BREEZE_ENDPOINT + DEFAULT_BREEZE_PATH'"",""file"":""channels/offline-channel-js/Tests/Unit/src/offlinebatchhandler.tests.ts"",""line"":54,""revision"":""head""},{""explanation"":""Line 55 follows with 'let batchHandler = new OfflineBatchHandler();' which has an explicit semicolon, showing the file predominantly uses semicolons"",""file"":""channels/offline-channel-js/Tests/Unit/src/offlinebatchhandler.tests.ts"",""line"":55,""revision"":""head""}]",The file is newly added by the PR. The statement at line 54 relies on automatic semicolon insertion while 91% of statements in the enclosing function use explicit semicolons. This inconsistency reduces readability and should be corrected by adding an explicit semicolon.,1,1,False,completed,confirmed_valid,yes,yes,yes,,,channels/offline-channel-js/Tests/Unit/src/offlinebatchhandler.tests.ts 第 54 行由本 PR 引入的语句末尾缺少显式分号；该文件其他语句以显式分号为主，属于真实的一致性/可维护性问题。,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-51329230c1edd951427bbcde,1,adjcase-0c402ef6d2e007ad6b95ceec,human,OneKeyHQ/app-monorepo,6718,2351884128,TypeScript,feat,8bec69f8ed2f0bccced9de684d158f15a8818e5d,e30d399925a52fa514defac24b4cbe6dc68ba77a,quality,true,js/unused-local-variable,"Unused variable, import, function or class",recommendation,very-high,maintainability,quality|maintainability|useless-code,packages/kit/src/views/Staking/components/ApproveBaseStake/index.tsx,46,Unused import CalculationList.,"{""primaryLocationLineHash"": ""2b4ec9e93ebc38a5:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,human,1972,adjbatch-ed73c7e19d1c97f153fbe1a1,2,9e1bc3affcfd379555cf7a5378c19c4344961624cb3662c3564870dee23e0155,yes,yes,yes,should_fix,high,"[{""explanation"":""CalculationList is imported but never used in the component; only CalculationListItem is used at lines 726-743"",""file"":""packages/kit/src/views/Staking/components/ApproveBaseStake/index.tsx"",""line"":46,""revision"":""head""},{""explanation"":""CalculationList component was used to wrap calculation items in the before revision"",""file"":""packages/kit/src/views/Staking/components/ApproveBaseStake/index.tsx"",""line"":540,""revision"":""before""},{""explanation"":""The PR replaced CalculationList with a YStack container, removing the component usage while leaving the import"",""file"":""packages/kit/src/views/Staking/components/ApproveBaseStake/index.tsx"",""line"":602,""revision"":""head""}]","The PR refactored the UI from CalculationList-based layout to an Accordion-based layout. While CalculationListItem is still used for the Est. Receive section, the CalculationList wrapper component is no longer referenced, making its import unused.",1,1,False,completed,confirmed_valid,yes,yes,yes,,,本 PR 去掉 <CalculationList> 包裹，仍渲染 CalculationListItem，CalculationList 导入未用。,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-5150b2f52ff8fbf8fb1cd0be,1,adjcase-7edca0eff07d8b871d184f76,ai,Codehagen/Badget,295,3195938530,TypeScript,feat,db284f9535a9b69f1bbf560d4f434122ab8b0b45,c30bc0fd59a7ccc9af14f3eae1c66968aa8ff5d0,quality,true,js/unused-local-variable,"Unused variable, import, function or class",recommendation,very-high,maintainability,quality|maintainability|useless-code,src/actions/plaid-actions.ts,217,Unused variable accounts.,"{""primaryLocationLineHash"": ""55071753643dad1c:1"", ""primaryLocationStartColumnFingerprint"": ""6""}",fingerprint,1,ai,1218,adjbatch-5c7241f2bfcc4abfb24de399,1,60b820b29fbd71cbc3f0f2e5d573aae579158dddc3e25ce2f47101b0fc8e42a5,yes,yes,yes,should_fix,high,"[{""explanation"":""const accounts = accountsResponse.data.accounts; inside importTransactions is never read again; the next occurrence of the identifier is line 344 in the separate syncAccountBalances function, and the import loop keys off plaidAccountRecord instead."",""file"":""src/actions/plaid-actions.ts"",""line"":217,""revision"":""head""},{""explanation"":""The only consumer of the dead value is the awaited plaidClient.accountsGet call, so the unused variable also leaves a per-item network round-trip to Plaid with no effect on the result."",""file"":""src/actions/plaid-actions.ts"",""line"":216,""revision"":""head""},{""explanation"":""Both statements sit inside the `for (const item of plaidItems)` loop, so the redundant call is repeated once per connected Plaid item."",""file"":""src/actions/plaid-actions.ts"",""line"":210,""revision"":""head""}]","Confirmed dead assignment in a file added by this change; the eslint config extends next/typescript, so it also surfaces as a no-unused-vars warning. Beyond tidiness, the variable is the sole reason for an awaited plaidClient.accountsGet call inside the per-item loop, so deleting lines 216-217 removes needless latency and Plaid API usage with no behavioral change.",1,1,False,completed,confirmed_valid,yes,yes,yes,,,plaid-actions.ts 取出 accounts 后只处理 transactions，accounts 未使用。,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-517a35c3a0422765dd1235fa,1,adjcase-0cb0c07c0d742f1a5cada870,human,commaai/panda,2222,2565257900,C,feat,c19692245cfe681389a1e9ddb2401340cf08759d,921c031de5b3466c2df63c743dcb0ff5eb90be80,quality,true,cpp/implicit-function-declaration,Implicit function declaration,warning,medium,correctness_reliability,correctness|maintainability,board/main_comms.h,314,Function call implicitly declares 'clock_source_set_timer_params'.,"{""primaryLocationLineHash"": ""f25d2879bb95d5ac:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,human,3302,adjbatch-00326a916567cef8ad8f598c,1,4bf132860d70fc11091aff31846c9d2a47e24740e2666707ef521788d7d7912e,yes,yes,yes,should_fix,high,"[{""explanation"":""Function clock_source_set_timer_params is called without any prior declaration or include directive in this file"",""file"":""board/main_comms.h"",""line"":314,""revision"":""head""},{""explanation"":""The function declaration exists here but main_comms.h does not include this header"",""file"":""board/drivers/clock_source_declarations.h"",""line"":6,""revision"":""head""},{""explanation"":""File contains no include directives; the declaration is not brought into scope"",""file"":""board/main_comms.h"",""line"":1,""revision"":""head""}]","The PR introduces a call to clock_source_set_timer_params without including the header that declares it. In modern C, implicit function declarations violate language standards and can cause type mismatches. The fix is to add the appropriate include directive.",1,1,False,completed,confirmed_valid,yes,yes,yes,,,PR calls clock_source_set_timer_params from main_comms.h without a prior declaration.,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-518b6410eadbe96b358634fe,1,adjcase-57839f6894dda94aee3b9d4d,human,novuhq/novu,8128,2457374711,TypeScript,refactor,0d8a84d69484eed063d190860c8846e3c1c51829,144e5ed3586b33efb10838b5f20d3cd7695467ac,quality,true,js/unused-local-variable,"Unused variable, import, function or class",recommendation,very-high,maintainability,quality|maintainability|useless-code,apps/api/src/app/rate-limiting/usecases/get-api-rate-limit-maximum/get-api-rate-limit-maximum.usecase.ts,21,Unused variable LOG_CONTEXT.,"{""primaryLocationLineHash"": ""ffdb0196f53af8f7:1"", ""primaryLocationStartColumnFingerprint"": ""6""}",fingerprint,1,human,2576,adjbatch-3b5abd55d9812cdbd84cbb44,1,88ebb1b3306a2807f2aa860b4d41eca0e2dd4d4e0753e027374f8a96c26f85b6,yes,yes,yes,should_fix,high,"[{""explanation"":""LOG_CONTEXT constant is declared but never referenced in the file"",""file"":""apps/api/src/app/rate-limiting/usecases/get-api-rate-limit-maximum/get-api-rate-limit-maximum.usecase.ts"",""line"":21,""revision"":""head""},{""explanation"":""Logger calls now use this.logger.error(message) without LOG_CONTEXT parameter"",""file"":""apps/api/src/app/rate-limiting/usecases/get-api-rate-limit-maximum/get-api-rate-limit-maximum.usecase.ts"",""line"":79,""revision"":""head""}]","The PR replaced Logger.error(message, LOG_CONTEXT) calls with this.logger.error(message), making the LOG_CONTEXT constant unused. It should be removed.",1,1,False,completed,confirmed_valid,yes,yes,yes,,,"本 PR 把 Logger.error(message, LOG_CONTEXT) 改成 this.logger.error(message)，LOG_CONTEXT 再无引用。",,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-518d691a1dd2fd590e610706,1,adjcase-1e8f2d94d5e0ba37cc065785,ai,axinc-ai/ailia-models,1704,3234052393,Python,feat,ceeeb600a42bdeaa11804fc95004894428653db2,cf877d4e812e43f9f3b2b8cce2dc9a184beae326,quality,true,py/redundant-assignment,Redundant assignment,error,very-high,correctness_reliability,quality|reliability|correctness|external/cwe/cwe-563,face_recognition/6d_repnet_360/utils_6d_repnet_360/functions.py,152,This assignment assigns a variable to itself.,"{""primaryLocationLineHash"": ""b4bbfc1721622977:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,ai,1954,adjbatch-3f454505f8e300ff40286c54,1,0dc26f5dc2e54cb5a8922fbd4db4fc91768f5db8e52e006b2bb96e6258a6db33,yes,yes,yes,optional,high,"[{""explanation"":""`landms_copy = landms_copy` follows the scaling on line 151 and rebinds the same object without effect."",""file"":""face_recognition/6d_repnet_360/utils_6d_repnet_360/functions.py"",""line"":152,""revision"":""head""}]","Same pattern as line 146: a residual no-op self-assignment from the torch-to-numpy port of RetinaFace post-processing, added by this PR. No behavioral impact on the downstream `landms_copy[inds]` filtering, so it is a low-priority dead-code removal.",1,0,False,completed,confirmed_valid,yes,yes,yes,,,新文件 functions.py 中 landms_copy = landms_copy 自赋值，无效果。本 PR 引入。,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-51b2e4107d5c43e0d8cd11ef,1,adjcase-fbb03144a38f6fa5a9a3fe9f,ai,CapSoftware/Cap,567,3084926639,TypeScript,feat,3be95a85e95e19b184f7ec620b2948a2ed15528e,2c5650feb691284445158412bf138b2e4f14d224,security,false,js/tainted-format-string,Use of externally-controlled format string,warning,high,,security|external/cwe/cwe-134,apps/web/app/api/video/status/route.ts,120,Format string depends on a [user-provided value](1).,"{""primaryLocationLineHash"": ""e76ee4d6d7cdd9bd:1"", ""primaryLocationStartColumnFingerprint"": ""14""}",fingerprint,1,ai,1850,adjbatch-1f392b2e369163bf8deb996d,1,d1ed4a64f380c389217614e84407165850a85487381dcee794eedc79691ed2e5,yes,yes,yes,should_fix,high,"[{""explanation"":""videoId extracted from query string: url.searchParams.get(\""videoId\"")"",""file"":""apps/web/app/api/video/status/route.ts"",""line"":19,""revision"":""head""},{""explanation"":""Format string contains user-provided videoId without sanitization in console.error template literal"",""file"":""apps/web/app/api/video/status/route.ts"",""line"":120,""revision"":""head""}]",User-controlled videoId from query parameters is used in format string without sanitization. An attacker can inject control characters to manipulate formatted output. File is newly added by this PR.,1,1,True,completed,confirmed_valid,yes,yes,yes,,,videoId 来自请求查询参数并进入 console.error 第一个动态参数，动态格式串条件成立。,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-51bb6b2d27a631726f709d41,1,adjcase-b1006ad61c17cbbc8a963dfc,human,microsoft/ApplicationInsights-JS,2493,2418025347,TypeScript,feat,864441d1b55e207bbd52200f3108ab9b46efcbf4,3097337f5df484870bf332339dad5859e11a030b,quality,true,js/malformed-html-id,Malformed id attribute,warning,very-high,correctness_reliability,quality|reliability|correctness|external/cwe/cwe-758,docs/webSdk/1ds-core-js/interfaces/IConfiguration.html,80,The value of the id attribute must not contain any space characters.,"{""primaryLocationLineHash"": ""f77b99d81e0672be:1"", ""primaryLocationStartColumnFingerprint"": ""77""}",fingerprint,5,human,1169,adjbatch-d4437901010017fe96f4829d,1,80c097689dc5ff843f835f3bd2d4dc3c3f35ae900b4c489cffd6a8817c64cc44,yes,yes,yes,should_fix,high,"[{""explanation"":""id attribute contains 'Default Value-2' with a space character in anchor element"",""file"":""docs/webSdk/1ds-core-js/interfaces/IConfiguration.html"",""line"":80,""revision"":""head""},{""explanation"":""File is newly added generated documentation (TypeDoc generated)"",""file"":""docs/webSdk/1ds-core-js/interfaces/IConfiguration.html"",""line"":1,""revision"":""head""}]",The HTML contains id='Default Value-2' which violates HTML spec requiring id attributes to not contain spaces. This is TypeDoc-generated documentation added in this PR. The malformed HTML could cause DOM selector issues and accessibility problems. The documentation generator should be configured to produce valid HTML.,1,1,False,completed,confirmed_valid,yes,yes,yes,,,"docs/webSdk/1ds-core-js/interfaces/IConfiguration.html 第 80 行 TypeDoc 产物实际生成了含 ASCII 空格的 id/href（如 ""Default Value-…""）；这是无效 HTML 锚点，需从文档生成配置/模板修复，不能因文件是生成物而判为无效。",,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-51c1a7d7cb629e4140d102a7,1,adjcase-b1006ad61c17cbbc8a963dfc,human,microsoft/ApplicationInsights-JS,2493,2418025347,TypeScript,feat,864441d1b55e207bbd52200f3108ab9b46efcbf4,3097337f5df484870bf332339dad5859e11a030b,quality,true,js/automatic-semicolon-insertion,Semicolon insertion,recommendation,very-high,maintainability,quality|maintainability|readability|language-features|statistical|non-attributable,extensions/applicationinsights-cfgsync-js/Tests/Unit/src/cfgsyncplugin.tests.ts,66,Avoid automated semicolon insertion (97% of all statements in [the enclosing function](1) have an explicit semicolon).,"{""primaryLocationLineHash"": ""20fa5ab3be424108:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,human,1706,adjbatch-0ad97dd5973948f1b7cfdd5d,1,48d552b4dc0f0040f93e675aba34cf844a96a0730c0d42ba00b3fb3aff874867,yes,yes,yes,optional,high,"[{""explanation"":""`let defaultNonOverrideCfg: NonOverrideCfg = {instrumentationKey: true, connectionString: true, endpointUrl: true }` ends without a semicolon; the statement is terminated by ASI. Genuine, not a rule artifact."",""file"":""extensions/applicationinsights-cfgsync-js/Tests/Unit/src/cfgsyncplugin.tests.ts"",""line"":66,""revision"":""head""},{""explanation"":""Every other statement in the enclosing test arrow function (lines 58-113, e.g. 64-65, 67-78, 79-112) ends with an explicit semicolon, so the 97% statistical premise checks out and this is a real local inconsistency."",""file"":""extensions/applicationinsights-cfgsync-js/Tests/Unit/src/cfgsyncplugin.tests.ts"",""line"":67,""revision"":""head""},{""explanation"":""File is 810 lines and the staged diffstat shows 810 insertions / 0 deletions for it, i.e. the whole test file is new in this PR, so the alert line is PR-introduced."",""file"":""extensions/applicationinsights-cfgsync-js/Tests/Unit/src/cfgsyncplugin.tests.ts"",""line"":810,""revision"":""head""}]","Confirmed by reading the file: line 66 relies on automatic semicolon insertion while the surrounding function consistently uses explicit semicolons, so the alert is accurate and attributable to this PR (the entire file is new). Impact is minimal: it is a recommendation-level readability nit in unit-test code, the next line starts with `let` so there is no ASI misparse hazard, and the repo's .eslintrc enables only `@typescript-eslint/no-extra-semi` and does not enable `semi`, so nothing in the toolchain enforces this. Worth a one-character fix if the file is being touched anyway, but not a merge blocker.",1,0,False,completed,confirmed_valid,yes,yes,yes,,,extensions/applicationinsights-cfgsync-js/Tests/Unit/src/cfgsyncplugin.tests.ts 第 66 行由本 PR 引入的语句末尾缺少显式分号；该文件其他语句以显式分号为主，属于真实的一致性/可维护性问题。,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-51c8c1ba5c01024a6a6c5d27,1,adjcase-f35c08e05ebab4f40eee95a2,human,Kiln-AI/Kiln,205,2340845626,Python,refactor,781c66f66025c94c17a2c5468d9c619a081d8e80,33e60ba5e5d1d408f0a3203b89c48f0684dc28c4,quality,true,py/unused-import,Unused import,recommendation,very-high,maintainability,quality|maintainability|useless-code,libs/core/kiln_ai/adapters/prompt_builders.py,3,Import of 'Enum' is not used.,"{""primaryLocationLineHash"": ""420e516965a21694:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,human,2177,adjbatch-7b6a184f19b8aa267ca711fd,2,e212eb6b40f9620b8a9f88123c21c16b5207debc2a4aa9b66d2a4158e435b7be,yes,yes,yes,should_fix,high,"[{""explanation"":""Line 3: `from enum import Enum` remains in the file."",""file"":""libs/core/kiln_ai/adapters/prompt_builders.py"",""line"":3,""revision"":""head""},{""explanation"":""Line 8: `from kiln_ai.datamodel import PromptGenerators, PromptId, Task, TaskRun` — PromptGenerators (the only class that used Enum as a base) is now imported from datamodel rather than defined here."",""file"":""libs/core/kiln_ai/adapters/prompt_builders.py"",""line"":8,""revision"":""head""}]","The PR removed the `PromptGenerators(str, Enum)` class definition from prompt_builders.py and moved it to kiln_ai.datamodel. This left `from enum import Enum` on line 3 with no remaining consumer, creating an orphaned import. The condition is directly and causally introduced by the PR's deletion of the Enum-using class.",1,1,False,completed,confirmed_valid,yes,yes,yes,,,"PR 移除 class PromptGenerators(str, Enum) 后仍 from enum import Enum。",,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-51ca691025fb042c1c67ad9d,1,adjcase-b1006ad61c17cbbc8a963dfc,human,microsoft/ApplicationInsights-JS,2493,2418025347,TypeScript,feat,864441d1b55e207bbd52200f3108ab9b46efcbf4,3097337f5df484870bf332339dad5859e11a030b,quality,true,js/unused-local-variable,"Unused variable, import, function or class",recommendation,very-high,maintainability,quality|maintainability|useless-code,AISKU/Tests/Unit/src/ThrottleSentMessage.tests.ts,1,Unused import LoggingSeverity.,"{""primaryLocationLineHash"": ""f9b1901e5c9d5c69:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,2,human,1229,adjbatch-2f6d2b3a8e213e6e775b34e6,2,7f716a5ff1312544aca0eecd348d56e41dc53ae2696f7c59ec57520b970ac6e7,yes,yes,yes,should_fix,high,"[{""explanation"":""LoggingSeverity is listed in the named import from '../../../src/applicationinsights-web' at line 1 but is not referenced anywhere in the 293-line file; no call site, type annotation, or value use of LoggingSeverity was found."",""file"":""AISKU/Tests/Unit/src/ThrottleSentMessage.tests.ts"",""line"":1,""revision"":""head""}]","LoggingSeverity is imported but never used anywhere in the newly added test file. Unlike the testSnippetV6.ts variables, there is no intentional-design justification for keeping a dead import here; it is a straightforward leftover from authoring. The file is new, so the PR introduced it.",1,1,False,completed,confirmed_valid,yes,yes,yes,,,新文件 ThrottleSentMessage.tests.ts 从 applicationinsights-web 导入 LoggingSeverity，后文只用 _eInternalMessageId，未读 LoggingSeverity。,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-51e4bc03d4bc8f3505820d24,1,adjcase-40cf7f6d4b039f0ea1127620,human,stanfordnlp/dspy,8231,2523726246,Python,feat,82b3291d024d19c922505c305e504f2a250d5062,9cd374aaa7c0177b76da5fdac411c236d49f9ce3,quality,true,py/unused-import,Unused import,recommendation,very-high,maintainability,quality|maintainability|useless-code,tests/predict/test_predict.py,8,Import of 'os' is not used.,"{""primaryLocationLineHash"": ""a6494f6b93e97993:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,human,2409,adjbatch-38fea5da4b8ef2f161fc40dd,1,111993ff11e90ec6c56fa995365f2303633ea293dd62096bdaa6adcbfbe0aa94,yes,yes,yes,optional,high,"[{""explanation"":""`import os` is added; a search for `os.` in the file returns no matches, so the module is never referenced."",""file"":""tests/predict/test_predict.py"",""line"":8,""revision"":""head""},{""explanation"":""Before revision's import block (copy, enum, datetime, unittest.mock.patch, pydantic, pytest, ujson, litellm) contains no `os` import, confirming the staged change added it."",""file"":""tests/predict/test_predict.py"",""line"":1,""revision"":""before""}]",The staged change adds an `os` import the file never uses. Valid useless-code finding at recommendation severity; trivially removable.,1,0,False,completed,confirmed_valid,yes,yes,yes,,,test_predict.py 本 PR 新增 import os，测试体未见使用。,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-5207884ce457b713b7d5bb06,1,adjcase-9783050f8d50354d0c6ca597,human,OneKeyHQ/app-monorepo,7207,2478231534,TypeScript,feat,5320d2a3171c914eb8dd0f8888a5e74b90d8e23d,27d25ccffefe720bbc893f33ec384c17e755b798,quality,true,js/unused-local-variable,"Unused variable, import, function or class",recommendation,very-high,maintainability,quality|maintainability|useless-code,packages/shared/src/storage/WebStorage.ts,231,Unused variable indexed.,"{""primaryLocationLineHash"": ""310933df52adc26c:1"", ""primaryLocationStartColumnFingerprint"": ""6""}",fingerprint,1,human,130,adjbatch-ead57fd3f31425a8a1985403,3,2a5d899177a85b2c2cf63621f22a1080a8dda628b2e5d05760d61496bd073509,yes,contextual_exception,yes,no_fix,high,"[{""explanation"":""File-level `/* eslint-disable  @typescript-eslint/no-unused-vars */` suppresses the pattern intentionally."",""file"":""packages/shared/src/storage/WebStorage.ts"",""line"":1,""revision"":""head""},{""explanation"":""In `mergeItem()`: `const indexed = await this.indexed;` is assigned but never read; the method delegates to `this.setItem()` which opens its own `indexed` reference."",""file"":""packages/shared/src/storage/WebStorage.ts"",""line"":231,""revision"":""head""}]","Same pattern as line 221: condition is present (assigned, never read), but covered by the deliberate file-level eslint-disable. The await ensures DB readiness; the assignment is an accepted stylistic choice in this file. Contextual exception, no fix required.",0,0,False,completed,confirmed_valid,yes,yes,yes,,,WebStorage.mergeItem 同样 await this.indexed 后改调 setItem。,,model_excluded,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-5229c9464288c1044254abb8,1,adjcase-92d7c0425ca14c2d9b3b945f,human,mlflow/mlflow,15683,2513290516,Python,refactor,df5dc56cf9083cd348d4b85ad4f43b812e884598,54df2d8b274d7f6c84e994933737e7d49f9fb43b,quality,true,py/unsafe-cyclic-import,Module-level cyclic import,error,high,correctness_reliability,reliability|correctness|types,mlflow/tracing/utils/artifact_utils.py,4,"'TraceInfoV3' may not be defined if module [mlflow.entities.trace_info_v3](1) is imported before module [mlflow.tracing.utils.artifact_utils](2), as the [definition](3) of TraceInfoV3 occurs after the cyclic [import](4) of mlflow.tracing.utils.artifact_utils.
'TraceInfoV3' may not be defined if module [mlflow.entities.trace_info_v3](1) is imported before module [mlflow.tracing.utils.artifact_utils](2), as the [definition](3) of TraceInfoV3 occurs after the cyclic [import](5) of mlflow.tracing.utils.artifact_utils.","{""primaryLocationLineHash"": ""81adbe0d038ce488:1"", ""primaryLocationStartColumnFingerprint"": ""42""}",fingerprint,2,human,3656,adjbatch-f565ef11112de93d4969670a,1,9fc31db0f2734d9f955e54c28f3e0b985b480b57859826237bb756ad54e7b2fb,yes,yes,yes,should_fix,high,"[{""explanation"":""Imports TraceInfoV3 from mlflow.entities.trace_info_v3 at module level"",""file"":""mlflow/tracing/utils/artifact_utils.py"",""line"":4,""revision"":""head""},{""explanation"":""In to_proto method, imports _truncate_request_metadata and _truncate_tags from mlflow.entities.trace_info"",""file"":""mlflow/entities/trace_info_v3.py"",""line"":92,""revision"":""head""},{""explanation"":""TraceInfoV3 class definition occurs at line 17, after module-level imports but the to_proto method creates a local import dependency on trace_info"",""file"":""mlflow/entities/trace_info_v3.py"",""line"":17,""revision"":""head""}]","The newly added trace_info_v3.py creates a cyclic import with artifact_utils: artifact_utils imports TraceInfoV3 at module level (line 4), while trace_info_v3.to_proto imports utility functions from trace_info (line 92). Since trace_info imports trace_info_v3 at module level (line 6), this creates a potential cycle. If trace_info_v3 is imported before artifact_utils and to_proto is called during initialization, TraceInfoV3 may not be fully defined. This is a new file added by the PR, so the condition is introduced by this change.",1,1,False,completed,confirmed_valid,yes,yes,yes,,,PR 新建 trace_info_v3 及其跨模块导入，形成 artifact_utils 相关不安全循环。,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-522a210691b40911d1c06cab,1,adjcase-c7657a03916c7706325d9ce5,human,onlook-dev/onlook,1711,2435011746,TypeScript,feat,250e899a95191da0493db765d4da1e771f1a4eea,086b2ab9938c8c625f2231f27305dfc6364e6dda,quality,true,js/syntax-error,Syntax error,recommendation,very-high,correctness_reliability,quality|reliability|correctness|language-features,apps/web/src/app/project/[id]/_components/canvas/hotkeys/index.tsx,76,Error: Expression expected.,"{""primaryLocationLineHash"": ""c518530fc6d66d35:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,human,4037,adjbatch-1e023a85ed65270fc5961000,1,dedf5166c5545b3e9073dab7f569f8488557c57a789f2c4c520085a7cdb34a09,yes,yes,yes,must_fix,high,"[{""explanation"":""Arrow function uses parentheses syntax `() => (` expecting an expression, but line 75 contains only a comment, resulting in empty expression body at line 76"",""file"":""apps/web/src/app/project/[id]/_components/canvas/hotkeys/index.tsx"",""line"":74,""revision"":""head""}]","The arrow function on line 74 uses concise-body syntax with parentheses `() => (...)` which requires an expression, but only a comment appears inside. This is a syntax error that will prevent the code from parsing.",1,1,False,completed,confirmed_valid,yes,yes,yes,,,hotkeys 第76行 ENTER 的 () => ( 括号体只有注释，缺少表达式，语法错误。,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
qalert-523112db47703b06e1613cb3,1,adjcase-b3d564cb6aea795578fe4b51,human,prebid/Prebid.js,13093,2513475786,JavaScript,feat,3c0c769590c7eb60a86c950492300e7c36d68dbc,55cea5322179510742bce9e2a3783988d93a36f5,quality,true,js/automatic-semicolon-insertion,Semicolon insertion,recommendation,very-high,maintainability,quality|maintainability|readability|language-features|statistical|non-attributable,test/spec/modules/goldbachBidAdapter_spec.js,729,Avoid automated semicolon insertion (92% of all statements in [the enclosing function](1) have an explicit semicolon).,"{""primaryLocationLineHash"": ""16e812e4e31d46f3:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,human,3088,adjbatch-1e8c6a3fbfec6b25813de94c,3,5fb813002bd1b065a8393e933d11ff773276c1217d63083434a34669029fdfe0,yes,yes,yes,optional,high,"[{""explanation"":""`expect(payload.slots[0].targetings).to.exist` at line 729 has no semicolon, while surrounding assertions on lines 722–728 all end with semicolons."",""file"":""test/spec/modules/goldbachBidAdapter_spec.js"",""line"":729,""revision"":""head""},{""explanation"":""The diff adds `+    it('should set mapped general targetings on request', function () {` at this line, confirming the entire containing `it()` block including line 729 is new code introduced by the PR."",""file"":""test/spec/modules/goldbachBidAdapter_spec.js"",""line"":697,""revision"":""head""}]","The ASI condition is present at line 729 (no semicolon, while 92% of sibling statements have one). The enclosing `it()` block was added by the PR (diff line 697 has `+` prefix). Minor style inconsistency in a test file; optional to fix.",1,0,False,completed,confirmed_valid,yes,yes,yes,,,test/spec/modules/goldbachBidAdapter_spec.js 第 729 行由本 PR 引入的语句末尾缺少显式分号；该文件其他语句以显式分号为主，属于真实的一致性/可维护性问题。,,model_retained,confirmed_valid,confirmed_valid,,source_and_independent_rereview_agreement
