case_id,model_finding_id,file,line,summary,failure_scenario,match_status,candidate_reference_n,silver_finding_id,matched_reference_family,matched_rule_id
case-4055614affc1d125415b,mf-896bcde29363cdb19c45,apps/backend/src/route-handlers/smart-route-handler.tsx,169,"The invoke property type changes from Promise<Response> to Promise<Res>, a breaking API change for any code that calls a smart-route-handler's .invoke() method expecting an HTTP Response","Any existing (non-diff) code that calls handler.invoke(smartRequest) and expects to receive an HTTP Response object would instead receive a SmartResponse object (a plain object with statusCode, bodyType, etc.), causing runtime failures when trying to use .status, .json(), .text() etc. on the returned value. Currently the only caller (v2beta3 migration route) is new code in this same PR and handles it correctly, but any future or external invoker needs to be aware of this change.",unmatched_to_codeql,0,,,
case-4055614affc1d125415b,mf-e88cc379f8cd864f958a,apps/backend/scripts/generate-route-info.ts,14,"catch handler spreads args from Promise.catch which always receives a single error argument, making the spread unnecessary and potentially hiding error detail depending on console.error formatting","When main() throws, Promise.catch receives exactly one argument (the error). The spread ...args passes it as separate arguments to console.error, which may not format it as helpfully as console.error(error) would. Additionally, if the error is a non-Error primitive (e.g. a string), the spread would pass it piecemeal, potentially losing context compared to passing a single object.",unmatched_to_codeql,0,,,
case-44b8fa06262c22ac1334,mf-b0907c607ae1c057ad86,agentops/instrumentation/crewai/instrumentation.py,417,"TypeError crash when instance.model is None: the new string-split logic crashes because '/ in None' is invalid, whereas the old code tolerated None by f-string conversion to 'None.llm'",A CrewAI LLM instance has model=None (attribute exists but not set) → llm=None → 'in' operator raises TypeError → the outer except catches it and re-raises → the LLM.call wrapper crashes before wrapped() runs → the original LLM call never executes,unmatched_to_codeql,0,,,
case-44b8fa06262c22ac1334,mf-0a2ac049702e14a6e8fd,agentops/instrumentation/crewai/instrumentation.py,497,"Outer except block catches ALL exceptions but logs 'Error in provider detection', misleading diagnosis when the real error is an LLM call failure or instrumentation error, and causes double-logging for exceptions from the inner span path",LLM API call fails with a network error inside the span (line 448) → inner handler logs 'Error in trace creation: ConnectionError' (correct) and re-raises → outer handler catches it and logs 'Error in provider detection: ConnectionError' (wrong label) → operator investigates provider detection instead of the network issue,unmatched_to_codeql,0,,,
case-44b8fa06262c22ac1334,mf-35ebcc68e6915d8e2af9,agentops/instrumentation/crewai/instrumentation.py,435,"The 'if instrumentor:' skip path returns wrapped() with no span, no duration metrics, and no CrewAI attributes, but only checks a hardcoded string match — it never verifies the target instrumentor is actually loaded, so if it is absent the LLM call runs entirely un-instrumented","User configures CrewAI with model='gpt-4' but has not installed or enabled the OpenAI OpenTelemetry instrumentation (only the CrewAI instrumentor) → wrap_llm_call matches 'gpt' in the dict → skips all CrewAI instrumentation → no span, no duration metrics, no token attributes → LLM calls are invisible in traces",unmatched_to_codeql,0,,,
case-44b8fa06262c22ac1334,mf-97c68a6cb933bb1792fa,agentops/instrumentation/crewai/instrumentation.py,460,"The 'if result:' guard skips setting completion content and role attributes when the LLM returns a falsy value such as an empty string, losing valid completion data (pre-existing in the old code, within the touched function)","LLM returns empty string '' as a valid response → result is falsy → span.set_attribute for COMPLETION_CONTENT and COMPLETION_ROLE are skipped → the span shows OK status but has no completion data, even though the call succeeded and returned a real (empty) result",unmatched_to_codeql,0,,,
case-456a99e5375f1a6b0158,mf-96ad6557369b816e46cc,static/gsApp/views/onDemandBudgets/onDemandBudgetEditModal.tsx,198,"Dead code: renderInputFields method and its 4 associated styled components (InputFields, Currency, OnDemandInput, DetailTitle) plus the Input import are defined but never called. The modal's render() delegates to <OnDemandBudgetEdit> which has its own renderInputFields with dynamic per-category rendering.","The method and 100+ lines of code are unreachable. The budget edit modal renders through OnDemandBudgetEdit (line 326), making this orphaned code a maintenance liability and leaving the Input import as an unnecessary dependency.",unmatched_to_codeql,0,,,
case-456a99e5375f1a6b0158,mf-5dbd2048004ec5dd37c5,static/gsApp/views/onDemandBudgets/onDemandBudgetEditModal.tsx,40,Duplicate cent/dollar conversion functions coerceValue/parseInputValue copied identically from onDemandBudgetEdit.tsx. These functions are already duplicated across 5+ files in the codebase.,"A bug fix or behavior change to the conversion logic (e.g., handling decimals instead of parseInt truncation) would need to be replicated across all copies. The modal independently defines parseInputValue using parseInt (line 45), which silently drops decimal fractions if a desktop user types '42.50' in the type='text' input.",unmatched_to_codeql,0,,,
case-456a99e5375f1a6b0158,mf-d564aed821e207e7f1ef,static/gsApp/views/onDemandBudgets/utils.tsx,46,"parseOnDemandBudgets uses for...in to iterate over the budgets object, iterating inherited enumerable properties in addition to own properties. The sibling function convertOnDemandBudget (line 272) correctly uses Object.entries instead.","If any enumerable property exists on Object.prototype (from a polyfill or library), the loop would process it as a budget category, creating unexpected keys like 'toStringBudget' on the returned object. This malformed object would then be sent to the API on save via normalizeOnDemandBudget.",unmatched_to_codeql,0,,,
case-456a99e5375f1a6b0158,mf-3a28dc39254b4d79d510,.envrc,124,Removed fallback for mktemp failure. Old version had 'mktemp /tmp/sentry.envrc.$$.out || mktemp /tmp/sentry.envrc.XXXXXXXX.out' but new version has only the primary mktemp call with no fallback.,"If /tmp is full or unwritable, the old code would try a second mktemp pattern as a fallback. The new code fails immediately, causing error-reporting log capture to be silently broken for that direnv session.",unmatched_to_codeql,0,,,
case-456a99e5375f1a6b0158,mf-25e1d02bf1ec2062b373,src/sentry/migrations/0936_prompts_activity_index.py,1,"Removed migration 0936 that added a composite index on (feature, organization_id, project_id) for PromptsActivity, and simultaneously removed the equivalent inline Meta indexes from the model. Queries in seer_setup.py filter on exactly these three fields and would benefit from this index.","Calls to get_seer_user_acknowledgement() and get_seer_org_acknowledgement() filter PromptsActivity by (feature, organization_id, project_id) with no existing composite index. At scale, this results in sequential scans instead of index scans. Additionally, a future makemigrations would generate a DROP INDEX migration since the Meta definition was removed.",unmatched_to_codeql,0,,,
case-5049d6408b926501ef3e,mf-dc4954d1eb1974297928,dace/frontend/fortran/ast_transforms.py,1783,"visit_Call_Expr_Node mutates AST node name via 'for node.name.name in dict' loop, appending the same node N times and corrupting the call target name to an arbitrary last dict key rather than checking if the call target is in the dict","A Call_Expr_Node for 'allocated_test_nested' has its name overwritten to whichever function key appears last in self.functions_with_alloc dict order. The same node is appended to call_nodes for every key regardless of match. Downstream at line 1829, alloc_nodes is fetched for the wrong (mutated) function name, generating flag variable names for the wrong subroutine.",unmatched_to_codeql,0,,,
case-5049d6408b926501ef3e,mf-0ff9a273f4afff9c2c9c,dace/frontend/fortran/ast_transforms.py,1832,Allocatable flag variable names derived from callee's renamed parameter don't exist in caller scope after assign_globally_unique_variable_names is enabled,"Entry point 'allocated_test' has allocatable arg 'data' (not renamed). Nested subroutine 'allocated_test_nested' has same-named allocatable arg 'data' renamed to 'data_var_0'. The allocatableReplacer generates call-site flag argument '__f2dace_ALLOCATED_data_var_0' from the callee's renamed name, but only '__f2dace_ALLOCATED_data' exists in the caller's scope. SDFG creation fails with undefined variable '__f2dace_ALLOCATED_data_var_0'.",unmatched_to_codeql,0,,,
case-5049d6408b926501ef3e,mf-3196b332ad88737ce586,dace/frontend/fortran/ast_desugaring.py,2369,"assign_globally_unique_variable_names generates unique names like 'd_var_0' without checking whether a user-defined variable with that exact name already exists, risking name collision","A Fortran program defines a variable named 'd_var_0' in one module, and another variable 'd' in a different module collides. The rename generates 'd_var_0' for the second one, creating two distinct variables with the same name 'd_var_0', breaking all references that rely on unique names.",unmatched_to_codeql,0,,,
case-5049d6408b926501ef3e,mf-a1e2c4a05a445ece64da,tests/fortran/non-interactive/pointers_test.py,10,"Rewritten pointer test lost all correctness assertions; test now only validates SDFG structure without compiling or running, removing regression coverage for pointer-to-array semantics","A future change breaks pointer dereferencing (e.g., p_area(1,1,1) resolves to wrong element). The old test would have caught this via 'assert np.allclose(lout[0], 6.5)'. The new test only calls validate() and simplify() and will silently pass regardless of output correctness.",unmatched_to_codeql,0,,,
case-60f7ca8a89bbb8cb0918,mf-8e4fadb48b7f06b03070,affinity/src/main/java/net/openhft/affinity/lockchecker/FileLockBasedLockChecker.java,118,"Dual-lock failure leaks the first CPU's FileChannel, FileLock, and lock file because releaseLock(id) is called before locks[id] was assigned","Two processes share an HT box. Process A locks CPU 4 independently. Process B calls acquireCore(), trying to lock core 0 (CPUs 0 and 4). tryAcquireLockOnFile(0) succeeds, producing a valid lockReference. tryAcquireLockOnFile(4) then fails (returns null) because Process A holds the lock on CPU 4. At line 118, releaseLock(0) is called, but locks[0] is null (never assigned at lines 113-115 since that code only runs when BOTH locks succeed). releaseLock(0) checks locks[0] != null at line 184, finds null, returns false without closing the live FileChannel + FileLock in lockReference or deleting the lock file. The lockReference variable falls out of scope on line 121 with the channel+lock still open. CPU 0's lock file remains on disk with an exclusive OS file lock held until JVM exit or GC-triggered Cleaner close, which is indefinite. All subsequent attempts to acquire CPU 0 (by any process) fail permanently.",unmatched_to_codeql,0,,,
case-705a42a22ea1000106b3,mf-531a5ad17d302aea4f0b,src/crewai/cli/utils.py,276,Crew detection logic silently breaks support for the class-based factory pattern (callable with crew() method) -- only module-level Crew instances are now found,"A user's crew.py defines `class MyCrew: def crew(self): return Crew(...)` (the previous supported pattern). get_crew() iterates module attributes, finds MyCrew (a class, not a Crew instance), isinstance(attr, Crew) is False, so it is skipped. No matching attribute is ever found, the function returns None, and reset_memories_command raises ValueError('No crew found.'). Previously, callable(MyCrew) was True, hasattr(MyCrew, 'crew') was True, and MyCrew().crew() returned the Crew instance successfully.",unmatched_to_codeql,0,,,
case-705a42a22ea1000106b3,mf-0185a8b7a80088fefb0f,src/crewai/cli/utils.py,295,"ImportError handler uses parameter name 'crew_path' instead of full OS path 'crew_os_path', degrading diagnostic error messages","A user's crew.py has a syntax error or missing import. The except block formats the error as 'Error importing crew from crew.py: No module named X'. The old code used the reassigned crew_path variable (full path like '<HOME>/myproject/crew.py'), which told the user exactly which file failed. Now the message shows only the basename parameter, so if multiple crew.py files exist in different directories, the user cannot identify which one caused the error.",unmatched_to_codeql,0,,,
case-705a42a22ea1000106b3,mf-8c07d080fcbdec1d43c9,docs/concepts/memory.mdx,523,Documentation typo: 'KNOWLEDEGE' is misspelled (extra 'E' before the final 'E') -- should be 'KNOWLEDGE',"Users reading the docs see 'Reset KNOWLEDEGE storage' in the CLI options table, which is confusing and looks unprofessional. The actual CLI option and code use the correct spelling 'knowledge'. This has no functional impact but misleads readers.",unmatched_to_codeql,0,,,
case-70e2ad7555f8d7f01060,mf-32f1da67ee4840c13231,modules/condorxBidAdapter.js,10,"Removed [650, 1168] from SUPPORTED_AD_SIZES, causing bid requests for that ad size to be rejected by isBidRequestValid when they were previously accepted","A publisher has ad slots of size 650x1168 configured for the condorx bidder. Since [650, 1168] is no longer in SUPPORTED_AD_SIZES, isValidAdSize([650, 1168]) returns false, isBidRequestValid returns false, and the bid request is dropped silently — no bids are returned for that ad slot. The engageya adapter in the same codebase still lists [650, 1168] as a supported size, confirming this is a real ad dimension in use.",unmatched_to_codeql,0,,,
case-72f34ef0f483fa5dc4a2,mf-c439c42426d53acd5554,packages/http-client-csharp/generator/Microsoft.TypeSpec.Generator/src/Providers/ConstructorProvider.cs,51,Silent attribute data loss: (attributes as IReadOnlyList<AttributeStatement>) ?? [] drops all attributes when a non-IReadOnlyList IEnumerable is passed (e.g. LINQ Where() result); same bug at line 73. ConstructorProvider.Update at line 105 correctly uses ?? [.. attributes] as fallback.,"Caller passes attributes: someList.Where(a => a.Type == typeof(ObsoleteAttribute)) to the constructor — the as cast returns null for the LINQ iterator, and [] replaces all attributes with an empty list, silently discarding them. ConstructorProvider.Update in the same file uses the correct [.. attributes] fallback, proving the fix was known but not applied uniformly.",unmatched_to_codeql,0,,,
case-72f34ef0f483fa5dc4a2,mf-7c951dfb9a9153ce38e2,packages/http-client-csharp/generator/Microsoft.TypeSpec.Generator/src/Providers/MethodProvider.cs,52,"Same silent attribute data loss in MethodProvider constructors (lines 52, 74) and Update (line 106): (attributes as IReadOnlyList<AttributeStatement>) ?? [] drops non-IReadOnlyList enumerables.","Same as above — any caller passing a LINQ query or iterator result for attributes gets them silently dropped. MethodProvider.Accept at line 124 also copies updated.Attributes without verifying it is non-null, so a visitor returning a mock with uninitialized Attributes would propagate null to CodeWriter methods that access .Attributes.Count, causing NullReferenceException.",unmatched_to_codeql,0,,,
case-72f34ef0f483fa5dc4a2,mf-50b8ede407331b77e188,packages/http-client-csharp/generator/Microsoft.TypeSpec.Generator/src/Providers/FieldProvider.cs,69,"Same silent attribute data loss in FieldProvider constructor (line 69) and new Update method (line 130). Additionally, FieldProvider.Update only re-initializes _parameter (the Lazy<ParameterProvider>) when 'name' changes (line 104), but not when only type/wireInfo/description/attributes change — causing stale cached parameter if AsParameter was already evaluated.","Data loss: same as above. Stale parameter: field is created with Type=int, AsParameter is accessed and caches a ParameterProvider with Type=int. Then field.Update(type: stringType) changes Type to string, but _parameter's Lazy already holds the old ParameterProvider, so AsParameter returns a ParameterProvider with Type=int.",unmatched_to_codeql,0,,,
case-72f34ef0f483fa5dc4a2,mf-16005ca736b240fbe252,packages/http-client-csharp/generator/Microsoft.TypeSpec.Generator/src/Providers/PropertyProvider.cs,127,"Same silent attribute data loss in PropertyProvider constructor (line 127) and Update (line 303). Additionally, PropertyProvider.Update does not invalidate cached _variable (AsVariableExpression), _asMember (MemberExpression implicit conversion), or _parameter (AsParameter) when type/name change, unlike FieldProvider.Update which does handle _variable and _asMember.","Data loss: same as above. Stale caches: property.Update(type: newType, name: 'newName'); then AsVariableExpression returns a VariableExpression still holding the old type and old name; the implicit MemberExpression cast returns old name.",unmatched_to_codeql,0,,,
case-72f34ef0f483fa5dc4a2,mf-ec283b5d77dffd93c54a,packages/http-client-csharp/generator/Microsoft.TypeSpec.Generator/src/Providers/ParameterProvider.cs,100,"Same silent attribute data loss in ParameterProvider constructor (line 100) and Update (line 303). Additionally, the Attributes property lost its default = [] initializer when visibility was widened from internal to public, relying solely on constructors to initialize it.","Data loss: same as above. Missing default: if any reflection-based or deserialization-based construction path creates a ParameterProvider without going through a constructor that sets Attributes (e.g. FormatterServices.GetUninitializedObject), Attributes stays null and CodeWriter.WriteParameter at line 436 would throw NullReferenceException on accessing Attributes.Count.",unmatched_to_codeql,0,,,
case-72f34ef0f483fa5dc4a2,mf-cc4dca0b8ea26c398f28,packages/http-client-csharp/generator/Microsoft.TypeSpec.Generator/src/Providers/TypeProvider.cs,465,"TypeProvider.Update uses the correct [.. attributes] fallback (line 465), unlike the other 9 locations in ConstructorProvider, MethodProvider, FieldProvider, PropertyProvider, and ParameterProvider constructors/Updates that silently drop non-IReadOnlyList enumerables via ?? [].","This location is correct, but its existence proves the correct pattern was known. The 9 wrong locations in the other files should be changed to match this pattern (using [.. attributes] or OrDefaultIfEmpty equivalent as fallback).",unmatched_to_codeql,0,,,
case-72f34ef0f483fa5dc4a2,mf-17fad82d710bc4efa01e,packages/http-client-csharp/generator/Microsoft.TypeSpec.Generator/src/Writers/CodeWriter.cs,8,Unused import: using System.Reflection.Metadata; was added but no type from this namespace is referenced anywhere in the file. Likely an IDE auto-complete mistake (confused with System.Diagnostics.CodeAnalysis where ExperimentalAttribute lives).,"No crash, but the unused import pollutes the namespace, may cause confusion during maintenance, and suggests the wrong namespace was added instead of System.Diagnostics.CodeAnalysis if ExperimentalAttribute references were intended here.",unmatched_to_codeql,0,,,
case-751c059c3e55e626a5f2,mf-d96719c757251a7ecd5f,libs/core/kiln_ai/adapters/extractors/gemini_extractor.py,27,"CSV support removed from SUPPORTED_MIME_TYPES, UI, and all tests, but MIME_TYPES_SUPPORTED in GeminiExtractor still maps 'text/csv' to Kind.DOCUMENT; unit test and paid integration test for CSV were both removed, leaving no regression coverage for the still-functional extractor code path.","An existing CSV document in the database gets extracted via ExtractorRunner -> GeminiExtractor._extract -> _get_kind_from_mime_type('text/csv'), which still returns Kind.DOCUMENT. If a Gemini API model update later breaks or changes CSV extraction behavior, no existing test will catch it because test_get_kind_from_mime_type no longer parametrizes 'text/csv' and test_extract_csv was deleted entirely.",unmatched_to_codeql,0,,,
case-79b3ba24aed8629cb6fa,mf-5fa1960d986713ec374c,src/ts/component/block/chat.tsx,628,"onScroll now calls C.ChatReadMessages individually per unread message instead of batching them into a single range-based call via onReadStop, causing N server roundtrips per scroll-stop instead of 1","User scrolls through a chat with 80 unread messages. Old code: 1 batched ChatReadMessages(range) call after scroll-stop. New code: 80 individual ChatReadMessages(orderId, orderId) calls spread across scroll events, multiplying network requests and server load with no compensatory benefit.",unmatched_to_codeql,0,,,
case-79b3ba24aed8629cb6fa,mf-2c66c4ec3f2df79a72f3,src/ts/component/block/chat.tsx,25,timeoutScrollStop class property is dead code — initialized to 0 and cleared in componentWillUnmount but never assigned a timer ID after the scroll-stop debounce was removed from onScroll,"The property wastes a few bytes of instance memory and window.clearTimeout(0) at unmount is a harmless no-op. The deferred-batch mechanism it supported was replaced by the immediate-read approach, leaving this leftover.",unmatched_to_codeql,0,,,
case-7c6f0f53534b13a179ae,mf-714bd37ffe785124c98a,src/crewai/utilities/prompts.py,57,"When only one of system_template or prompt_template is provided, the user's custom template is silently discarded and defaults are used with no warning","User creates Agent with system_template='You are a helpful AI' but forgets prompt_template (leaving it None). _build_prompt's condition 'not system_template or not prompt_template' evaluates True, falls back to default I18N formatting. The user's custom system prompt is never used, and no warning indicates this.",unmatched_to_codeql,0,,,
case-7c6f0f53534b13a179ae,mf-b750025d2fac450689b2,docs/concepts/agents.mdx,258,"Available-variable list incorrectly drops {input}, which is still replaced downstream by CrewAgentExecutor (line 370: prompt.replace('{input}', inputs['input']))","User reads the updated docs, sees only {role}/{goal}/{backstory} listed, removes {input} from their custom prompt_template thinking it is unavailable. The template no longer receives the actual task input at runtime, silently producing prompts with literal '{input}' text instead of the real task description.",unmatched_to_codeql,0,,,
case-7c6f0f53534b13a179ae,mf-9e0e62df63edd9cfd88a,tests/agent_test.py,92,Copy-paste error in test docstring: test_agent_with_only_prompt_template says 'only system_template' but the test exercises prompt_template only,"Developer debugging a test failure sees the misleading docstring, wastes time looking at the wrong template configuration. The test body is correct (it tests prompt_template= alone), but the docstring is wrong.",unmatched_to_codeql,0,,,
case-7c6f0f53534b13a179ae,mf-59ce0afe97961d3a4068,tests/agent_test.py,76,"Three new tests only verify Agent construction succeeds; none call create_agent_executor() or execute_task(), so the _build_prompt fix (core of this PR) is not exercised","A regression in _build_prompt's template handling (e.g., a misplaced f-string interpolation or wrong variable scope) would pass all three new tests because they stop at Agent() creation and never trigger _build_prompt execution.",unmatched_to_codeql,0,,,
case-7f788149a3a2219a99e4,mf-047f0555a8096ee3850c,src/crewai/cli/tools/main.py,176,"ToolCommand.login() accesses current_organization['uuid']/'name' without checking if the key exists or is None, crashing on valid-but-unexpected login responses.","The login API returns a 200 response that lacks the 'current_organization' key (e.g., backend change or user has no organization). A KeyError propagates as an unhandled exception, producing a full traceback to the user instead of a controlled error message.",unmatched_to_codeql,0,,,
case-7f788149a3a2219a99e4,mf-edf4e2d85652ce3c7ce8,src/crewai/cli/tools/main.py,176,"ToolCommand.login() saves org context to Settings but does not update the already-constructed self.plus_api_client.headers; subsequent API calls in the same process (publish_tool, get_tool) lack the X-Crewai-Organization-Id header.","User runs 'crewai tool publish --public' without a pre-set organization. login() succeeds, writes the returned org UUID to Settings, then publish() calls self.plus_api_client.publish_tool() — but the PlusAPI instance was created before login so its headers dict lacks X-Crewai-Organization-Id. The publish request either fails with a 403 or publishes to an incorrect org scope.",unmatched_to_codeql,0,,,
case-7f788149a3a2219a99e4,mf-da0c1482946f8222b81e,src/crewai/cli/cli.py,357,"The org group has invoke_without_command=True but the handler body is just 'pass', so 'crewai org' silently exits with no output instead of showing the current organization.","User runs 'crewai org' (without a subcommand) expecting to see the currently selected organization. The command exits silently with exit code 0 and no output, giving zero feedback.",unmatched_to_codeql,0,,,
case-7f788149a3a2219a99e4,mf-d13126d766d82e7fc087,src/crewai/cli/organization/main.py,44,"When switch() cannot find the requested organization ID, it prints an error and returns normally (exit code 0) instead of raising SystemExit(1), inconsistent with all other error paths in the codebase.","A script runs 'crewai org switch invalid-id && echo switched'. The switch fails silently (exit 0), the 'echo switched' runs, and the user believes the switch succeeded when it did not.",unmatched_to_codeql,0,,,
case-7f788149a3a2219a99e4,mf-557da5a868a52daaaaea,src/crewai/cli/organization/main.py,28,"list() and switch() access org['name'] and org['uuid'] with bare bracket notation; if the API returns an incomplete org object, a KeyError produces a misleading error message.","API returns an org dict missing the 'name' field. list() hits a KeyError, the broad except catches it, and the user sees 'Failed to retrieve organization list: 'name'' — the user thinks the API call failed when it actually succeeded but the response format was unexpected.",unmatched_to_codeql,0,,,
case-7f788149a3a2219a99e4,mf-bc8d61f4932729ecba13,src/crewai/cli/organization/main.py,46,"OrganizationCommand.switch() and ToolCommand.login() duplicate the org-setting logic (assign org_name, org_uuid, call dump()), risking drift between the two implementations.","A future maintainer adds org-field validation to switch() but misses the identical logic in login(). The two code paths now enforce different rules, and login()-based flows (tool publish, tool install) accept org states that switch() rejects.",unmatched_to_codeql,0,,,
case-8021d18f5efd78f0cc50,mf-0dfd9a6e458799fad5d7,src/crewai/agents/crew_agent_executor.py,588,Dead code: _log_feedback_error (lines 588-596) and _log_max_retries_exceeded (lines 598-606) are never called after _get_llm_feedback_response was removed; import of MAX_LLM_RETRY at line 20 is now only used in these dead methods,Developers reading this code will be misled into thinking these methods are part of active error-handling paths; they consume the MAX_LLM_RETRY constant import and add maintenance burden with no benefit,unmatched_to_codeql,0,,,
case-8021d18f5efd78f0cc50,mf-4e51f253fde11e5e8ce2,tests/agent_test.py,979,Stale @pytest.mark.vcr decorator on test_agent_human_input references a deleted cassette file (tests/cassettes/test_agent_human_input.yaml) and is unnecessary since _invoke_loop is now mocked,The VCR marker is misleading -- it suggests the test uses cassette replay when it actually patches _invoke_loop to avoid all HTTP calls. The decorator serves no purpose and will confuse future maintainers,unmatched_to_codeql,0,,,
case-8021d18f5efd78f0cc50,mf-fae4644f083a4b1fea17,tests/agent_test.py,1016,"Test coverage regression: _invoke_loop is patched with a fixed return_value=AgentFinish(output='Hello'), so the test cannot verify that _process_feedback_iteration properly appends feedback to messages or that the LLM processes feedback correctly","If _process_feedback_iteration had a bug (e.g., it fails to append the feedback instructions to self.messages before calling _invoke_loop), the test would still pass because the mock always returns 'Hello' regardless of the actual message state. The deleted cassette test previously verified real LLM feedback processing behavior",unmatched_to_codeql,0,,,
case-8154f4ee5fa099eb0976,mf-3693cdaece5fe373dddd,mlflow/ml-package-versions.yml,773,pip_release is 'autogen-agentchat' but version constraints target 0.2.x; 'autogen-agentchat' only has 0.4.x+ releases,"CI version matrix (dev/set_matrix.py) calls get_released_versions('autogen-agentchat') which returns only >=0.4.0 versions, then min=0.2.36/max=0.2.40 plus unsupported=['>=0.4'] filter out everything, yielding zero test configurations and silently skipping autogen CI. Also, user-facing version-warning messages in mlflow/utils/autologging_utils/__init__.py:391 tell users to upgrade/downgrade 'autogen-agentchat' when they actually need 'autogen'. The generated ml_package_versions.py:297 has the same wrong pip_release. The requirements/extra-ml-requirements.txt correctly uses 'autogen' (0.2.x), confirming this yml entry is stale.",unmatched_to_codeql,0,,,
case-8154f4ee5fa099eb0976,mf-99f44828efbef1c4e6e2,mlflow/genai/utils/trace_utils.py,126,"_get_top_level_retrieval_spans excludes a retriever span when walking the parent chain hits a missing ancestor, even though no retriever ancestor was found","A retriever span has a non-retriever parent whose own parent_id references a span outside this trace (e.g. a cross-trace reference or pruned upstream span). The while loop at line 126 does all_spans.get(parent_id), gets None, breaks out, and the for-else does not add the span. The retriever span — which has genuine document outputs — is silently dropped from extract_retrieval_context_from_trace. Fix: treat a missing ancestor as reaching the root (append the span) rather than breaking.",unmatched_to_codeql,0,,,
case-8154f4ee5fa099eb0976,mf-2fee843d3d44b5c4dfb2,mlflow/genai/utils/trace_utils.py,70,"parse_inputs_to_str returns list(inputs.values())[0] for single-key dicts, which may be a non-string type, violating the -> str return annotation","Caller passes parse_inputs_to_str({'query': ['multi', 'part', 'prompt']}) expecting a string for judges API compatibility. The function returns the list ['multi', 'part', 'prompt'] instead of its JSON serialization. Downstream code that builds HTTP request bodies with the result would serialize incorrectly or raise a TypeError when the non-string is used where a string is expected.",unmatched_to_codeql,0,,,
case-8154f4ee5fa099eb0976,mf-1867cdedb411fb599fe7,mlflow/tracing/utils/__init__.py,335,"set_span_chat_messages type hint narrowed from list[Union[dict, ChatMessage]] to Union[dict, ChatMessage] despite all 15+ callers passing a list","Static type checkers (mypy/pyright) will report errors at every call site (e.g. mlflow/anthropic/autolog.py:110, mlflow/bedrock/_autolog.py:188, mlflow/crewai/chat.py:24, mlflow/dspy/callback.py:121, mlflow/gemini/autolog.py:63, mlflow/groq/_groq_autolog.py:50, mlflow/langchain/langchain_tracer.py:231, etc.) because they pass list[dict] to a parameter typed as Union[dict, ChatMessage]. No runtime impact since types are not enforced, but this breaks type-checking CI and IDE assistance.",unmatched_to_codeql,0,,,
case-8154f4ee5fa099eb0976,mf-2d99c729ecf9349af376,mlflow/genai/utils/trace_utils.py,79,extract_retrieval_context_from_trace docstring says 'Only consider the last retrieval span' but the implementation returns all top-level retrieval spans,"A caller reading the docstring expects a single retrieval context (the last one) but receives a dict mapping multiple span_ids to their documents, causing downstream code that assumes a single context to process more data than expected or to mishandle the multi-key dict. The test at tests/genai/utils/test_trace_utils.py:211 also has a contradictory comment ('only take the last top-level one') while asserting both spans are included.",unmatched_to_codeql,0,,,
case-880de7042f7b15901f54,mf-f5abbaaf9c239399540f,tools/benchmark.py,179,Missing `assert batch_size > 0` guard in Producer.run() causes silent busy-loop with zero throughput when batch_size=0,"User runs `benchmark --enqueue-batch-size 0`. Old code would raise AssertionError immediately at the former `assert batch_size > 0` inside `producer()`. New code enters Producer.run(), creates `entrypoints = []` (empty list from `[""syncfetch"", ""asyncfetch""] * 0`), and loops calling `self.queries.enqueue([], [], [])` which returns `[]` without error -- a database round-trip doing nothing each cycle. The benchmark completes with 0 steps and 0 rate, misleading the user into thinking the system cannot process jobs.",unmatched_to_codeql,0,,,
case-989968fe00597e97988b,mf-e3a269399aae152c6c78,mlflow/dspy/wrapper.py,123,Removal of reshape(-1) causes 0-D numpy arrays to crash with TypeError instead of being handled gracefully,"Calling model.predict(np.array(42)) passes the supported_input_types check, reaches line 123 where len(np.array(42)) raises TypeError: len() of unsized object. The old code's reshape(-1) converted 0-D to 1-D before the length check.",unmatched_to_codeql,0,,,
case-a08180d0d3a6396032fb,mf-53ee4ff66f126a0f82f8,tools/azure-sdk-tools/packaging_tools/generate_utils.py,425,"yaml.dump rewrites tspconfig.yaml unconditionally even when the inner guard (line 423) is false and no api-version mutation occurred; the file is reformatted (comments stripped) but the api-version override is silently not applied, with no warning logged","Input data contains apiVersion='2023-01-01' but tspconfig.yaml has no @azure-tools/typespec-python key under options. The file is rewritten by yaml.dump (losing all comments and reformatting), but the api-version is never set. The code generator runs with the wrong (default) api-version, and no warning tells the operator the override was silently dropped.",unmatched_to_codeql,0,,,
case-a08180d0d3a6396032fb,mf-2a5e168a33315c3147c0,tools/azure-sdk-tools/packaging_tools/generate_utils.py,422,"yaml.safe_load returns None for empty or comment-only YAML files; subsequent content.get('options', {}) at line 423 raises AttributeError on NoneType, crashing gen_typespec with a misleading failure message","A tspconfig.yaml file exists but is empty (0 bytes) or contains only comments (e.g., '# WIP'). yaml.safe_load returns None. Line 423 calls content.get('options', {}) on None, raising AttributeError. The error propagates to the caller's except Exception handler, which logs 'fail to generate sdk' even though code generation never started.",unmatched_to_codeql,0,,,
