case_id,case_control,target_family,group,repo_name,pr_number,language,task_type,model_finding_id,file,line,match_status,candidate_reference_n,matched_reference_family,matched_rule_id,same_case_reference_n,same_file_reference_n,codeql_relation,matched_reference_ids,relation_confidence,relation_rationale,adjudicator_type,automatic_recovered,automatic_semantic_agreement
case-0eb420b020d66fb3faa1,positive,quality,ai,3rdIteration/btcrecover,613,Python,fix,mf-45bddb953c4c4f8ecf9e,btcrecover/btcrseed.py,857,unmatched_to_codeql,0,,,1,1,no_match,,high,Whitespace splitting inconsistency is distinct from CodeQL's too-many-arguments call to bytes_to_int.,LLM_assistant,0,1
case-14a8d97497657e19a2a9,positive,quality,ai,crewAIInc/crewAI,2277,Python,feat,mf-1584bc29182327047e25,src/crewai/llms/base_llm.py,76,unmatched_to_codeql,0,,,5,1,related_distinct,,high,"The missing interface method and CodeQL's unused Callable import (sf-3718e1b6ba25d3c965a4) occur in BaseLLM, but are independent API and cleanup issues.",LLM_assistant,0,1
case-14a8d97497657e19a2a9,positive,quality,ai,crewAIInc/crewAI,2277,Python,feat,mf-759134fc4a45bd54da11,src/crewai/llms/third_party/ai_suite.py,19,unmatched_to_codeql,0,,,5,0,no_match,,high,"AISuiteLLM message normalization is not represented by the missing-super-init, cyclic-import, or unused-import alerts.",LLM_assistant,0,1
case-14a8d97497657e19a2a9,positive,quality,ai,crewAIInc/crewAI,2277,Python,feat,mf-002c45b89e03ae42a5e5,src/crewai/llms/third_party/ai_suite.py,19,unmatched_to_codeql,0,,,5,0,no_match,,high,Missing error handling in AISuiteLLM is not represented by the preserved CodeQL alerts.,LLM_assistant,0,1
case-14a8d97497657e19a2a9,positive,quality,ai,crewAIInc/crewAI,2277,Python,feat,mf-e003c0e0b7ea76d693db,src/crewai/llms/third_party/ai_suite.py,9,unmatched_to_codeql,0,,,5,0,no_match,,high,Passing unsupported kwargs to BaseLLM is distinct from CodeQL's missing BaseLLM.__init__ call in another class.,LLM_assistant,0,1
case-14a8d97497657e19a2a9,positive,quality,ai,crewAIInc/crewAI,2277,Python,feat,mf-bef4d058fb04982516ae,src/crewai/llm.py,222,compatible_location_recovery,1,quality,py/missing-call-to-init,5,1,same_issue,sf-5a09e1a2d28efe386a3d,high,Both identify that LLM.__init__ omits the BaseLLM initializer.,LLM_assistant,1,1
case-14a8d97497657e19a2a9,positive,quality,ai,crewAIInc/crewAI,2277,Python,feat,mf-458ef4d7b219eb87de09,src/crewai/crew.py,163,unmatched_to_codeql,0,,,5,2,related_distinct,,high,The stale field type and CodeQL's unused imports in crew.py share the changed module but are independent issues.,LLM_assistant,0,1
case-14a8d97497657e19a2a9,positive,quality,ai,crewAIInc/crewAI,2277,Python,feat,mf-20743a909b0aead2fdda,src/crewai/crew.py,9,off_target_reference_recovery,1,quality,py/unused-import,5,2,same_issue,sf-5bb7ae43a0f3de4f0bf1,high,Both identify the unused TypeVar import.,LLM_assistant,1,1
case-14a8d97497657e19a2a9,positive,quality,ai,crewAIInc/crewAI,2277,Python,feat,mf-848ccbd52eba84289d44,src/crewai/crew.py,11,off_target_reference_recovery,1,quality,py/unused-import,5,2,same_issue,sf-4115a5324be6b1af3373,high,Both identify the unused LangchainBaseTool import.,LLM_assistant,1,1
case-14a8d97497657e19a2a9,positive,quality,ai,crewAIInc/crewAI,2277,Python,feat,mf-0a7299df8d10cd259ec9,src/crewai/llms/base_llm.py,2,off_target_reference_recovery,1,quality,py/unused-import,5,1,same_issue,sf-3718e1b6ba25d3c965a4,high,Both identify the unused Callable import.,LLM_assistant,1,1
case-15fca550df7f9ba029d9,positive,quality,ai,OpenHFT/Chronicle-Wire,1061,Java,refactor,mf-7adaea530994e3f42ca5,src/main/java/net/openhft/chronicle/wire/WireMarshaller.java,2855,unmatched_to_codeql,0,,,7,0,no_match,,high,"The out-of-scope instance identifier compile error is not represented by CodeQL's Javadoc, integer-overflow, override-annotation, or parameter-tag alerts.",LLM_assistant,0,1
case-162c30563cd0fe89d803,positive,quality,ai,microsoft/autogen,6690,Python,feat,mf-e8db48f2af5ead4d6a88,python/packages/autogen-core/src/autogen_core/tools/_static_workbench.py,185,unmatched_to_codeql,0,,,2,0,no_match,,high,Failure to reverse an overridden tool name is unrelated to CodeQL's import-style and complex-destructor alerts.,LLM_assistant,0,1
case-162c30563cd0fe89d803,positive,quality,ai,microsoft/autogen,6690,Python,feat,mf-fbe7f4d6aa8f1263b106,python/packages/autogen-ext/src/autogen_ext/tools/mcp/_workbench.py,238,unmatched_to_codeql,0,,,2,1,related_distinct,,medium,"The missing renamed-tool collision validation and CodeQL's overly complex destructor (sf-083c0b3979c2515b475e) occur in McpWorkbench, but concern different lifecycle phases and fixes.",LLM_assistant,0,1
case-1aaea7ba84a2f17638de,positive,quality,ai,ibelick/zola,185,TypeScript,feat,mf-32faa127c21ee46b8576,lib/encryption.ts,636,unmatched_to_codeql,0,,,1,0,no_match,,high,The hardcoded encryption fallback is unrelated to CodeQL's always-true userId condition.,LLM_assistant,0,1
case-1aaea7ba84a2f17638de,positive,quality,ai,ibelick/zola,185,TypeScript,feat,mf-c64c255f6d32b442cf9e,app/components/layout/settings/connections/provider-settings.tsx,475,unmatched_to_codeql,0,,,1,0,no_match,,high,The missing API-key deletion path is unrelated to CodeQL's always-true userId condition.,LLM_assistant,0,1
case-1aaea7ba84a2f17638de,positive,quality,ai,ibelick/zola,185,TypeScript,feat,mf-225b92a408748a3354be,app/components/layout/settings/connections/provider-settings.tsx,99,unmatched_to_codeql,0,,,1,0,no_match,,high,Failure to check the save response is unrelated to CodeQL's always-true userId condition.,LLM_assistant,0,1
case-1aaea7ba84a2f17638de,positive,quality,ai,ibelick/zola,185,TypeScript,feat,mf-f42c575a62d38aeb8144,app/api/chat/route.ts,104,unmatched_to_codeql,0,,,1,1,related_distinct,,high,The dynamic import and CodeQL's always-true userId condition (sf-c324591f264f7ae7bf0e) are adjacent in the same request branch but are independent performance and logic issues.,LLM_assistant,0,1
case-1aaea7ba84a2f17638de,positive,quality,ai,ibelick/zola,185,TypeScript,feat,mf-6d23b560bffd109c41bb,lib/openproviders/env.ts,9,unmatched_to_codeql,0,,,1,0,no_match,,high,The unused exported helper is unrelated to CodeQL's always-true userId condition.,LLM_assistant,0,1
case-232a78570fb9941423b0,positive,quality,ai,ruvnet/claude-flow,519,TypeScript,fix,mf-e200c346c7b807021d2b,src/mcp/claude-flow-tools.ts,7,off_target_reference_recovery,1,quality,js/unused-local-variable,10,2,same_issue,sf-99d33280d90d77022b8f,high,"The automatic same-line candidate was the unrelated unused getAgentTypeSchema import, but the same case also contains a call-to-non-callable alert for getAvailableAgentTypes. That alert and the reviewer finding arise from the same missing function export.",LLM_assistant,1,1
case-232a78570fb9941423b0,positive,quality,ai,ruvnet/claude-flow,519,TypeScript,fix,mf-6e3da8ea4296d9fbde09,src/mcp/server.ts,509,unmatched_to_codeql,0,,,10,0,no_match,,high,Iterating a Promise due to a missing await is distinct from CodeQL's invocation of an undefined function inside createClaudeFlowTools.,LLM_assistant,0,1
case-232a78570fb9941423b0,positive,quality,ai,ruvnet/claude-flow,519,TypeScript,fix,mf-53f571875b8fdf013688,src/swarm/mcp-integration-wrapper.ts,424,unmatched_to_codeql,0,,,10,0,no_match,,high,Iterating a Promise due to a missing await is distinct from CodeQL's invocation of an undefined function inside createClaudeFlowTools.,LLM_assistant,0,1
case-232a78570fb9941423b0,positive,quality,ai,ruvnet/claude-flow,519,TypeScript,fix,mf-af1095b097280de30b98,src/tests/validation-consistency.test.ts,2,unmatched_to_codeql,0,,,10,0,no_match,,high,"The removed VALID_AGENT_TYPES export is distinct from the preserved invocation, temporary-file, injection, and unused-variable alerts.",LLM_assistant,0,1
case-232a78570fb9941423b0,positive,quality,ai,ruvnet/claude-flow,519,TypeScript,fix,mf-54a9048da5d6ede7e4f0,src/cli/simple-commands/init/templates/github-safe.js,80,unmatched_to_codeql,0,,,10,5,same_issue,sf-06dad8760318bfbe188c,high,The reviewer traces untrusted command-line arguments into a shell command passed to execSync; CodeQL reports that exact indirect command-line-injection flow three lines later.,LLM_assistant,0,0
case-232a78570fb9941423b0,positive,quality,ai,ruvnet/claude-flow,519,TypeScript,fix,mf-a1829cb8275af9d94aed,src/utils/github-cli-safe.js,33,unmatched_to_codeql,0,,,10,3,related_distinct,,high,Passing the internal timeout option and CodeQL's insecure temp-file creation (sf-710d2bf83749539401ca) occur in the same safeGhCommand implementation but are separate CLI-option and filesystem-security defects.,LLM_assistant,0,1
case-232a78570fb9941423b0,positive,quality,ai,ruvnet/claude-flow,519,TypeScript,fix,mf-b3189321367563375784,src/utils/github-cli-safe.js,134,off_target_reference_recovery,1,security,js/insecure-temporary-file,10,3,related_distinct,,high,The reviewer identifies incorrect handling of a missing body value. CodeQL reports insecure temporary-file creation at the same statement (sf-9bba98a964ff2b00f3a9); the failure conditions and remedies differ.,LLM_assistant,1,0
case-232a78570fb9941423b0,positive,quality,ai,ruvnet/claude-flow,519,TypeScript,fix,mf-7aab980e1a48df578bed,src/cli/simple-commands/init/claude-commands/slash-commands.js,54,unmatched_to_codeql,0,,,10,0,no_match,,high,The silently swallowed slash-command error is not represented by the preserved CodeQL alerts.,LLM_assistant,0,1
case-232a78570fb9941423b0,positive,quality,ai,ruvnet/claude-flow,519,TypeScript,fix,mf-24c237b1d74e3967c0ca,src/cli/simple-commands/init/index.js,302,unmatched_to_codeql,0,,,10,0,no_match,,high,The silently swallowed init-flow error is not represented by the preserved CodeQL alerts.,LLM_assistant,0,1
case-244800b3cbf68e43bdd2,positive,quality,ai,Significant-Gravitas/AutoGPT,10063,Python,feat,mf-f3441526862df288a2ec,autogpt_platform/backend/backend/data/block_cost_config.py,268,unmatched_to_codeql,0,,,2,2,related_distinct,,medium,"The cost-filter value mismatch and CodeQL's cyclic imports occur in block_cost_config.py, but have different runtime causes and fixes.",LLM_assistant,0,1
case-244800b3cbf68e43bdd2,positive,quality,ai,Significant-Gravitas/AutoGPT,10063,Python,feat,mf-bbecd28bb0ab339ce42e,docs/content/platform/blocks/flux_kontext.md,25,unmatched_to_codeql,0,,,2,0,no_match,,high,The documentation output-name mismatch is unrelated to the cyclic-import alerts.,LLM_assistant,0,1
case-244800b3cbf68e43bdd2,positive,quality,ai,Significant-Gravitas/AutoGPT,10063,Python,feat,mf-65d679f6791681c8e6d3,autogpt_platform/backend/backend/blocks/flux_kontext.py,155,unmatched_to_codeql,0,,,2,0,no_match,,high,Passing a null optional API parameter is unrelated to the cyclic-import alerts.,LLM_assistant,0,1
case-244800b3cbf68e43bdd2,positive,quality,ai,Significant-Gravitas/AutoGPT,10063,Python,feat,mf-d203a5cd8555d2dfca68,autogpt_platform/backend/backend/blocks/flux_kontext.py,29,unmatched_to_codeql,0,,,2,0,no_match,,high,The incorrect test credential title is unrelated to the cyclic-import alerts.,LLM_assistant,0,1
case-244866c4d24233d35c00,positive,quality,ai,langchain-ai/langsmith-sdk,1782,Python,fix,mf-e2ca3438984357511f85,python/langsmith/run_trees.py,54,unmatched_to_codeql,0,,,2,0,no_match,,high,The lost synchronization in cached-client initialization is unrelated to CodeQL's unclosed files in operation and client code.,LLM_assistant,0,1
case-244866c4d24233d35c00,positive,quality,ai,langchain-ai/langsmith-sdk,1782,Python,fix,mf-be6cb07e7523d0eabc5e,python/AGENTS.md,10,unmatched_to_codeql,0,,,2,0,no_match,,high,The incorrect contributor instruction is unrelated to CodeQL's unclosed-file alerts.,LLM_assistant,0,1
case-244866c4d24233d35c00,positive,quality,ai,langchain-ai/langsmith-sdk,1782,Python,fix,mf-2a0c5319572942ff71a8,python/tests/unit_tests/test_env.py,24,unmatched_to_codeql,0,,,2,0,no_match,,high,The test's missing environment skip is unrelated to CodeQL's unclosed-file alerts.,LLM_assistant,0,1
case-244866c4d24233d35c00,positive,quality,ai,langchain-ai/langsmith-sdk,1782,Python,fix,mf-0b76ab78ce7b416fec04,python/langsmith/run_trees.py,54,unmatched_to_codeql,0,,,2,0,no_match,,high,The misleading redundant client guard is unrelated to CodeQL's unclosed-file alerts.,LLM_assistant,0,1
case-244866c4d24233d35c00,positive,quality,ai,langchain-ai/langsmith-sdk,1782,Python,fix,mf-dd579c832f0c9e80f3d2,python/tests/unit_tests/test_client.py,518,unmatched_to_codeql,0,,,2,0,no_match,,high,The redundant caplog configuration is unrelated to CodeQL's unclosed-file alerts.,LLM_assistant,0,1
case-2480a35206f87bbbe5d3,positive,quality,ai,Significant-Gravitas/AutoGPT,10064,Python,feat,mf-d53390406f684581eee3,autogpt_platform/backend/backend/data/block_cost_config.py,268,unmatched_to_codeql,0,,,1,1,related_distinct,,medium,The cost-filter mismatch and CodeQL's cyclic import (sf-d1fb24e84649b392744e) occur in block_cost_config.py but have distinct triggers and fixes.,LLM_assistant,0,1
case-251cb80f6be4da1148b5,positive,quality,ai,prebid/Prebid.js,13160,JavaScript,fix,mf-9bf7b1b61ecbe8ec3526,modules/microadBidAdapter.js,2,unmatched_to_codeql,0,,,3,0,no_match,,high,The empty polyfill import is unrelated to CodeQL's constant conditions in other modules.,LLM_assistant,0,1
case-251cb80f6be4da1148b5,positive,quality,ai,prebid/Prebid.js,13160,JavaScript,fix,mf-092fe9abe0094300bda7,modules/onetagBidAdapter.js,6,unmatched_to_codeql,0,,,3,0,no_match,,high,The empty polyfill import is unrelated to CodeQL's constant conditions in other modules.,LLM_assistant,0,1
case-251cb80f6be4da1148b5,positive,quality,ai,prebid/Prebid.js,13160,JavaScript,fix,mf-0dc550631651f5112e62,modules/videoModule/index.js,2,unmatched_to_codeql,0,,,3,0,no_match,,high,The empty polyfill import is unrelated to CodeQL's constant conditions in other modules.,LLM_assistant,0,1
case-251cb80f6be4da1148b5,positive,quality,ai,prebid/Prebid.js,13160,JavaScript,fix,mf-28f49fef550f1ff744fe,modules/videoModule/videoImpressionVerifier.js,1,unmatched_to_codeql,0,,,3,0,no_match,,high,The empty polyfill import is unrelated to CodeQL's constant conditions in other modules.,LLM_assistant,0,1
case-251cb80f6be4da1148b5,positive,quality,ai,prebid/Prebid.js,13160,JavaScript,fix,mf-38822110cf36dea53a81,modules/yieldlabBidAdapter.js,3,unmatched_to_codeql,0,,,3,0,no_match,,high,The empty polyfill import is unrelated to CodeQL's constant conditions in other modules.,LLM_assistant,0,1
case-297b8514fd048d20c40e,positive,quality,ai,antiwork/gumroad,615,Ruby,feat,mf-12c59df1e2dc57908e0f,app/sidekiq/create_india_sales_report_job.rb,34,unmatched_to_codeql,0,,,1,1,no_match,,high,The nil ZipTaxRate lookup is distinct from CodeQL's potentially uninitialized temp_file.,LLM_assistant,0,1
case-297b8514fd048d20c40e,positive,quality,ai,antiwork/gumroad,615,Ruby,feat,mf-b95ad39514ee73bd620f,app/sidekiq/create_india_sales_report_job.rb,28,unmatched_to_codeql,0,,,1,1,same_issue,sf-d1115807d6e72d59553a,high,Both identify that Tempfile.new can fail before temp_file is assigned and that the ensure block then uses the uninitialized local variable.,LLM_assistant,0,0
case-297b8514fd048d20c40e,positive,quality,ai,antiwork/gumroad,615,Ruby,feat,mf-d190254c30e37a054b0b,app/sidekiq/create_india_sales_report_job.rb,50,unmatched_to_codeql,0,,,1,1,no_match,,high,Using pre-refund monetary fields is distinct from CodeQL's potentially uninitialized temp_file.,LLM_assistant,0,1
case-297b8514fd048d20c40e,positive,quality,ai,antiwork/gumroad,615,Ruby,feat,mf-92d243906c6c2406b0c9,spec/sidekiq/create_india_sales_report_job_spec.rb,66,unmatched_to_codeql,0,,,1,0,no_match,,high,Live S3 use in tests is distinct from CodeQL's potentially uninitialized temp_file in production code.,LLM_assistant,0,1
case-297b8514fd048d20c40e,positive,quality,ai,antiwork/gumroad,615,Ruby,feat,mf-0605adbe3868c443f818,app/sidekiq/create_india_sales_report_job.rb,40,unmatched_to_codeql,0,,,1,1,no_match,,high,The overly broad purchase-state filter is distinct from CodeQL's potentially uninitialized temp_file.,LLM_assistant,0,1
case-2d29c8266ee4ae3326fa,positive,quality,ai,keephq/keep,5015,Python,feat,mf-ee7558d569faf7b8730c,keep/providers/smtp_provider/smtp_provider.py,161,unmatched_to_codeql,0,,,1,1,related_distinct,,high,The empty-string validation and CodeQL's override-signature mismatch (sf-bbf3052aba77e3404899) concern the same SMTP provider method but different API contract defects.,LLM_assistant,0,1
case-2d29c8266ee4ae3326fa,positive,quality,ai,keephq/keep,5015,Python,feat,mf-790979632e281052fd98,keep/api/routes/settings.py,202,unmatched_to_codeql,0,,,1,0,no_match,,high,Unescaped SMTP settings in an HTML test body are not represented by the override-signature alert.,LLM_assistant,0,1
case-2d29c8266ee4ae3326fa,positive,quality,ai,keephq/keep,5015,Python,feat,mf-069ae915857800fb7d56,keep/providers/smtp_provider/smtp_provider.py,180,unmatched_to_codeql,0,,,1,1,related_distinct,,high,The inconsistent return shape and CodeQL's override-signature mismatch concern the same SMTP provider method but different implementation and inheritance contracts.,LLM_assistant,0,1
case-2d93edefa9bf78e1efb4,positive,quality,ai,SimonHalvdansson/Harmonic-HN,216,Java,feat,mf-baa7ab4723e2bf317723,app/src/main/java/com/simon/harmonichackernews/ComposeActivity.java,278,unmatched_to_codeql,0,,,1,0,no_match,,high,The duplicate-submit race is unrelated to CodeQL's nullable dereference in CommentsFragment.,LLM_assistant,0,1
case-2d93edefa9bf78e1efb4,positive,quality,ai,SimonHalvdansson/Harmonic-HN,216,Java,feat,mf-f171342f0e8e0c95fc20,app/src/main/java/com/simon/harmonichackernews/utils/FileDownloader.java,68,unmatched_to_codeql,0,,,1,0,no_match,,high,The nullable HTTP response body is a different value and component from CodeQL's nullable dereference in CommentsFragment.,LLM_assistant,0,1
case-2d93edefa9bf78e1efb4,positive,quality,ai,SimonHalvdansson/Harmonic-HN,216,Java,feat,mf-65c060400023c6b17038,app/src/main/java/com/simon/harmonichackernews/utils/FileDownloader.java,65,unmatched_to_codeql,0,,,1,0,no_match,,high,The unclosed HTTP response is unrelated to CodeQL's nullable dereference.,LLM_assistant,0,1
case-2d93edefa9bf78e1efb4,positive,quality,ai,SimonHalvdansson/Harmonic-HN,216,Java,feat,mf-fdc96b066a9023e408ef,app/src/main/java/com/simon/harmonichackernews/utils/FileDownloader.java,67,unmatched_to_codeql,0,,,1,0,no_match,,high,The unclosed sink on exception is unrelated to CodeQL's nullable dereference.,LLM_assistant,0,1
case-2d93edefa9bf78e1efb4,positive,quality,ai,SimonHalvdansson/Harmonic-HN,216,Java,feat,mf-97aea8ef0b2f12177151,app/src/main/java/com/simon/harmonichackernews/CommentsFragment.java,1714,unmatched_to_codeql,0,,,1,1,related_distinct,,high,The premature loop break and CodeQL's nullable dereference (sf-2415746867738a4452bb) occur in the same updateUserTags loop but describe independent control-flow and null-safety defects.,LLM_assistant,0,1
case-2f0bf603687d1eee9d5c,positive,quality,ai,3rdIteration/btcrecover,611,Python,feat,mf-c34117da37c451c9edaa,btcrecover/btcrseed.py,777,unmatched_to_codeql,0,,,4,4,no_match,,high,"Duplicate user messages are not represented by CodeQL's base-exception, empty-handler, or unused-import alerts.",LLM_assistant,0,1
case-2f0bf603687d1eee9d5c,positive,quality,ai,3rdIteration/btcrecover,611,Python,feat,mf-d2ab2e3e4f54ef70ad77,btcrecover/test/test_seeds.py,1807,unmatched_to_codeql,0,,,4,0,no_match,,high,Deleted test coverage is not represented by the preserved CodeQL alerts.,LLM_assistant,0,1
case-2f0bf603687d1eee9d5c,positive,quality,ai,3rdIteration/btcrecover,611,Python,feat,mf-21753054a7b1debbd94d,btcrecover/btcrseed.py,3473,unmatched_to_codeql,0,,,4,4,no_match,,high,The invalid SLIP39 share-length heuristic is not represented by the preserved CodeQL alerts.,LLM_assistant,0,1
case-2f0bf603687d1eee9d5c,positive,quality,ai,3rdIteration/btcrecover,611,Python,feat,mf-8079437fb98c15834c7b,btcrecover/btcrseed.py,3483,unmatched_to_codeql,0,,,4,4,no_match,,high,Missing informational output is not represented by the preserved CodeQL alerts.,LLM_assistant,0,1
case-2f0bf603687d1eee9d5c,positive,quality,ai,3rdIteration/btcrecover,611,Python,feat,mf-049aefde522deb214fa5,btcrecover/btcrseed.py,3505,unmatched_to_codeql,0,,,4,4,no_match,,high,The hot-loop Share import is a different import from CodeQL's unused import at line 121 and is not the same issue.,LLM_assistant,0,1
case-31359bc417febbc38cfc,positive,quality,ai,basetenlabs/truss,1679,Python,feat,mf-40598673adf56e3f376b,truss/templates/server/truss_server.py,467,unmatched_to_codeql,0,,,1,0,no_match,,high,The falsy-zero websocket setting is unrelated to CodeQL's method first-parameter naming alert in truss_config.py.,LLM_assistant,0,1
case-31359bc417febbc38cfc,positive,quality,ai,basetenlabs/truss,1679,Python,feat,mf-8af7d3a0e5bbb385db55,truss/templates/control/control/server.py,62,unmatched_to_codeql,0,,,1,0,no_match,,high,The falsy-zero websocket setting is unrelated to CodeQL's method first-parameter naming alert.,LLM_assistant,0,1
case-31359bc417febbc38cfc,positive,quality,ai,basetenlabs/truss,1679,Python,feat,mf-405ed915ba99a8903464,truss-chains/truss_chains/deployment/code_gen.py,720,unmatched_to_codeql,0,,,1,0,no_match,,high,Use of assert for production validation is unrelated to CodeQL's method first-parameter naming alert.,LLM_assistant,0,1
case-315d6ae6a9b8cfaf69af,positive,quality,ai,jxxghp/MoviePilot,4577,Python,feat,mf-2dfdcd58da3741126d7e,app/helper/memory.py,38,unmatched_to_codeql,0,,,12,12,no_match,,high,Unbounded tracemalloc state is not represented by CodeQL's broad/empty handlers or unused imports.,LLM_assistant,0,1
case-315d6ae6a9b8cfaf69af,positive,quality,ai,jxxghp/MoviePilot,4577,Python,feat,mf-429351e2c9471c144603,app/helper/memory.py,326,unmatched_to_codeql,0,,,12,12,no_match,,high,The missing output-directory initialization is not represented by the preserved CodeQL handlers at other lines.,LLM_assistant,0,1
case-315d6ae6a9b8cfaf69af,positive,quality,ai,jxxghp/MoviePilot,4577,Python,feat,mf-d274fd50ca5fa1c69337,app/helper/memory.py,326,unmatched_to_codeql,0,,,12,12,no_match,,high,"The cleanup glob omits detailed-analysis files; the preserved CodeQL alerts concern exception handlers and imports, not filename retention.",LLM_assistant,0,1
case-315d6ae6a9b8cfaf69af,positive,quality,ai,jxxghp/MoviePilot,4577,Python,feat,mf-54149849285b7d6f7854,app/helper/memory.py,236,unmatched_to_codeql,0,,,12,12,related_distinct,,medium,"The duplicated object scan is near CodeQL's broad empty handler at line 226 (sf-2a026153bb37163cb108 and sf-7d836c22dbb5f775cca9) in the same monitoring routine, but performance duplication and exception swallowing are separate defects.",LLM_assistant,0,1
case-315d6ae6a9b8cfaf69af,positive,quality,ai,jxxghp/MoviePilot,4577,Python,feat,mf-0217923431cd129563c5,app/helper/memory.py,293,unmatched_to_codeql,0,,,12,12,related_distinct,,medium,"The discarded tracemalloc snapshot occurs near broad exception handlers in the same memory-analysis implementation, but the ineffective analysis and handler breadth are different issues.",LLM_assistant,0,1
case-315d6ae6a9b8cfaf69af,positive,quality,ai,jxxghp/MoviePilot,4577,Python,feat,mf-4ce3a87d1affe05bac75,app/helper/memory.py,5,off_target_reference_recovery,1,quality,py/unused-import,12,12,same_issue,sf-670658b6035afcb2b7f1,high,Both identify the unused os import introduced by the PR.,LLM_assistant,1,1
case-36ffe6b241bac7e92bef,positive,quality,ai,mlflow/mlflow,16758,Python,feat,mf-a9fbc368dfcc1c57fceb,mlflow/webhooks/dispatch.py,99,unmatched_to_codeql,0,,,4,0,no_match,,high,The empty webhook event list is unrelated to CodeQL's model-registry cyclic imports.,LLM_assistant,0,1
case-37aad921cd746c69ff61,positive,quality,ai,Kiln-AI/Kiln,358,Python,fix,mf-ea5a0598f7507b6d1bd2,libs/core/kiln_ai/adapters/model_adapters/base_adapter.py,232,unmatched_to_codeql,0,,,5,0,no_match,,high,"The dropped chain-of-thought prompt is not represented by CodeQL's mixed-return, ineffectual-statement, redundant-assignment, or unused-import alerts.",LLM_assistant,0,1
case-37aad921cd746c69ff61,positive,quality,ai,Kiln-AI/Kiln,358,Python,fix,mf-c608d1ae996fc5125dd3,libs/core/kiln_ai/adapters/fine_tune/dataset_formatter.py,184,unmatched_to_codeql,0,,,5,1,no_match,,high,In-place mutation of training_chat is not represented by the preserved CodeQL alerts.,LLM_assistant,0,1
case-37aad921cd746c69ff61,positive,quality,ai,Kiln-AI/Kiln,358,Python,fix,mf-0747eb5279913add22c6,libs/core/kiln_ai/adapters/chat/chat_formatter.py,92,unmatched_to_codeql,0,,,5,2,no_match,,high,The stale enum name in an error message is not represented by the mixed-return alert in chat_formatter or other preserved alerts.,LLM_assistant,0,1
case-37aad921cd746c69ff61,positive,quality,ai,Kiln-AI/Kiln,358,Python,fix,mf-54c14eef8773cab6043a,libs/core/kiln_ai/adapters/fine_tune/dataset_formatter.py,268,unmatched_to_codeql,0,,,5,1,no_match,,high,The removed backend guard is not represented by the preserved CodeQL alerts.,LLM_assistant,0,1
case-3a0f70a817d7306d446f,positive,quality,ai,NewFuture/DDNS,536,Python,feat,mf-04ce9e2d2e419b78d709,ddns/util/http.py,263,unmatched_to_codeql,0,,,2,1,related_distinct,,medium,"The ineffective retry exception types and CodeQL's mixed return paths (sf-7e87ec7b0f5350b9e7e6) occur in ddns/util/http.py, but concern different control-flow defects.",LLM_assistant,0,1
case-3a0f70a817d7306d446f,positive,quality,ai,NewFuture/DDNS,536,Python,feat,mf-e7fea018c5e755d093c0,tests/test_util_http_retry.py,297,unmatched_to_codeql,0,,,2,0,no_match,,high,The test's incorrect logger name is not represented by the mixed-return alerts.,LLM_assistant,0,1
case-3a0f70a817d7306d446f,positive,quality,ai,NewFuture/DDNS,536,Python,feat,mf-ed4bb5620eaab50f8128,ddns/util/http.py,133,unmatched_to_codeql,0,,,2,1,no_match,,high,The reduced error log level is not represented by the mixed-return alerts.,LLM_assistant,0,1
case-3b5889bf8c2dda15fe1f,positive,quality,ai,jina-ai/node-DeepResearch,1,TypeScript,feat,mf-6f293a252dd9597a03d2,src/agent.ts,440,unmatched_to_codeql,0,,,1,1,no_match,,high,The stale dedupQueries return-shape consumer is distinct from CodeQL's semicolon-style alert.,LLM_assistant,0,1
case-3b5889bf8c2dda15fe1f,positive,quality,ai,jina-ai/node-DeepResearch,1,TypeScript,feat,mf-2b89f99c16be501884dd,src/tools/dedup.ts,122,unmatched_to_codeql,0,,,1,0,no_match,,high,The CLI's stale return-shape handling is unrelated to CodeQL's semicolon-style alert.,LLM_assistant,0,1
case-3b5889bf8c2dda15fe1f,positive,quality,ai,jina-ai/node-DeepResearch,1,TypeScript,feat,mf-9c874f6161a35cbd6201,src/tools/query-rewriter.ts,107,unmatched_to_codeql,0,,,1,0,no_match,,high,The CLI's stale return-shape handling is unrelated to CodeQL's semicolon-style alert.,LLM_assistant,0,1
case-3b5889bf8c2dda15fe1f,positive,quality,ai,jina-ai/node-DeepResearch,1,TypeScript,feat,mf-d846b8ce12a430e777ee,src/tools/evaluator.ts,105,unmatched_to_codeql,0,,,1,0,no_match,,high,The evaluator CLI's stale return-shape handling is unrelated to CodeQL's semicolon-style alert.,LLM_assistant,0,1
case-3b5889bf8c2dda15fe1f,positive,quality,ai,jina-ai/node-DeepResearch,1,TypeScript,feat,mf-688817759420cda854ab,src/config.ts,17,unmatched_to_codeql,0,,,1,0,no_match,,high,The misleading environment type assertions are unrelated to CodeQL's semicolon-style alert.,LLM_assistant,0,1
case-42cb40725b6715e6b56e,positive,quality,ai,onlook-dev/onlook,2171,TypeScript,feat,mf-f76ab379582a5b38426f,apps/web/client/src/app/pricing/page.tsx,66,unmatched_to_codeql,0,,,1,1,same_issue,sf-a51e3a1fab37f5d26d1e,high,Both identify statements after an unconditional return as unreachable.,LLM_assistant,0,0
