case_id,group,repo_name,pr_number,language,task_type,reference_id,alert_id,rule_id,rule_name,quality_category,semantic_recovered,rq1_mechanism_category,rq1_mechanism_label,mechanism_subcategory,root_cause_cluster_id,mapping_source,mapping_status,mapping_confidence,mapping_rationale
case-f81566b1a6263aebc2fc,ai,getsentry/sentry,93304,Python,feat,sf-4c0c6f3691cb21d43fc5,qalert-3da699dc2b7e3863a568d57f,py/cyclic-import,Cyclic import,correctness_reliability,0,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",dependency_cycle_or_duplicate_path,rccluster-13aca7f93fc27a24c916,frozen_rq1_root_cause_cluster,frozen_existing_rq1_decision,high,"The language_parsers change added runtime dependencies on feature and organization-layer types, closing reverse paths through modules that already import language_parsers and producing the five reported cycle entry points."
case-f81566b1a6263aebc2fc,ai,getsentry/sentry,93304,Python,feat,sf-710bee413d6815cb9e25,qalert-d7152ad98309ae721ab6bc49,py/cyclic-import,Cyclic import,correctness_reliability,0,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",dependency_cycle_or_duplicate_path,rccluster-13aca7f93fc27a24c916,frozen_rq1_root_cause_cluster,frozen_existing_rq1_decision,high,"The language_parsers change added runtime dependencies on feature and organization-layer types, closing reverse paths through modules that already import language_parsers and producing the five reported cycle entry points."
case-f81566b1a6263aebc2fc,ai,getsentry/sentry,93304,Python,feat,sf-cb2e9f7893b8ec70c3d7,qalert-2a28be833e51cd48cf0d8435,py/cyclic-import,Cyclic import,correctness_reliability,0,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",dependency_cycle_or_duplicate_path,rccluster-13aca7f93fc27a24c916,frozen_rq1_root_cause_cluster,frozen_existing_rq1_decision,high,"The language_parsers change added runtime dependencies on feature and organization-layer types, closing reverse paths through modules that already import language_parsers and producing the five reported cycle entry points."
case-f81566b1a6263aebc2fc,ai,getsentry/sentry,93304,Python,feat,sf-e7fef5a22435acc614d1,qalert-0ff4d4b4165a380dabce3591,py/cyclic-import,Cyclic import,correctness_reliability,0,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",dependency_cycle_or_duplicate_path,rccluster-13aca7f93fc27a24c916,frozen_rq1_root_cause_cluster,frozen_existing_rq1_decision,high,"The language_parsers change added runtime dependencies on feature and organization-layer types, closing reverse paths through modules that already import language_parsers and producing the five reported cycle entry points."
case-ff75976eee40d72f7511,ai,openai/openai-agents-python,729,Python,feat,sf-d3d6e563ba3e01cc9766,qalert-18b0b429e999b63c3c0c2664,py/unsafe-cyclic-import,Module-level cyclic import,correctness_reliability,0,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",dependency_cycle_or_duplicate_path,rccluster-5dadc583cef1f7ca0b2a,frozen_rq1_root_cause_cluster,frozen_existing_rq1_decision,high,"The tracing refactor made util import GLOBAL_TRACE_PROVIDER from setup while setup, traces, and spans already import util or each other, closing one cycle that exposes the provider and Trace/Span definitions before initialization completes."
case-144b11f4f95ea43bdd29,human,marimo-team/marimo,3628,Python,fix,sf-6e19b9f7eb86c2c72264,qalert-ac7a9f1ffd0c79656e8690b1,py/unsafe-cyclic-import,Module-level cyclic import,correctness_reliability,0,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",dependency_cycle_or_duplicate_path,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The introduced or redirected import edges create a cycle or an unsafe module-initialization order.
case-144b11f4f95ea43bdd29,human,marimo-team/marimo,3628,Python,fix,sf-a1f407c79d4ebd255972,qalert-162256a15d09942a24e0b6f2,py/unsafe-cyclic-import,Module-level cyclic import,correctness_reliability,0,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",dependency_cycle_or_duplicate_path,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The introduced or redirected import edges create a cycle or an unsafe module-initialization order.
case-144b11f4f95ea43bdd29,human,marimo-team/marimo,3628,Python,fix,sf-b88440482a716f01940e,qalert-28b97724d16b74a30e3b6856,py/cyclic-import,Cyclic import,correctness_reliability,0,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",dependency_cycle_or_duplicate_path,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The introduced or redirected import edges create a cycle or an unsafe module-initialization order.
case-144b11f4f95ea43bdd29,human,marimo-team/marimo,3628,Python,fix,sf-d8fcb756ef98a2e626eb,qalert-52e401beb2cb05062671b215,py/cyclic-import,Cyclic import,correctness_reliability,0,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",dependency_cycle_or_duplicate_path,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The introduced or redirected import edges create a cycle or an unsafe module-initialization order.
case-1882b202ff282a7c3526,human,getsentry/sentry,88748,Python,fix,sf-90307157d41b602c5768,qalert-4d6f871aef271c364b0f5224,py/cyclic-import,Cyclic import,correctness_reliability,0,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",dependency_cycle_or_duplicate_path,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The introduced or redirected import edges create a cycle or an unsafe module-initialization order.
case-1882b202ff282a7c3526,human,getsentry/sentry,88748,Python,fix,sf-a77b5099a874523b393e,qalert-1d4bc8d576386f57f6643573,py/cyclic-import,Cyclic import,correctness_reliability,0,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",dependency_cycle_or_duplicate_path,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The introduced or redirected import edges create a cycle or an unsafe module-initialization order.
case-1bd23fd02f55f8ceb10d,human,bespokelabsai/curator,445,Python,feat,sf-b7c7ccaad7e70cbd1bb5,qalert-3e6fa96abc5a35d484c91929,py/mixed-returns,Explicit returns mixed with implicit (fall through) returns,correctness_reliability,0,control_state_or_dataflow_miscomposition,"Control-, state-, or data-flow miscomposition",invalid_or_trivial_control_path,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,"The introduced return or branch structure creates an implicit return, unreachable statement, or trivial condition."
case-1cee12de60b9ec498450,human,Azure/azure-storage-azcopy,3010,Go,feat,sf-b3da3dd41a305635db10,qalert-07c69066ab9a43840b0ad6ac,go/missing-error-check,Missing error check,correctness_reliability,1,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",missing_or_overbroad_failure_handling,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The returned error is not checked before the result is dereferenced.
case-1cee12de60b9ec498450,human,Azure/azure-storage-azcopy,3010,Go,feat,sf-c3b547f75b876dd13bb0,qalert-1a332b3576ea105cb2fc2ea8,go/missing-error-check,Missing error check,correctness_reliability,1,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",missing_or_overbroad_failure_handling,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The returned error is not checked before the result is dereferenced.
case-376baaaedc0c65b1cc07,human,onlook-dev/onlook,1366,TypeScript,fix,sf-b0fedc69e9185c94f17c,qalert-90f2394e923dfe8fcb3a0015,js/unreachable-statement,Unreachable statement,correctness_reliability,1,control_state_or_dataflow_miscomposition,"Control-, state-, or data-flow miscomposition",invalid_or_trivial_control_path,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,"The introduced return or branch structure creates an implicit return, unreachable statement, or trivial condition."
case-4095aca83f88f54e46ec,human,bytebot-ai/bytebot,7,TypeScript,feat,sf-6020d2e77925fa8a3e4b,qalert-ff53491904646e7240c7fd06,js/automatic-semicolon-insertion,Semicolon insertion,maintainability,0,redundant_or_locally_inconsistent_construction,Redundant or locally inconsistent construction,local_syntax_style_or_annotation_inconsistency,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The added statement relies on automatic semicolon insertion despite the explicit-semicolon convention in its local context.
case-4095aca83f88f54e46ec,human,bytebot-ai/bytebot,7,TypeScript,feat,sf-ca27176930fe910842ed,qalert-aca3f8031ce66acfd959acc5,js/automatic-semicolon-insertion,Semicolon insertion,maintainability,0,redundant_or_locally_inconsistent_construction,Redundant or locally inconsistent construction,local_syntax_style_or_annotation_inconsistency,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The added statement relies on automatic semicolon insertion despite the explicit-semicolon convention in its local context.
case-40fa8beab703be9d9368,human,prebid/Prebid.js,12648,JavaScript,feat,sf-387d82e5f92d48d5088a,qalert-cea99066827c7edc14683bf2,js/automatic-semicolon-insertion,Semicolon insertion,maintainability,0,redundant_or_locally_inconsistent_construction,Redundant or locally inconsistent construction,local_syntax_style_or_annotation_inconsistency,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The added statement relies on automatic semicolon insertion despite the explicit-semicolon convention in its local context.
case-40fa8beab703be9d9368,human,prebid/Prebid.js,12648,JavaScript,feat,sf-4820a4eb7a9084d10c41,qalert-330c2abde20f7c4b12361f2c,js/automatic-semicolon-insertion,Semicolon insertion,maintainability,0,redundant_or_locally_inconsistent_construction,Redundant or locally inconsistent construction,local_syntax_style_or_annotation_inconsistency,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The added statement relies on automatic semicolon insertion despite the explicit-semicolon convention in its local context.
case-40fa8beab703be9d9368,human,prebid/Prebid.js,12648,JavaScript,feat,sf-7c5c09c17caa9e01aba2,qalert-3b736b73b350a10ce0b3afb4,js/automatic-semicolon-insertion,Semicolon insertion,maintainability,0,redundant_or_locally_inconsistent_construction,Redundant or locally inconsistent construction,local_syntax_style_or_annotation_inconsistency,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The added statement relies on automatic semicolon insertion despite the explicit-semicolon convention in its local context.
case-4161a92d63b830e8d25b,human,tegnike/aituber-kit,360,TypeScript,feat,sf-8e0bbc80ab04726bb4a9,qalert-5a09df8c99b9244bf841ee18,js/trivial-conditional,Useless conditional,correctness_reliability,0,control_state_or_dataflow_miscomposition,"Control-, state-, or data-flow miscomposition",invalid_or_trivial_control_path,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,"The introduced return or branch structure creates an implicit return, unreachable statement, or trivial condition."
case-43645709b6ff2623e8d8,human,bentoml/BentoML,5317,Python,fix,sf-471463243d8df2be389f,qalert-331028366c0bb5ad0c0591c3,py/unsafe-cyclic-import,Module-level cyclic import,correctness_reliability,0,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",dependency_cycle_or_duplicate_path,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The introduced or redirected import edges create a cycle or an unsafe module-initialization order.
case-4cf1ca9870497fac9821,human,Kiln-AI/Kiln,205,Python,refactor,sf-e4c6992e4969b77357c8,qalert-77fd26b00cdbd40e47e46338,py/import-and-import-from,Module is imported with 'import' and 'import from',maintainability,0,redundant_or_locally_inconsistent_construction,Redundant or locally inconsistent construction,duplicate_or_redundant_operation,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,"The changed code introduces duplicate import forms, identical operands, or an unnecessary guard around an operation that already accepts the guarded value."
case-4e52a2d6c64a01088271,human,prebid/Prebid.js,13372,JavaScript,feat,sf-0914c9349825e576e1f2,qalert-c451b97c204f9c9f12f3c8ba,js/automatic-semicolon-insertion,Semicolon insertion,maintainability,0,redundant_or_locally_inconsistent_construction,Redundant or locally inconsistent construction,local_syntax_style_or_annotation_inconsistency,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The added statement relies on automatic semicolon insertion despite the explicit-semicolon convention in its local context.
case-4e52a2d6c64a01088271,human,prebid/Prebid.js,13372,JavaScript,feat,sf-a95909603e7698c823ef,qalert-7af9c69a1b1306401aa599ae,js/automatic-semicolon-insertion,Semicolon insertion,maintainability,0,redundant_or_locally_inconsistent_construction,Redundant or locally inconsistent construction,local_syntax_style_or_annotation_inconsistency,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The added statement relies on automatic semicolon insertion despite the explicit-semicolon convention in its local context.
case-5692e89beef2e6430372,human,liam-hq/liam,1677,TypeScript,feat,sf-35dbb6281bd0ccb0378c,qalert-18e0725d6012ca45891ec409,js/trivial-conditional,Useless conditional,correctness_reliability,0,control_state_or_dataflow_miscomposition,"Control-, state-, or data-flow miscomposition",invalid_or_trivial_control_path,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,"The introduced return or branch structure creates an implicit return, unreachable statement, or trivial condition."
case-58063cca6b2b2e55d6c8,human,Kanaries/graphic-walker,437,TypeScript,fix,sf-f532ccac6a5f28e305cc,qalert-2c68f3196395a88a1bae4847,js/automatic-semicolon-insertion,Semicolon insertion,maintainability,1,redundant_or_locally_inconsistent_construction,Redundant or locally inconsistent construction,local_syntax_style_or_annotation_inconsistency,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The added statement relies on automatic semicolon insertion despite the explicit-semicolon convention in its local context.
case-5c4295a4e29dfd518b81,human,microsoft/HydraLab,698,Java,feat,sf-b7e7fa6c62e810b95037,qalert-b603e0ef28939be08a9bb6d7,java/unsafe-double-checked-locking-init-order,Race condition in double-checked locking object initialization,correctness_reliability,0,control_state_or_dataflow_miscomposition,"Control-, state-, or data-flow miscomposition",state_initialization_or_liveness_gap,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,"The singleton is published before its client field is initialized, permitting another thread to observe partial state."
case-5d259ad82985046d8794,human,Kiln-AI/Kiln,210,Python,feat,sf-b9b203e35c45a50c76c8,qalert-f3642a25f3d3eec76fbb21b9,py/unsafe-cyclic-import,Module-level cyclic import,correctness_reliability,0,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",dependency_cycle_or_duplicate_path,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The introduced or redirected import edges create a cycle or an unsafe module-initialization order.
case-6941800e5dad967c8891,human,Skyvern-AI/skyvern,2231,Python,feat,sf-0af8563aeefe4da0dd58,qalert-3275088abdc695a8a9dad00d,py/unsafe-cyclic-import,Module-level cyclic import,correctness_reliability,0,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",dependency_cycle_or_duplicate_path,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The introduced or redirected import edges create a cycle or an unsafe module-initialization order.
case-6941800e5dad967c8891,human,Skyvern-AI/skyvern,2231,Python,feat,sf-3706f6d71d896d91d4b4,qalert-f630fd5fcbd16a53409169bb,py/unsafe-cyclic-import,Module-level cyclic import,correctness_reliability,0,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",dependency_cycle_or_duplicate_path,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The introduced or redirected import edges create a cycle or an unsafe module-initialization order.
case-6941800e5dad967c8891,human,Skyvern-AI/skyvern,2231,Python,feat,sf-c52d6000b898f8b9a6c6,qalert-67d491d915b4fc6c871833d9,py/unsafe-cyclic-import,Module-level cyclic import,correctness_reliability,0,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",dependency_cycle_or_duplicate_path,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The introduced or redirected import edges create a cycle or an unsafe module-initialization order.
case-6941800e5dad967c8891,human,Skyvern-AI/skyvern,2231,Python,feat,sf-e62ca46ec6f0c25458c8,qalert-0fc2a1b7171e95d1e734dad7,py/unsafe-cyclic-import,Module-level cyclic import,correctness_reliability,0,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",dependency_cycle_or_duplicate_path,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The introduced or redirected import edges create a cycle or an unsafe module-initialization order.
case-7752a6d9d5c913b909f9,human,different-ai/note-companion,394,TypeScript,feat,sf-bd6442315094600d281c,qalert-3c82799abe4021661bee192f,js/trivial-conditional,Useless conditional,correctness_reliability,0,control_state_or_dataflow_miscomposition,"Control-, state-, or data-flow miscomposition",invalid_or_trivial_control_path,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,"The introduced return or branch structure creates an implicit return, unreachable statement, or trivial condition."
case-781243d89e391c3fb5dd,human,OpenPipe/ART,51,Python,feat,sf-44a4c4e9cca327261702,qalert-77da31464845d565da1e7b9e,py/unsafe-cyclic-import,Module-level cyclic import,correctness_reliability,0,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",dependency_cycle_or_duplicate_path,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The introduced or redirected import edges create a cycle or an unsafe module-initialization order.
case-83c0f8f7a5df2722fc6c,human,prebid/Prebid.js,12666,JavaScript,feat,sf-0bd810d22d4df04be269,qalert-839609e7b39edcc33e653a0d,js/automatic-semicolon-insertion,Semicolon insertion,maintainability,0,redundant_or_locally_inconsistent_construction,Redundant or locally inconsistent construction,local_syntax_style_or_annotation_inconsistency,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The added statement relies on automatic semicolon insertion despite the explicit-semicolon convention in its local context.
case-83c0f8f7a5df2722fc6c,human,prebid/Prebid.js,12666,JavaScript,feat,sf-aba8c3bcdcfaac24ea8f,qalert-1928952b3ed5d0302bd46bd6,js/automatic-semicolon-insertion,Semicolon insertion,maintainability,0,redundant_or_locally_inconsistent_construction,Redundant or locally inconsistent construction,local_syntax_style_or_annotation_inconsistency,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The added statement relies on automatic semicolon insertion despite the explicit-semicolon convention in its local context.
case-8759efacbf1ad8eda644,human,onlook-dev/onlook,2231,TypeScript,feat,sf-0804279b0733f4ed8906,qalert-0631026b014c254a6cbbe262,js/comparison-between-incompatible-types,Comparison between inconvertible types,correctness_reliability,0,control_state_or_dataflow_miscomposition,"Control-, state-, or data-flow miscomposition",invalid_expression_or_value_composition,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The new comparison combines values whose inferred types cannot satisfy the tested relation.
case-8759efacbf1ad8eda644,human,onlook-dev/onlook,2231,TypeScript,feat,sf-0e1b7bfc8df2b15b43de,qalert-c670601f74abdfed97276dbc,js/automatic-semicolon-insertion,Semicolon insertion,maintainability,0,redundant_or_locally_inconsistent_construction,Redundant or locally inconsistent construction,local_syntax_style_or_annotation_inconsistency,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The added statement relies on automatic semicolon insertion despite the explicit-semicolon convention in its local context.
case-8759efacbf1ad8eda644,human,onlook-dev/onlook,2231,TypeScript,feat,sf-18403391cd1d77815e51,qalert-cf3ce176ed30cdde0c2bee7b,js/redundant-operation,Identical operands,correctness_reliability,1,redundant_or_locally_inconsistent_construction,Redundant or locally inconsistent construction,duplicate_or_redundant_operation,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,"The changed code introduces duplicate import forms, identical operands, or an unnecessary guard around an operation that already accepts the guarded value."
case-925775ad39947c2066a7,human,blorm-network/ZerePy,62,Python,feat,sf-7dcd6d87ef4cd5464e10,qalert-a7ca49d81e396a26e07d7977,py/catch-base-exception,Except block handles 'BaseException',correctness_reliability,1,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",missing_or_overbroad_failure_handling,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The added handler catches BaseException or discards exceptions without meaningful handling.
case-9d5b1f099bc198089f82,human,AgentOps-AI/agentops,915,Python,feat,sf-176373ca192041673d68,qalert-16e556724c8074034a03ff59,py/empty-except,Empty except,correctness_reliability,0,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",missing_or_overbroad_failure_handling,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The added handler catches BaseException or discards exceptions without meaningful handling.
case-9d5b1f099bc198089f82,human,AgentOps-AI/agentops,915,Python,feat,sf-4d544a7a1a8974e7669d,qalert-a37815672e1a1421d3cf33ca,py/catch-base-exception,Except block handles 'BaseException',correctness_reliability,0,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",missing_or_overbroad_failure_handling,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The added handler catches BaseException or discards exceptions without meaningful handling.
case-9d5b1f099bc198089f82,human,AgentOps-AI/agentops,915,Python,feat,sf-84f6788381622f3d7c51,qalert-bdfcde7b36a57d597d51fd00,py/empty-except,Empty except,correctness_reliability,1,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",missing_or_overbroad_failure_handling,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The added handler catches BaseException or discards exceptions without meaningful handling.
case-9d5b1f099bc198089f82,human,AgentOps-AI/agentops,915,Python,feat,sf-90ec87146f1e2e0fc802,qalert-cc07a671686f5e6dea8bd84a,py/empty-except,Empty except,correctness_reliability,0,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",missing_or_overbroad_failure_handling,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The added handler catches BaseException or discards exceptions without meaningful handling.
case-9d5b1f099bc198089f82,human,AgentOps-AI/agentops,915,Python,feat,sf-c4fb4000d7957dc753f1,qalert-776b628189d368a613c10a6b,py/empty-except,Empty except,correctness_reliability,0,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",missing_or_overbroad_failure_handling,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The added handler catches BaseException or discards exceptions without meaningful handling.
case-9d5b1f099bc198089f82,human,AgentOps-AI/agentops,915,Python,feat,sf-d4a96d8c6ce52ae7683d,qalert-78dd9013aced73e3e6c2178d,py/catch-base-exception,Except block handles 'BaseException',correctness_reliability,0,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",missing_or_overbroad_failure_handling,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The added handler catches BaseException or discards exceptions without meaningful handling.
case-9d5b1f099bc198089f82,human,AgentOps-AI/agentops,915,Python,feat,sf-fc27f14024bdf38c1aa9,qalert-8f78be5477bbf3e269a658dd,py/empty-except,Empty except,correctness_reliability,0,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",missing_or_overbroad_failure_handling,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The added handler catches BaseException or discards exceptions without meaningful handling.
case-a8f8a3338967bf8c953b,human,MaiM-with-u/MaiBot,401,Python,feat,sf-970bf9e61a45dfd9b7be,qalert-2b725101a9f7c6d641b25034,py/commented-out-code,Commented-out code,maintainability,1,redundant_or_locally_inconsistent_construction,Redundant or locally inconsistent construction,local_syntax_style_or_annotation_inconsistency,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The PR retains executable code as a comment rather than removing it or representing the behavior in active code.
case-abeeda63ad07c7938f14,human,prebid/Prebid.js,12705,JavaScript,fix,sf-e51612da2d0b40bfbdf1,qalert-21756ef4411986323a739f5c,js/automatic-semicolon-insertion,Semicolon insertion,maintainability,0,redundant_or_locally_inconsistent_construction,Redundant or locally inconsistent construction,local_syntax_style_or_annotation_inconsistency,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The added statement relies on automatic semicolon insertion despite the explicit-semicolon convention in its local context.
case-b46393c556b0e1ab8e03,human,crewAIInc/crewAI,1986,Python,fix,sf-f4b87413f7315955ff06,qalert-d4b0d08c061e134ea007c25c,py/import-and-import-from,Module is imported with 'import' and 'import from',maintainability,0,redundant_or_locally_inconsistent_construction,Redundant or locally inconsistent construction,duplicate_or_redundant_operation,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,"The changed code introduces duplicate import forms, identical operands, or an unnecessary guard around an operation that already accepts the guarded value."
case-bb513ea234bdfc13c5a1,human,microsoft/etl2pcapng,79,C,feat,sf-ca53de1a5de36c1eb9cb,qalert-987ae6befa532bfec2b2c8ea,cpp/guarded-free,Guarded Free,maintainability,0,redundant_or_locally_inconsistent_construction,Redundant or locally inconsistent construction,duplicate_or_redundant_operation,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,"The changed code introduces duplicate import forms, identical operands, or an unnecessary guard around an operation that already accepts the guarded value."
case-c4f7afe4573a5fc51cc1,human,stack-auth/stack-auth,454,TypeScript,feat,sf-f5f198ab3a01c4710c88,qalert-2ef7ce6951f9b037419ed63b,js/automatic-semicolon-insertion,Semicolon insertion,maintainability,0,redundant_or_locally_inconsistent_construction,Redundant or locally inconsistent construction,local_syntax_style_or_annotation_inconsistency,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The added statement relies on automatic semicolon insertion despite the explicit-semicolon convention in its local context.
case-c812fbc20a056cc30f2a,human,Azure/azure-sdk-for-python,40382,Python,feat,sf-83ae1c502205b96b11a1,qalert-dec79c6c17e93558cba05de4,py/print-during-import,Use of a print statement at module level,correctness_reliability,0,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",missing_or_overbroad_failure_handling,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,medium,The optional-dependency failure path adds a module-level print side effect during import.
case-ca17bd7389a0f6607c96,human,cameroncooke/XcodeBuildMCP,62,TypeScript,feat,sf-be56c3bd194e33672d75,qalert-ec4da5d27c76a57b1b7b298a,js/superfluous-trailing-arguments,Superfluous trailing arguments,correctness_reliability,0,interface_or_contract_mismatch,Interface or contract mismatch,caller_callee_signature_mismatch,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The changed call supplies an unsupported named argument or a trailing argument beyond the callee signature.
case-d4ea05c67dc5b4b78eca,human,OneKeyHQ/app-monorepo,7207,TypeScript,feat,sf-c07a2a1933b06e7a8999,qalert-c431cb966296b7b8b6c28be1,js/syntax-error,Syntax error,correctness_reliability,0,redundant_or_locally_inconsistent_construction,Redundant or locally inconsistent construction,local_syntax_style_or_annotation_inconsistency,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,medium,The new global declaration uses a TypeScript non-null syntax form that the language grammar does not support at that declaration site.
case-d6dde2f26a32c9bff76d,human,TobikoData/sqlmesh,4427,Python,feat,sf-302a82d78751374ca0f7,qalert-dd2d02396fda50e560f3da43,py/unsafe-cyclic-import,Module-level cyclic import,correctness_reliability,0,dependency_error_or_resource_mismanagement,"Dependency, error, or resource mismanagement",dependency_cycle_or_duplicate_path,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The introduced or redirected import edges create a cycle or an unsafe module-initialization order.
case-da8176df9d4c3da588f6,human,allenai/open-instruct,670,Python,feat,sf-37221de8416afb500343,qalert-09aea22ec3ffcadbe91e2842,py/call/wrong-named-argument,Wrong name for an argument in a call,correctness_reliability,0,interface_or_contract_mismatch,Interface or contract mismatch,caller_callee_signature_mismatch,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The changed call supplies an unsupported named argument or a trailing argument beyond the callee signature.
case-e2873dbaad5aa9b00625,human,chhoumann/quickadd,823,TypeScript,fix,sf-54f22f2fc11b63c7e026,qalert-bca2d315cf4192c566ccb4b3,js/trivial-conditional,Useless conditional,correctness_reliability,0,control_state_or_dataflow_miscomposition,"Control-, state-, or data-flow miscomposition",invalid_or_trivial_control_path,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,"The introduced return or branch structure creates an implicit return, unreachable statement, or trivial condition."
case-eb681d918af8f53202fa,human,OpenHFT/Chronicle-Wire,1092,Java,refactor,sf-7ec98a5523dbe86007a6,qalert-1b6f0f5976306506f6e83530,java/unknown-javadoc-parameter,Spurious Javadoc @param tags,maintainability,0,interface_or_contract_mismatch,Interface or contract mismatch,export_documentation_or_metadata_mismatch,,explicit_frozen_codebook_transfer,author_confirmed_transferred_codebook,high,The Javadoc parameter tag names an entity that is not present in the method declaration.
