case_id,repo_name,pr_number,group,source_run,review_path,finding_count,run_requested_model,case_requested_model,sdk_reported_models,model
case-da8176df9d4c3da588f6,allenai/open-instruct,670,human,C,reviews/case-da8176df9d4c3da588f6/review_response.json,15,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-d43932c2523bb6005b6b,Kanaries/pygwalker,673,human,C,reviews/case-d43932c2523bb6005b6b/review_response.json,7,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-c7587212ad97b8e4dbd6,microsoft/typespec,7927,ai,C,reviews/case-c7587212ad97b8e4dbd6/review_response.json,2,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-49ba87d78fec9fc37aa1,willccbb/verifiers,160,ai,C,reviews/case-49ba87d78fec9fc37aa1/review_response.json,6,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-72d9d34b8bd7f1c63abc,microsoft/onnxruntime,24962,human,C,reviews/case-72d9d34b8bd7f1c63abc/review_response.json,12,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-bdc46ccfb585e0813fba,mendableai/firecrawl,1447,ai,C,reviews/case-bdc46ccfb585e0813fba/review_response.json,5,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-5692e89beef2e6430372,liam-hq/liam,1677,human,C,reviews/case-5692e89beef2e6430372/review_response.json,7,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-232a78570fb9941423b0,ruvnet/claude-flow,519,ai,C,reviews/case-232a78570fb9941423b0/review_response.json,14,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-7edd902574e5d13c004d,AgentOps-AI/agentops,919,human,C,reviews/case-7edd902574e5d13c004d/review_response.json,7,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-872ff7755c818b023b3e,OpenPipe/ART,152,ai,C,reviews/case-872ff7755c818b023b3e/review_response.json,2,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-58d2a55832abcd11e69d,airbytehq/airbyte,52663,ai,C,reviews/case-58d2a55832abcd11e69d/review_response.json,4,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-9f4690cc7d4420be0c68,mendableai/firecrawl,1676,ai,C,reviews/case-9f4690cc7d4420be0c68/review_response.json,3,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-af796cba9349058a9934,langbot-app/LangBot,1405,ai,C,reviews/case-af796cba9349058a9934/review_response.json,4,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-e7925d2971d434bc38de,langchain-ai/langgraph,4819,human,C,reviews/case-e7925d2971d434bc38de/review_response.json,6,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-88ffb0e14443460c1357,langbot-app/LangBot,1418,ai,C,reviews/case-88ffb0e14443460c1357/review_response.json,15,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-eb632a8157027d4e78d3,SimonHalvdansson/Harmonic-HN,220,ai,C,reviews/case-eb632a8157027d4e78d3/review_response.json,9,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-925775ad39947c2066a7,blorm-network/ZerePy,62,human,C,reviews/case-925775ad39947c2066a7/review_response.json,5,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-db0896f36ffe89aeed8a,SimonHalvdansson/Harmonic-HN,218,ai,C,reviews/case-db0896f36ffe89aeed8a/review_response.json,3,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-79b3ba24aed8629cb6fa,anyproto/anytype-ts,1334,human,C,reviews/case-79b3ba24aed8629cb6fa/review_response.json,3,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-337b59edf712fccfe514,mendableai/firecrawl,1547,ai,C,reviews/case-337b59edf712fccfe514/review_response.json,4,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-0b7eb64a0d18ecc8baa1,pdfme/pdfme,808,ai,C,reviews/case-0b7eb64a0d18ecc8baa1/review_response.json,4,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-e1149ac47af28879db97,parse-community/parse-dashboard,2915,ai,C,reviews/case-e1149ac47af28879db97/review_response.json,5,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-f73cb6778f797cd03992,OpenHFT/Chronicle-Wire,1088,human,C,reviews/case-f73cb6778f797cd03992/review_response.json,4,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-3a453fb29262930df26d,huggingface/huggingface_hub,3005,human,C,reviews/case-3a453fb29262930df26d/review_response.json,4,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-6ad10cf412f11c064208,syedazharmbnr1/claude-chatgpt-mcp,3,human,C,reviews/case-6ad10cf412f11c064208/review_response.json,12,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-7769db528e070342d826,promptfoo/promptfoo,4054,ai,C,reviews/case-7769db528e070342d826/review_response.json,12,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-2d93edefa9bf78e1efb4,SimonHalvdansson/Harmonic-HN,216,ai,C,reviews/case-2d93edefa9bf78e1efb4/review_response.json,8,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-03011033f32e831010a4,vgmtrans/vgmtrans,612,ai,C,reviews/case-03011033f32e831010a4/review_response.json,4,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-5a5d102c7e9aef574fc5,mlflow/mlflow,15481,human,C,reviews/case-5a5d102c7e9aef574fc5/review_response.json,9,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-40fa8beab703be9d9368,prebid/Prebid.js,12648,human,C,reviews/case-40fa8beab703be9d9368/review_response.json,9,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-e05358259ffc4ca862c7,x64dbg/x64dbg,3641,ai,C,reviews/case-e05358259ffc4ca862c7/review_response.json,3,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-f8ec934ad36d9c3fff54,OneKeyHQ/app-monorepo,7601,human,C,reviews/case-f8ec934ad36d9c3fff54/review_response.json,2,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-067e25b2ef2c5883ce5c,crewAIInc/crewAI,2866,ai,transport_retry_1/C,reviews/case-067e25b2ef2c5883ce5c/review_response.json,12,deepseek-flash,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-e89c9074a262db9762f8,chrxh/alien,138,ai,C,reviews/case-e89c9074a262db9762f8/review_response.json,2,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-706ee5ddca967e136a25,iterative/datachain,1191,ai,C,reviews/case-706ee5ddca967e136a25/review_response.json,4,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-989968fe00597e97988b,mlflow/mlflow,15859,human,C,reviews/case-989968fe00597e97988b/review_response.json,3,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-945185d91e4e23d356a8,jina-ai/node-DeepResearch,2,ai,C,reviews/case-945185d91e4e23d356a8/review_response.json,3,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-e95b663ee8e1e5965537,mendableai/firecrawl,1756,ai,C,reviews/case-e95b663ee8e1e5965537/review_response.json,6,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-9ecda84deae5c45643ca,AgentOps-AI/agentops,1156,ai,C,reviews/case-9ecda84deae5c45643ca/review_response.json,8,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-7c3045f6e85b3f5f1b49,mendableai/firecrawl,1557,ai,C,reviews/case-7c3045f6e85b3f5f1b49/review_response.json,3,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-d6dde2f26a32c9bff76d,TobikoData/sqlmesh,4427,human,C,reviews/case-d6dde2f26a32c9bff76d/review_response.json,5,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-26052da343b4084fccf7,azerothcore/azerothcore-wotlk,22351,ai,C,reviews/case-26052da343b4084fccf7/review_response.json,2,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-61426f0adcf2ca112e1d,OpenHFT/Chronicle-Wire,1093,ai,C,reviews/case-61426f0adcf2ca112e1d/review_response.json,7,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-f81566b1a6263aebc2fc,getsentry/sentry,93304,ai,C,reviews/case-f81566b1a6263aebc2fc/review_response.json,4,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-6bf52025747941db38d4,novuhq/novu,8613,ai,C,reviews/case-6bf52025747941db38d4/review_response.json,5,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-eb681d918af8f53202fa,OpenHFT/Chronicle-Wire,1092,human,C,reviews/case-eb681d918af8f53202fa/review_response.json,8,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-f465152400330d659f37,chrxh/alien,130,ai,C,reviews/case-f465152400330d659f37/review_response.json,2,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-ec595a9d4a209dd1c064,jina-ai/node-DeepResearch,8,ai,C,reviews/case-ec595a9d4a209dd1c064/review_response.json,6,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-b46393c556b0e1ab8e03,crewAIInc/crewAI,1986,human,C,reviews/case-b46393c556b0e1ab8e03/review_response.json,7,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-e9af381d5691c745b01d,openai/openai-agents-python,811,ai,C,reviews/case-e9af381d5691c745b01d/review_response.json,5,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-92bf2b6fee0cab272d63,mendableai/firecrawl,1851,ai,C,reviews/case-92bf2b6fee0cab272d63/review_response.json,6,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-15fca550df7f9ba029d9,OpenHFT/Chronicle-Wire,1061,ai,C,reviews/case-15fca550df7f9ba029d9/review_response.json,5,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-e4c28aef9d898cad9641,samayo/country-json,278,ai,C,reviews/case-e4c28aef9d898cad9641/review_response.json,14,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-525cca57fa45a53cdf40,jina-ai/node-DeepResearch,5,ai,C,reviews/case-525cca57fa45a53cdf40/review_response.json,3,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-3627763b793cf921a336,thirdweb-dev/js,6551,human,C,reviews/case-3627763b793cf921a336/review_response.json,5,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-1aaea7ba84a2f17638de,ibelick/zola,185,ai,C,reviews/case-1aaea7ba84a2f17638de/review_response.json,10,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-e81abc2d4c6f476893c2,prebid/Prebid.js,13391,human,remaining_retry_2/C,reviews/case-e81abc2d4c6f476893c2/review_response.json,2,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-1bd23fd02f55f8ceb10d,bespokelabsai/curator,445,human,C,reviews/case-1bd23fd02f55f8ceb10d/review_response.json,6,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-d316f6c41322a9e21b99,featureform/enrichmcp,120,ai,C,reviews/case-d316f6c41322a9e21b99/review_response.json,2,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-fd1bb152abf59358660e,mlflow/mlflow,14265,human,C,reviews/case-fd1bb152abf59358660e/review_response.json,7,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-2aff113b02718d12fa5c,antiwork/shortest,363,human,C,reviews/case-2aff113b02718d12fa5c/review_response.json,4,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-b0fb6829dda02eb08ec0,Significant-Gravitas/AutoGPT,10483,ai,C,reviews/case-b0fb6829dda02eb08ec0/review_response.json,2,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-de715ff30c32d51c5df9,Azure/azure-sdk-for-python,41852,ai,C,reviews/case-de715ff30c32d51c5df9/review_response.json,6,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-a312421c7f686d168d04,NewFuture/DDNS,537,ai,remaining_retry_2/C,reviews/case-a312421c7f686d168d04/review_response.json,7,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-501f4049215a852666e2,jina-ai/node-DeepResearch,28,ai,C,reviews/case-501f4049215a852666e2/review_response.json,2,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-376baaaedc0c65b1cc07,onlook-dev/onlook,1366,human,C,reviews/case-376baaaedc0c65b1cc07/review_response.json,4,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-620175c9a99c49119a2d,OpenHFT/Java-Thread-Affinity,178,human,remaining_retry_2/C,reviews/case-620175c9a99c49119a2d/review_response.json,6,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-ca17bd7389a0f6607c96,cameroncooke/XcodeBuildMCP,62,human,remaining_retry_2/C,reviews/case-ca17bd7389a0f6607c96/review_response.json,13,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-83f2a806231ce243a56f,Shelf-nu/shelf.nu,1905,ai,remaining_retry_2/C,reviews/case-83f2a806231ce243a56f/review_response.json,11,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-f912cdc0fdea1d02105f,Azure/azure-sdk-for-python,41942,ai,remaining_retry_2/C,reviews/case-f912cdc0fdea1d02105f/review_response.json,11,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-210bb7200d289a3d2aa0,crewAIInc/crewAI,1923,ai,remaining_retry_2/C,reviews/case-210bb7200d289a3d2aa0/review_response.json,7,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-d76dbaa9ee6c731f26bb,wolfSSL/wolfssl,8854,human,remaining_retry_2/C,reviews/case-d76dbaa9ee6c731f26bb/review_response.json,9,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-2f0bf603687d1eee9d5c,3rdIteration/btcrecover,611,ai,C,reviews/case-2f0bf603687d1eee9d5c/review_response.json,4,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-2a05c6f1f5871c732fc9,microsoft/typespec,8008,ai,remaining_retry_3/C,reviews/case-2a05c6f1f5871c732fc9/review_response.json,4,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-e7abb649407ce2a06e66,liam-hq/liam,1880,ai,remaining_retry_2/C,reviews/case-e7abb649407ce2a06e66/review_response.json,10,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-165e7025bc0ca85902b7,CapSoftware/Cap,484,human,remaining_retry_2/C,reviews/case-165e7025bc0ca85902b7/review_response.json,15,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-faac3cfabce2584d7a03,langfuse/langfuse,7731,ai,remaining_retry_2/C,reviews/case-faac3cfabce2584d7a03/review_response.json,5,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-9a3caf429ad89e36d4f9,microsoft/autogen,6684,ai,C,reviews/case-9a3caf429ad89e36d4f9/review_response.json,5,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-614e7b1427a1306c4e95,prebid/Prebid.js,13429,human,C,reviews/case-614e7b1427a1306c4e95/review_response.json,4,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-781243d89e391c3fb5dd,OpenPipe/ART,51,human,C,reviews/case-781243d89e391c3fb5dd/review_response.json,3,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-be4814e7e2c136ec014f,prebid/Prebid.js,13167,ai,C,reviews/case-be4814e7e2c136ec014f/review_response.json,4,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-0737af73e1a18998c5a2,marimo-team/marimo,3840,ai,C,reviews/case-0737af73e1a18998c5a2/review_response.json,2,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-31359bc417febbc38cfc,basetenlabs/truss,1679,ai,C,reviews/case-31359bc417febbc38cfc/review_response.json,3,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-8e80f8f75b18fc1f2c20,crewAIInc/crewAI,2731,human,C,reviews/case-8e80f8f75b18fc1f2c20/review_response.json,2,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-6bb65ffd9cdede1d6b6b,OpenHFT/Chronicle-Wire,1170,human,C,reviews/case-6bb65ffd9cdede1d6b6b/review_response.json,12,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-8021d18f5efd78f0cc50,crewAIInc/crewAI,2169,human,C,reviews/case-8021d18f5efd78f0cc50/review_response.json,3,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-ee699d86c0aab7ef23c9,box/box-ui-elements,3930,human,C,reviews/case-ee699d86c0aab7ef23c9/review_response.json,10,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-43645709b6ff2623e8d8,bentoml/BentoML,5317,human,C,reviews/case-43645709b6ff2623e8d8/review_response.json,2,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-162c30563cd0fe89d803,microsoft/autogen,6690,ai,C,reviews/case-162c30563cd0fe89d803/review_response.json,5,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-7c75f021c35395eadfeb,featureform/enrichmcp,90,ai,C,reviews/case-7c75f021c35395eadfeb/review_response.json,7,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-79e114ffc3cc4f095ea9,jina-ai/node-DeepResearch,3,ai,C,reviews/case-79e114ffc3cc4f095ea9/review_response.json,5,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-ed5b3f75ec8a328974da,OpenHFT/Chronicle-Wire,1058,ai,C,reviews/case-ed5b3f75ec8a328974da/review_response.json,5,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-b8af4d9b4865f25701f6,Netflix/metaflow,2207,human,C,reviews/case-b8af4d9b4865f25701f6/review_response.json,7,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-22b5befc227597e10e1c,prebid/Prebid.js,13136,ai,C,reviews/case-22b5befc227597e10e1c/review_response.json,6,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-244866c4d24233d35c00,langchain-ai/langsmith-sdk,1782,ai,C,reviews/case-244866c4d24233d35c00/review_response.json,4,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-2480a35206f87bbbe5d3,Significant-Gravitas/AutoGPT,10064,ai,C,reviews/case-2480a35206f87bbbe5d3/review_response.json,2,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-f43ddbe01d48c57e3d09,AgentOps-AI/agentops,823,human,C,reviews/case-f43ddbe01d48c57e3d09/review_response.json,1,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-2ae54e3d2402891653c9,getsentry/sentry,94169,ai,C,reviews/case-2ae54e3d2402891653c9/review_response.json,6,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-531a14c51b5c84477849,crewAIInc/crewAI,2948,human,C,reviews/case-531a14c51b5c84477849/review_response.json,5,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-8c23b92c89e208d5060f,wandb/weave,4549,ai,C,reviews/case-8c23b92c89e208d5060f/review_response.json,5,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-3f20570dc7a7eb7615c6,crewAIInc/crewAI,2816,human,C,reviews/case-3f20570dc7a7eb7615c6/review_response.json,6,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-da5e5e38a1e97800e43f,OpenPipe/ART,151,ai,C,reviews/case-da5e5e38a1e97800e43f/review_response.json,2,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-5f4c438794b17fe2dd2c,mlflow/mlflow,16909,ai,C,reviews/case-5f4c438794b17fe2dd2c/review_response.json,1,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-d837fc6cbd4f56478413,pdfme/pdfme,758,ai,C,reviews/case-d837fc6cbd4f56478413/review_response.json,3,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-cdcb44d35c9fd57cf181,robinkarlberg/transfer.zip-web,36,ai,C,reviews/case-cdcb44d35c9fd57cf181/review_response.json,13,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-4a764f3847aeba71b091,Skyvern-AI/skyvern,2435,ai,C,reviews/case-4a764f3847aeba71b091/review_response.json,3,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-c07871a51a27de6dbd30,crewAIInc/crewAI,2009,human,C,reviews/case-c07871a51a27de6dbd30/review_response.json,3,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-72f34ef0f483fa5dc4a2,microsoft/typespec,7766,human,C,reviews/case-72f34ef0f483fa5dc4a2/review_response.json,6,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-6941800e5dad967c8891,Skyvern-AI/skyvern,2231,human,C,reviews/case-6941800e5dad967c8891/review_response.json,9,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-dc87cd42d1e9b184415b,Netflix/metaflow,2467,ai,C,reviews/case-dc87cd42d1e9b184415b/review_response.json,15,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-83dc15c25b665c37be9d,bambulab/BambuStudio,7345,ai,C,reviews/case-83dc15c25b665c37be9d/review_response.json,4,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-8770662c4f6043153da7,crewAIInc/crewAI,2869,human,C,reviews/case-8770662c4f6043153da7/review_response.json,4,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-d7154845bbf7bf4e183a,zenml-io/zenml,3314,human,C,reviews/case-d7154845bbf7bf4e183a/review_response.json,4,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
case-85f1a4f70f22fb6fa58f,crewAIInc/crewAI,2727,human,C,reviews/case-85f1a4f70f22fb6fa58f/review_response.json,9,deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m],deepseek-v4-pro[1m]
