case_id,case_control,target_family,group,repo_name,pr_number,pr_id,language,task_type,changed_kloc,silver_finding_n,matched_positive_case_id,same_repository_match,control_match_score,split,case_target_family,reference_family,reference_role,alert_category,changed_file,codeql_version,is_quality_alert,is_security_alert,location_class,precision,problem_severity,quality_primary_reference,quality_category,reference_visible_in_diff,rule_id,rule_kind,rule_name,start_line,reference_id,automatic_recovered,semantic_recovered,semantic_recovered_by_finding_ids,automatic_semantic_agreement,adjudication_alert_id,human_review_status,human_disposition,validated_issue_reference,quality_strict_reference,quality_broad_reference,rule_tags,base_sha,head_sha,file_path,hunk_header,hunk_new_start,hunk_new_end,lifecycle,reference_on_added_line,reference_visibility_gate_version,reference_tiers,actionability_version,query_suite,original_semantic_recovered
case-315d6ae6a9b8cfaf69af,positive,quality,ai,jxxghp/MoviePilot,4577,3214915262,Python,feat,0.568000,10,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,very-high,recommendation,True,correctness_reliability,True,py/catch-base-exception,problem,Except block handles 'BaseException',500,sf-fb0479503d4b4c76a059,0,0,,1,qalert-ce49ea43531000406adee3bb,completed,confirmed_valid,1,False,True,quality|reliability|error-handling|external/cwe/cwe-396,e6080898057db259189dc6fd702badbbecdc53e2,600767d2bf0079f7b261ef01639f3ce128e1cdd8,app/helper/memory.py,"@@ -125,30 +137,447 @@ def _create_memory_snapshot(self):",137,583,introduced,True,new_side_hunk_v1,primary|broad,2.0.0,security-and-quality,0
case-315d6ae6a9b8cfaf69af,positive,quality,ai,jxxghp/MoviePilot,4577,3214915262,Python,feat,0.568000,10,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,very-high,recommendation,True,correctness_reliability,True,py/catch-base-exception,problem,Except block handles 'BaseException',533,sf-7222b359df14c48a6019,0,0,,1,qalert-77bed0ba35d9553a6b8c84e4,completed,confirmed_valid,1,False,True,quality|reliability|error-handling|external/cwe/cwe-396,e6080898057db259189dc6fd702badbbecdc53e2,600767d2bf0079f7b261ef01639f3ce128e1cdd8,app/helper/memory.py,"@@ -125,30 +137,447 @@ def _create_memory_snapshot(self):",137,583,introduced,True,new_side_hunk_v1,primary|broad,2.0.0,security-and-quality,0
case-315d6ae6a9b8cfaf69af,positive,quality,ai,jxxghp/MoviePilot,4577,3214915262,Python,feat,0.568000,10,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,very-high,recommendation,True,correctness_reliability,True,py/catch-base-exception,problem,Except block handles 'BaseException',910,sf-557d77ffdfcd54db74e6,0,0,,1,qalert-67eb5d393a7d0ab9387867a0,completed,confirmed_valid,1,False,True,quality|reliability|error-handling|external/cwe/cwe-396,e6080898057db259189dc6fd702badbbecdc53e2,600767d2bf0079f7b261ef01639f3ce128e1cdd8,app/helper/memory.py,"@@ -455,3 +884,110 @@ def _get_variable_name(obj):",884,993,introduced,True,new_side_hunk_v1,primary|broad,2.0.0,security-and-quality,0
case-315d6ae6a9b8cfaf69af,positive,quality,ai,jxxghp/MoviePilot,4577,3214915262,Python,feat,0.568000,10,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,recommendation,True,correctness_reliability,True,py/empty-except,problem,Empty except,226,sf-7d836c22dbb5f775cca9,0,0,,1,qalert-55305bdd3d98bdbd41037c3e,completed,confirmed_valid,1,False,True,quality|reliability|error-handling|external/cwe/cwe-390,e6080898057db259189dc6fd702badbbecdc53e2,600767d2bf0079f7b261ef01639f3ce128e1cdd8,app/helper/memory.py,"@@ -125,30 +137,447 @@ def _create_memory_snapshot(self):",137,583,introduced,True,new_side_hunk_v1,primary|broad,2.0.0,security-and-quality,0
case-315d6ae6a9b8cfaf69af,positive,quality,ai,jxxghp/MoviePilot,4577,3214915262,Python,feat,0.568000,10,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,recommendation,True,correctness_reliability,True,py/empty-except,problem,Empty except,269,sf-f10c6c35948b7520a413,0,0,,1,qalert-dd245629f81fd58bc299d2f3,completed,confirmed_valid,1,False,True,quality|reliability|error-handling|external/cwe/cwe-390,e6080898057db259189dc6fd702badbbecdc53e2,600767d2bf0079f7b261ef01639f3ce128e1cdd8,app/helper/memory.py,"@@ -125,30 +137,447 @@ def _create_memory_snapshot(self):",137,583,introduced,True,new_side_hunk_v1,primary|broad,2.0.0,security-and-quality,0
case-315d6ae6a9b8cfaf69af,positive,quality,ai,jxxghp/MoviePilot,4577,3214915262,Python,feat,0.568000,10,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,recommendation,True,correctness_reliability,True,py/empty-except,problem,Empty except,533,sf-a944c7fc8b5442100ebb,0,0,,1,qalert-726d25584b173e71f9c3017a,completed,confirmed_valid,1,False,True,quality|reliability|error-handling|external/cwe/cwe-390,e6080898057db259189dc6fd702badbbecdc53e2,600767d2bf0079f7b261ef01639f3ce128e1cdd8,app/helper/memory.py,"@@ -125,30 +137,447 @@ def _create_memory_snapshot(self):",137,583,introduced,True,new_side_hunk_v1,primary|broad,2.0.0,security-and-quality,0
case-315d6ae6a9b8cfaf69af,positive,quality,ai,jxxghp/MoviePilot,4577,3214915262,Python,feat,0.568000,10,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,recommendation,True,correctness_reliability,True,py/empty-except,problem,Empty except,910,sf-6bc931a713e606ee59a5,0,0,,1,qalert-63d3083a0d85e83a5b4c8c01,completed,confirmed_valid,1,False,True,quality|reliability|error-handling|external/cwe/cwe-390,e6080898057db259189dc6fd702badbbecdc53e2,600767d2bf0079f7b261ef01639f3ce128e1cdd8,app/helper/memory.py,"@@ -455,3 +884,110 @@ def _get_variable_name(obj):",884,993,introduced,True,new_side_hunk_v1,primary|broad,2.0.0,security-and-quality,0
case-315d6ae6a9b8cfaf69af,positive,quality,ai,jxxghp/MoviePilot,4577,3214915262,Python,feat,0.568000,10,,,,formal,quality,quality,target_sensitivity_reference,quality,True,2.23.2,true,false,production,very-high,recommendation,False,maintainability,True,py/unused-import,problem,Unused import,5,sf-670658b6035afcb2b7f1,1,1,mf-4ce3a87d1affe05bac75,1,qalert-bcd90854e42b43b559db20b7,completed,confirmed_valid,1,False,True,quality|maintainability|useless-code,e6080898057db259189dc6fd702badbbecdc53e2,600767d2bf0079f7b261ef01639f3ce128e1cdd8,app/helper/memory.py,"@@ -2,8 +2,10 @@",2,11,introduced,True,new_side_hunk_v1,broad,2.0.0,security-and-quality,1
case-315d6ae6a9b8cfaf69af,positive,quality,ai,jxxghp/MoviePilot,4577,3214915262,Python,feat,0.568000,10,,,,formal,quality,quality,target_sensitivity_reference,quality,True,2.23.2,true,false,production,very-high,recommendation,False,maintainability,True,py/unused-import,problem,Unused import,8,sf-e50df9ca75ba1dee3845,0,0,,1,qalert-d9af097e140258f7257eaace,completed,confirmed_valid,1,False,True,quality|maintainability|useless-code,e6080898057db259189dc6fd702badbbecdc53e2,600767d2bf0079f7b261ef01639f3ce128e1cdd8,app/helper/memory.py,"@@ -2,8 +2,10 @@",2,11,introduced,True,new_side_hunk_v1,broad,2.0.0,security-and-quality,0
case-36ffe6b241bac7e92bef,positive,quality,ai,mlflow/mlflow,16758,3235103212,Python,feat,0.386000,4,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,recommendation,True,correctness_reliability,True,py/cyclic-import,problem,Cyclic import,14,sf-9311784ad5ada648bc4d,0,0,,1,qalert-e65eb63acde0b5422f108931,completed,not_pr_introduced,0,False,True,reliability|maintainability|modularity,7be341a0b1df3c0b3f13de1e385d3a17910ac0b9,595291ae7040638e173895979470be5495212944,mlflow/store/model_registry/abstract_store.py,"@@ -11,7 +11,7 @@",11,17,introduced,True,new_side_hunk_v1,primary|broad,2.0.0,security-and-quality,0
case-36ffe6b241bac7e92bef,positive,quality,ai,mlflow/mlflow,16758,3235103212,Python,feat,0.386000,4,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,recommendation,True,correctness_reliability,True,py/cyclic-import,problem,Cyclic import,5,sf-7f050a5948f20c3e954e,0,0,,1,qalert-6a5f8672e36014a1894c6f36,completed,not_pr_introduced,0,False,True,reliability|maintainability|modularity,7be341a0b1df3c0b3f13de1e385d3a17910ac0b9,595291ae7040638e173895979470be5495212944,mlflow/store/model_registry/rest_store.py,"@@ -2,7 +2,7 @@",2,8,introduced,True,new_side_hunk_v1,primary|broad,2.0.0,security-and-quality,0
case-36ffe6b241bac7e92bef,positive,quality,ai,mlflow/mlflow,16758,3235103212,Python,feat,0.386000,4,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,recommendation,True,correctness_reliability,True,py/cyclic-import,problem,Cyclic import,17,sf-b75c64ef883102e4a8bf,0,0,,1,qalert-77397d800522cd6ded653880,completed,not_pr_introduced,0,False,True,reliability|maintainability|modularity,7be341a0b1df3c0b3f13de1e385d3a17910ac0b9,595291ae7040638e173895979470be5495212944,mlflow/tracking/_model_registry/client.py,"@@ -14,7 +14,7 @@",14,20,introduced,True,new_side_hunk_v1,primary|broad,2.0.0,security-and-quality,0
case-36ffe6b241bac7e92bef,positive,quality,ai,mlflow/mlflow,16758,3235103212,Python,feat,0.386000,4,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,recommendation,True,correctness_reliability,True,py/cyclic-import,problem,Cyclic import,47,sf-52afb732c5faead9799e,0,0,,1,qalert-ca7c6b35a201575304da7b4f,completed,not_pr_introduced,0,False,True,reliability|maintainability|modularity,7be341a0b1df3c0b3f13de1e385d3a17910ac0b9,595291ae7040638e173895979470be5495212944,mlflow/tracking/client.py,"@@ -44,7 +44,7 @@",44,50,introduced,True,new_side_hunk_v1,primary|broad,2.0.0,security-and-quality,0
case-37aad921cd746c69ff61,positive,quality,ai,Kiln-AI/Kiln,358,3134422820,Python,fix,2.285000,1,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,recommendation,True,correctness_reliability,True,py/mixed-returns,problem,Explicit returns mixed with implicit (fall through) returns,199,sf-d737cefe962388cae69b,0,0,,1,qalert-9b3e150f7ffc3d566908e82c,completed,not_valid_issue,0,False,True,quality|reliability|correctness,bd8f0269dd0690991dfabd24b3c57a180e537b5d,e41c23dd173ecfff29637fe40484c3ecae90b1fc,libs/core/kiln_ai/adapters/chat/chat_formatter.py,"@@ -0,0 +1,234 @@",1,234,introduced,True,new_side_hunk_v1,primary|broad,2.0.0,security-and-quality,0
case-37aad921cd746c69ff61,positive,quality,ai,Kiln-AI/Kiln,358,3134422820,Python,fix,2.285000,1,,,,formal,quality,quality,target_sensitivity_reference,quality,True,2.23.2,true,false,production,high,recommendation,False,maintainability,True,py/ineffectual-statement,problem,Statement has no effect,48,sf-76de3404d752152e54b0,0,0,,1,qalert-7fdc9d0601dfd044f317f134,completed,not_valid_issue,0,False,True,quality|maintainability|useless-code|external/cwe/cwe-561,bd8f0269dd0690991dfabd24b3c57a180e537b5d,e41c23dd173ecfff29637fe40484c3ecae90b1fc,libs/core/kiln_ai/adapters/fine_tune/dataset_formatter.py,"@@ -35,45 +39,23 @@ class DatasetFormat(str, Enum):",39,61,introduced,False,new_side_hunk_v1,broad,2.0.0,security-and-quality,0
case-37aad921cd746c69ff61,positive,quality,ai,Kiln-AI/Kiln,358,3134422820,Python,fix,2.285000,1,,,,formal,quality,quality,target_sensitivity_reference,quality,True,2.23.2,true,false,production,very-high,warning,False,maintainability,True,py/multiple-definition,problem,Variable defined multiple times,320,sf-08174532b2ff57810399,0,0,,1,qalert-5cb9838064ea12c56091b083,completed,not_valid_issue,0,False,True,quality|maintainability|useless-code|external/cwe/cwe-563,bd8f0269dd0690991dfabd24b3c57a180e537b5d,e41c23dd173ecfff29637fe40484c3ecae90b1fc,libs/core/kiln_ai/datamodel/test_task.py,"@@ -266,3 +266,60 @@ def test_run_config_invalid_temperature(temperature):",266,325,introduced,True,new_side_hunk_v1,broad,2.0.0,security-and-quality,0
case-37aad921cd746c69ff61,positive,quality,ai,Kiln-AI/Kiln,358,3134422820,Python,fix,2.285000,1,,,,formal,quality,quality,target_sensitivity_reference,quality,True,2.23.2,true,false,production,very-high,recommendation,False,maintainability,True,py/unused-import,problem,Unused import,6,sf-c18afdfd527487d6fa82,0,0,,1,qalert-0c0554b24a064417ae1f0674,completed,confirmed_valid,1,False,True,quality|maintainability|useless-code,bd8f0269dd0690991dfabd24b3c57a180e537b5d,e41c23dd173ecfff29637fe40484c3ecae90b1fc,libs/core/kiln_ai/adapters/chat/chat_formatter.py,"@@ -0,0 +1,234 @@",1,234,introduced,True,new_side_hunk_v1,broad,2.0.0,security-and-quality,0
case-37aad921cd746c69ff61,positive,quality,ai,Kiln-AI/Kiln,358,3134422820,Python,fix,2.285000,1,,,,formal,quality,quality,target_sensitivity_reference,quality,True,2.23.2,true,false,production,very-high,recommendation,False,maintainability,True,py/unused-import,problem,Unused import,7,sf-727e1afa675bd949835c,0,0,,1,qalert-3e62571857264653d74490c2,completed,not_pr_introduced,0,False,True,quality|maintainability|useless-code,bd8f0269dd0690991dfabd24b3c57a180e537b5d,e41c23dd173ecfff29637fe40484c3ecae90b1fc,libs/core/kiln_ai/datamodel/finetune.py,"@@ -6,14 +6,19 @@",6,24,introduced,False,new_side_hunk_v1,broad,2.0.0,security-and-quality,0
case-3a0f70a817d7306d446f,positive,quality,ai,NewFuture/DDNS,536,3241734959,Python,feat,1.098000,2,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,recommendation,True,correctness_reliability,True,py/mixed-returns,problem,Explicit returns mixed with implicit (fall through) returns,48,sf-77fff7b2beb888c7b3d5,0,0,,1,qalert-6ece089e543aad6e62018943,completed,not_pr_introduced,0,False,True,quality|reliability|correctness,96b4ca2e0c55a21eb88a7ec2bbdf1dd75be10baf,5273e6edcbff988edfe17c63333fc4da9716116d,ddns/ip.py,"@@ -48,9 +48,8 @@ def local_v4(i=0):  # 本地ipv4地址",48,55,introduced,False,new_side_hunk_v1,primary|broad,2.0.0,security-and-quality,0
case-3a0f70a817d7306d446f,positive,quality,ai,NewFuture/DDNS,536,3241734959,Python,feat,1.098000,2,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,recommendation,True,correctness_reliability,True,py/mixed-returns,problem,Explicit returns mixed with implicit (fall through) returns,243,sf-7e87ec7b0f5350b9e7e6,0,0,,1,qalert-080dac7d861a2599745aa247,completed,not_valid_issue,0,False,True,quality|reliability|correctness,96b4ca2e0c55a21eb88a7ec2bbdf1dd75be10baf,5273e6edcbff988edfe17c63333fc4da9716116d,ddns/util/http.py,"@@ -224,6 +125,152 @@ def send_http_request(method, url, body=None, headers=None, proxy=None, verify_s",125,276,introduced,True,new_side_hunk_v1,primary|broad,2.0.0,security-and-quality,0
case-3b5889bf8c2dda15fe1f,positive,quality,ai,jina-ai/node-DeepResearch,1,2822545926,TypeScript,feat,0.162000,1,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,very-high,recommendation,True,maintainability,True,js/automatic-semicolon-insertion,problem,Semicolon insertion,313,sf-a30d2cc1f6224045125c,0,0,,1,qalert-d4cf23a0ea8783fc69511ad9,completed,not_pr_introduced,0,False,True,quality|maintainability|readability|language-features|statistical|non-attributable,d12bc09b8befcdae65aa15ff26bd54c058bfe53c,738af7301074cf6415623c08110546071389fc91,src/agent.ts,"@@ -326,7 +313,7 @@ async function getResponse(question: string, tokenBudget: number = 1000000) {",313,319,introduced,False,new_side_hunk_v1,primary|broad,2.0.0,security-and-quality,0
case-42cb40725b6715e6b56e,positive,quality,ai,onlook-dev/onlook,2171,3141785922,TypeScript,feat,0.184000,1,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,very-high,warning,True,correctness_reliability,True,js/unreachable-statement,problem,Unreachable statement,68,sf-a51e3a1fab37f5d26d1e,0,1,mf-f76ab379582a5b38426f,0,qalert-af95d13e65fe3171446a9fa7,completed,not_pr_introduced,0,True,True,quality|reliability|correctness|external/cwe/cwe-561,192a3314085478e7010282765f44e6d9433dfebe,3fa434aff9baebc630a9946c90e8484e5544d661,apps/web/client/src/app/pricing/page.tsx,"@@ -13,55 +12,90 @@ enum PlanKey {",12,101,introduced,False,new_side_hunk_v1,primary|strict|broad,2.0.0,security-and-quality,1
case-4305c02b5fa838228719,positive,quality,ai,AgentOps-AI/agentops,729,2895754600,Python,fix,0.564000,3,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,recommendation,True,correctness_reliability,True,py/cyclic-import,problem,Cyclic import,76,sf-fead53211504c9405e4b,0,0,,1,qalert-31fa91bfe04f2fe954a6f179,completed,not_valid_issue,0,False,True,reliability|maintainability|modularity,064819b90a95c9efd4e5c77ae6ffeeeecae60f17,cf5be5701e0571e0b313994ec89d5698c2d2a17c,agentops/session/session.py,"@@ -63,7 +64,19 @@ def start(self):",64,82,introduced,True,new_side_hunk_v1,primary|broad,2.0.0,security-and-quality,0
case-4305c02b5fa838228719,positive,quality,ai,AgentOps-AI/agentops,729,2895754600,Python,fix,0.564000,3,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,very-high,recommendation,True,maintainability,True,py/not-named-self,problem,First parameter of a method is not named 'self',70,sf-d698c3b6da4cba4666de,0,0,,1,qalert-f4313adeaf4aa3768396e403,completed,not_valid_issue,0,False,True,maintainability|readability|convention|quality,064819b90a95c9efd4e5c77ae6ffeeeecae60f17,cf5be5701e0571e0b313994ec89d5698c2d2a17c,agentops/session/session.py,"@@ -63,7 +64,19 @@ def start(self):",64,82,introduced,True,new_side_hunk_v1,primary|broad,2.0.0,security-and-quality,0
case-4305c02b5fa838228719,positive,quality,ai,AgentOps-AI/agentops,729,2895754600,Python,fix,0.564000,3,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,error,True,correctness_reliability,True,py/undefined-export,problem,Explicit export is not defined,62,sf-db0ad4255383099c1685,1,1,mf-99c734b4cba70372a3bd,1,qalert-2d305da99041dfa5cef31891,completed,confirmed_valid,1,True,True,quality|reliability|correctness,064819b90a95c9efd4e5c77ae6ffeeeecae60f17,cf5be5701e0571e0b313994ec89d5698c2d2a17c,agentops/session/__init__.py,"@@ -59,22 +59,4 @@",59,62,introduced,True,new_side_hunk_v1,primary|strict|broad,2.0.0,security-and-quality,1
case-4305c02b5fa838228719,positive,quality,ai,AgentOps-AI/agentops,729,2895754600,Python,fix,0.564000,3,,,,formal,quality,quality,target_sensitivity_reference,quality,True,2.23.2,true,false,production,very-high,recommendation,False,maintainability,True,py/unused-import,problem,Unused import,14,sf-cc41dc6d104667634668,0,0,,1,qalert-1dd6686a0d6b7d97ba2e8463,completed,not_pr_introduced,0,False,True,quality|maintainability|useless-code,064819b90a95c9efd4e5c77ae6ffeeeecae60f17,cf5be5701e0571e0b313994ec89d5698c2d2a17c,agentops/session/session.py,"@@ -13,6 +13,7 @@",13,19,introduced,False,new_side_hunk_v1,broad,2.0.0,security-and-quality,0
case-4305c02b5fa838228719,positive,quality,ai,AgentOps-AI/agentops,729,2895754600,Python,fix,0.564000,3,,,,formal,quality,quality,target_sensitivity_reference,quality,True,2.23.2,true,false,production,very-high,recommendation,False,maintainability,True,py/unused-import,problem,Unused import,1,sf-71d94d272e9cccb076fa,0,0,,1,qalert-f159ec0b15e8359d5d30e60e,completed,not_pr_introduced,0,False,True,quality|maintainability|useless-code,064819b90a95c9efd4e5c77ae6ffeeeecae60f17,cf5be5701e0571e0b313994ec89d5698c2d2a17c,agentops/session/state.py,"@@ -1,21 +1,30 @@",1,30,introduced,False,new_side_hunk_v1,broad,2.0.0,security-and-quality,0
case-4305c02b5fa838228719,positive,quality,ai,AgentOps-AI/agentops,729,2895754600,Python,fix,0.564000,3,,,,formal,quality,quality,target_sensitivity_reference,quality,True,2.23.2,true,false,production,very-high,recommendation,False,maintainability,True,py/unused-import,problem,Unused import,2,sf-f8233e6508e59ad656b7,1,1,mf-2611be738d52d45f6f1b,1,qalert-5c8ebca25c2c97aaacd86cf6,completed,confirmed_valid,1,False,True,quality|maintainability|useless-code,064819b90a95c9efd4e5c77ae6ffeeeecae60f17,cf5be5701e0571e0b313994ec89d5698c2d2a17c,agentops/session/state.py,"@@ -1,21 +1,30 @@",1,30,introduced,True,new_side_hunk_v1,broad,2.0.0,security-and-quality,1
case-4305c02b5fa838228719,positive,quality,ai,AgentOps-AI/agentops,729,2895754600,Python,fix,0.564000,3,,,,formal,quality,quality,target_sensitivity_reference,quality,True,2.23.2,true,false,production,very-high,recommendation,False,maintainability,True,py/unused-import,problem,Unused import,3,sf-657634bf659bf0308586,0,0,,1,qalert-8ce62e80a7f41185d928f87e,completed,not_pr_introduced,0,False,True,quality|maintainability|useless-code,064819b90a95c9efd4e5c77ae6ffeeeecae60f17,cf5be5701e0571e0b313994ec89d5698c2d2a17c,agentops/session/state.py,"@@ -1,21 +1,30 @@",1,30,introduced,False,new_side_hunk_v1,broad,2.0.0,security-and-quality,0
case-45ecc9b9b423e37da22e,positive,quality,ai,spcl/dace,2077,3214122373,Python,feat,0.347000,2,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,recommendation,True,correctness_reliability,True,py/cyclic-import,problem,Cyclic import,1456,sf-b0d60211034696aa189a,0,0,,1,qalert-3271e18c38ccffe6be3e0a6a,completed,not_pr_introduced,0,False,True,reliability|maintainability|modularity,894079e82da7552bf598993c9a473bb9a2fa771e,1ca938ba0ccf300ba9e6b894339dc0ef4c2453bf,dace/sdfg/nodes.py,"@@ -1433,15 +1433,56 @@ def from_json(cls, json_obj, context=None):",1433,1488,introduced,False,new_side_hunk_v1,primary|broad,2.0.0,security-and-quality,0
case-45ecc9b9b423e37da22e,positive,quality,ai,spcl/dace,2077,3214122373,Python,feat,0.347000,2,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,recommendation,True,correctness_reliability,True,py/cyclic-import,problem,Cyclic import,1460,sf-30f4b39a0139f6dc03d0,0,0,,1,qalert-8f1939ecbe9503943b813745,completed,not_valid_issue,0,False,True,reliability|maintainability|modularity,894079e82da7552bf598993c9a473bb9a2fa771e,1ca938ba0ccf300ba9e6b894339dc0ef4c2453bf,dace/sdfg/nodes.py,"@@ -1433,15 +1433,56 @@ def from_json(cls, json_obj, context=None):",1433,1488,introduced,True,new_side_hunk_v1,primary|broad,2.0.0,security-and-quality,0
case-45ecc9b9b423e37da22e,positive,quality,ai,spcl/dace,2077,3214122373,Python,feat,0.347000,2,,,,formal,quality,quality,target_sensitivity_reference,quality,True,2.23.2,true,false,production,very-high,recommendation,False,maintainability,True,py/unused-local-variable,problem,Unused local variable,1506,sf-9bc238d1d372344f8e52,0,0,,1,qalert-ce49a936e96d1e32ecdf9169,completed,not_pr_introduced,0,False,True,quality|maintainability|useless-code|external/cwe/cwe-563,894079e82da7552bf598993c9a473bb9a2fa771e,1ca938ba0ccf300ba9e6b894339dc0ef4c2453bf,dace/sdfg/nodes.py,"@@ -1455,41 +1496,41 @@ def expand(self, sdfg, state, *args, **kwargs) -> str:",1496,1536,introduced,False,new_side_hunk_v1,broad,2.0.0,security-and-quality,0
case-49ba87d78fec9fc37aa1,positive,quality,ai,willccbb/verifiers,160,3266348344,Python,feat,0.300000,1,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,recommendation,True,correctness_reliability,True,py/empty-except,problem,Empty except,132,sf-7f1abfc84f6a7775e42d,0,0,,1,qalert-73a642c1a5e4825c9908d2c1,completed,not_pr_introduced,0,False,True,quality|reliability|error-handling|external/cwe/cwe-390,a38a170b05ec8e37e790b4b50d05de952f39689e,8303bbec24f9655e4e9d319d7f0d5070311ea25d,environments/toxicity_explanation/toxicity_explanation.py,"@@ -130,6 +130,7 @@ def comprehensive_evaluation(prompt, completion, answer, state, **kwargs) -> flo",130,136,introduced,False,new_side_hunk_v1,primary|broad,2.0.0,security-and-quality,0
case-4a764f3847aeba71b091,positive,quality,ai,Skyvern-AI/skyvern,2435,3085074194,Python,feat,0.090000,1,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,recommendation,True,correctness_reliability,True,py/cyclic-import,problem,Cyclic import,63,sf-70297f53645d61943159,0,0,,1,qalert-1d51bf2b3c2112f4406afd06,completed,confirmed_valid,1,False,True,reliability|maintainability|modularity,f49b5c410045b4a67a897be83c3dbaedc4be0836,eb04f752df2b0bfe2013e2ef299630f1b8763cf6,skyvern/services/task_v2_service.py,"@@ -58,7 +59,8 @@",59,66,introduced,True,new_side_hunk_v1,primary|broad,2.0.0,security-and-quality,0
case-4d8ff19fb340c20d7a49,positive,quality,ai,openai/openai-agents-python,923,3169467908,Python,feat,0.099000,4,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,error,True,correctness_reliability,True,py/unsafe-cyclic-import,problem,Module-level cyclic import,70,sf-0e8f5c51817510d06217,0,0,,1,qalert-786ec567ff2f04e745284ee6,completed,not_pr_introduced,0,True,True,reliability|correctness|types,91c62c1dea97d02ad4974947e572d634d42496d1,c63bc73f36533b795c0f1d605f4ade9d7027bcf2,src/agents/_run_impl.py,"@@ -67,6 +70,7 @@",70,76,introduced,False,new_side_hunk_v1,primary|strict|broad,2.0.0,security-and-quality,0
case-4d8ff19fb340c20d7a49,positive,quality,ai,openai/openai-agents-python,923,3169467908,Python,feat,0.099000,4,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,error,True,correctness_reliability,True,py/unsafe-cyclic-import,problem,Module-level cyclic import,70,sf-2aaa3217399d21604d5b,0,0,,1,qalert-a530f16d9a2f6ecbeb9cd624,completed,not_pr_introduced,0,True,True,reliability|correctness|types,91c62c1dea97d02ad4974947e572d634d42496d1,c63bc73f36533b795c0f1d605f4ade9d7027bcf2,src/agents/_run_impl.py,"@@ -67,6 +70,7 @@",70,76,introduced,False,new_side_hunk_v1,primary|strict|broad,2.0.0,security-and-quality,0
case-4d8ff19fb340c20d7a49,positive,quality,ai,openai/openai-agents-python,923,3169467908,Python,feat,0.099000,4,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,error,True,correctness_reliability,True,py/unsafe-cyclic-import,problem,Module-level cyclic import,72,sf-8f15f95f5567143cb048,0,0,,1,qalert-f6deae7731fd7e25b30fd262,completed,not_pr_introduced,0,True,True,reliability|correctness|types,91c62c1dea97d02ad4974947e572d634d42496d1,c63bc73f36533b795c0f1d605f4ade9d7027bcf2,src/agents/_run_impl.py,"@@ -67,6 +70,7 @@",70,76,introduced,False,new_side_hunk_v1,primary|strict|broad,2.0.0,security-and-quality,0
case-4d8ff19fb340c20d7a49,positive,quality,ai,openai/openai-agents-python,923,3169467908,Python,feat,0.099000,4,,,,formal,quality,quality,target_reference,quality,True,2.23.2,true,false,production,high,error,True,correctness_reliability,True,py/unsafe-cyclic-import,problem,Module-level cyclic import,73,sf-208fb15372b09fee89d2,0,0,,1,qalert-af251b25e411ff96e8b08c29,completed,not_valid_issue,0,True,True,reliability|correctness|types,91c62c1dea97d02ad4974947e572d634d42496d1,c63bc73f36533b795c0f1d605f4ade9d7027bcf2,src/agents/_run_impl.py,"@@ -67,6 +70,7 @@",70,76,introduced,True,new_side_hunk_v1,primary|strict|broad,2.0.0,security-and-quality,0
